"ma_GeV","ctau"
0.3,0.42112283423410707
0.5,0.7359933696461476
0.7,1.0886995112171889
0.9000000000000001,1.3047823876178208
1.1,1.5487825283986654
1.3,1.8038001732288795
1.5000000000000002,2.050389549990745
1.7000000000000002,2.354892123382358
1.9000000000000001,2.6901022432987154
2.1,3.030389756189181
2.3,3.3538015407596586
2.5,3.641251737816646
2.7,3.944771831093714
2.9,4.273863948946381
3.1,4.607316648959252
3.3,4.817413848247886
3.5,4.721912617590009
