ma_GeV,gtau,gtau_7m
1e-06,0.2906316054840217,2.7114378749624336e+21
0.0423497267759562,0.2905859967987143,843.8782022831443
0.0437158469945355,0.2905830071232201,743.2366821891084
0.0450819672131147,0.2905799225734921,657.1610435664554
0.0464480874316939,0.2888922261001622,583.1931829213103
0.0478142076502732,0.290573468864971,519.345630851597
0.0491803278688524,0.291408687603255,464.00133003940897
0.0505464480874316,0.2914052135942948,415.8367969697597
0.0519125683060109,0.2914016444553009,373.7627594397533
0.0532786885245901,0.2913979801901872,336.8779630461566
0.0546448087431694,0.2897147012186805,304.4329792420823
0.0560109289617486,0.29139036629777937,275.8016656799041
0.0573770491803278,0.29222253437070905,250.4585226039372
0.0587431693989071,0.29221847803621226,227.960622414535
0.0601092896174863,0.29221432632383176,207.9331087993859
0.0614754098360655,0.292210079238119,190.0574988943583
0.0628415300546448,0.29053119155301826,174.06219915785616
0.064207650273224,0.29220129896542896,159.7147791256777
0.0655737704918032,0.29303042444589045,146.8156483529381
0.0669398907103824,0.29302578270892293,135.19285902887685
0.0683060109289617,0.29302104535091256,124.69781593213101
0.0696721311475409,0.29301621237705244,115.20172108920997
0.0710382513661201,0.2938425231472231,106.59261595838171
0.0724043715846994,0.293837484704613,98.77291161268263
0.0737704918032786,0.2938323503911545,91.65731907530423
0.0751366120218579,0.29382712021247565,85.17110906125208
0.0765027322404371,0.29299061345908767,79.24864387753435
0.0778688524590163,0.29298520690504065,73.83213500896512
0.0792349726775956,0.2929797047744236,68.87058848797578
0.0806010928961748,0.2929741070732649,64.31890703542189
0.081967213114754,0.29296841380769856,60.13712350043727
0.0833333333333333,0.2929626249839628,56.28974460981921
0.0846994535519125,0.2929567406083998,52.74518766786501
0.0860655737704917,0.29295076068745646,49.475295802485725
0.087431693989071,0.2929446852276838,46.45491978011996
0.0887978142076502,0.2929385142357369,43.66155638065675
0.0901639344262295,0.29376326285669424,41.07503496160233
0.0915300546448087,0.2937568827724176,38.6772451792137
0.0928961748633879,0.2937504069056035,36.45189995024959
0.0942622950819672,0.29457245139535265,34.38432865648911
0.0956284153005464,0.29539203823101845,32.46129636677882
0.0969945355191256,0.2953852369568877,30.67084548835944
0.0983606557377049,0.29620226941251115,29.00215679864607
0.0997267759562841,0.29701688108603436,27.445427256656682
0.1010928961748633,0.2970097514560198,25.991762373645184
0.1024590163934426,0.29782184388665395,24.63308123990991
0.1038251366120218,0.2978145004497697,23.362032575623935
0.1051912568306011,0.2978070599554467,22.171920402874957
0.1065573770491803,0.29779952241182905,21.05663812812571
0.1079234972677595,0.29779188782716637,20.01060999138444
0.1092896174863388,0.29778415620981524,19.02873897874825
0.110655737704918,0.297776327568236,18.106360414823875
0.1120218579234972,0.29776840191099585,17.23920055521383
0.1133879781420764,0.2977603792467667,16.423339587689767
0.1147540983606557,0.29693313214629985,15.655178526703732
0.1161202185792349,0.29692493809884407,14.931409550800351
0.1174863387978141,0.2969166473378459,14.248989390481976
0.1188524590163934,0.29690825987237474,13.605115420977192
0.1202185792349726,0.29689977571160453,12.997204158689197
0.1215846994535518,0.2968911948648145,12.422871895124317
0.1229508196721311,0.2968825173413898,11.879917235357773
0.1243169398907103,0.2968737431508189,11.366305334613044
0.1256830601092896,0.297683811437349,10.880153652080175
0.1270491803278688,0.2976748192034077,10.419719060721096
0.128415300546448,0.2984823728341311,9.983386171825536
0.1297814207650273,0.29847316159906884,9.569656748024853
0.1311475409836065,0.29927821721888964,9.17714009323583
0.1325136612021857,0.29926878602993356,8.804544320532726
0.133879781420765,0.2992592574459497,8.450668409649206
0.1352459016393442,0.29924963147735195,8.114394975512964
0.1366120218579234,0.30005195822503833,7.794683677829526
0.1379781420765027,0.30004211086833277,7.4905652092249255
0.1393442622950819,0.30003216589469867,7.201135806012401
0.1407103825136612,0.30002212331500033,6.925552231597895
0.1420765027322404,0.3000119831402083,6.663027187737293
0.1434426229508196,0.3000017453813982,6.412825113513786
0.1448087431693989,0.3008011049368423,6.174258335869959
0.1461748633879781,0.3007906438846384,5.946683539510352
0.1475409836065573,0.3007800850189833,5.7294985267131455
0.1489071038251366,0.30076942835140613,5.522139241165392
0.1502732240437158,0.30075867389354116,5.3240770318375255
0.151639344262295,0.3007478216571289,5.1348161357894275
0.1530054644808743,0.30154422041313844,4.953891360481288
0.1543715846994535,0.30233830636069103,4.780865948267799
0.1557377049180328,0.3023271010983083,4.6153296072286105
0.157103825136612,0.3031187626014258,4.456896694113049
0.1584699453551912,0.3031073305586486,4.305204536416267
0.1598360655737705,0.3038965829267597,4.159911881905576
0.1612021857923497,0.3022812976270525,4.020697464847599
0.1625683060109289,0.3046717815204742,3.887258679342455
0.1639344262295081,0.3046598931844441,3.759310350900434
0.1653005464480874,0.3046479058892026,3.6365835982353825
0.1666666666666666,0.3046358196478212,3.5188247780249102
0.1680327868852458,0.30462363447347773,3.4057945058981027
0.1693989071038251,0.3046113503794573,3.2972667476614967
0.1707650273224043,0.3045989673791504,3.193027975134598
0.1721311475409835,0.304586485486055,3.092876381591184
0.1734972677595628,0.30457390471377416,2.9966211521161767
0.174863387978142,0.30456122507601846,2.904081784684824
0.1762295081967212,0.3053446530344583,2.8150874580440766
0.1775956284153005,0.3037373095135726,2.729476442857311
0.1789617486338797,0.3061128002297654,2.64709555282731
0.180327868852459,0.30609965699231134,2.5677996328356425
0.1816939890710382,0.30687835991848783,2.491451081314562
0.1830601092896174,0.3068649835532665,2.4179194043422547
0.1844262295081967,0.3052657011278656,2.347080799134102
0.1857923497267759,0.3076277351538623,2.2788177647890615
