ma_GeV,c_g2e_Be
0.001,66.1176817882146
0.0010233717986325203,66.18494725931056
0.0010472898382363584,66.25293738368508
0.0010717668854455034,66.32165281891993
0.001096816005273138,66.39109413295728
0.001122450568085307,66.46126180682602
0.0011486842567375536,66.53215623748191
0.0011755310738783698,66.60377774075678
0.0012030053494233243,66.67612655441191
0.0012311217482038907,66.74920284128778
0.0012598952777950272,66.82300669254845
0.0012893412965257157,66.89753813101045
0.001319475521676706,66.97279711455352
0.0013503140378698735,67.0487835396051
0.0013818733056536322,67.12549724469338
0.001414170170289024,67.2029380140625
0.0014472218707411344,67.28110558134408
0.0014810460488806755,67.35999963327687
0.0015156607589006028,67.43961981347199
0.0015510844769528406,67.51996572621327
0.0015873361110102086,67.60103694028999
0.001624435010958867,67.68283299285325
0.001662400978926612,67.76535339329178
0.0017012542798525892,67.84859762712004
0.0017410156523040153,67.93256515987362
0.0017817063195457307,68.01725544100512
0.0018233480008684403,68.10266790777565
0.001865962923181746,68.18880198913726
0.0019095738328780967,68.27565710959814
0.0019542040079740535,68.3632326930697
0.001999877270535287,68.4515281666861
0.00204661799939199,68.54054296459607
0.0020944511431514688,68.63027653171787
0.0021434022335148567,68.72072832745631
0.00219349739890506,68.81189782937845
0.002244763378413224,68.90378453683874
0.0022972275360711512,68.99638797455734
0.0023509178754572866,69.08970769614363
0.002405863054644067,69.18374328756033
0.0024620924014946257,69.27849437053256
0.0025196359293170162,69.37396060588921
0.002578524352884274,69.4701416968439
0.0026387891048289345,69.56703739220663
0.0027004623524206823,69.66464748952554
0.0027635770147361603,69.7629718381603
0.0028281667802300325,69.86201034228321
0.0028942661247167516,69.96176296380501
0.0029619103297725533,70.0622297252297
0.003031135501567579,70.16341071242896
0.003101978590138097,70.26530607734938
0.0031744774091091933,70.36791604063608
0.003248670655878375,70.47124089418399
0.0033245979322709418,70.57528100361262
0.003402299765678068,70.68003681066564
0.0034818176306889667,70.7855088355364
0.003563193971228584,70.8916976791168
0.0036464722232127486,70.99860402517011
0.0037316968377327556,71.10622864244162
0.003818913304781854,71.21457238668351
0.003908168177536264,71.32363620262569
0.003999509097203665,71.43342112585248
0.004092984818452442,71.543928284644
0.004188645235435271,71.65515890173336
0.004286541408420925,71.76711429598751
0.0043867255910484985,71.87979588405894
0.004489251258218608,71.99320518195375
0.0045941731346364765,72.10734380653571
0.004701547224022129,72.2222134770046
0.0048114308390032594,72.33781601626865
0.004923882631706742,72.45415335235833
0.00503896262506515,72.57122751962842
0.005156732244854963,72.68904066014557
0.0052772543524835375,72.80759502479191
0.005400593278542374,72.92689297445847
0.005526814857144603,73.04693698123678
0.005655986461065008,73.1677296294177
0.005788177037701274,73.28927361662055
0.005923457145875806,73.41157175479559
0.006061898993497572,73.53462697114404
0.006203576476104275,73.6584423092376
0.006348565216305217,73.7830209298781
0.006496942604146125,73.90836611189613
0.006648787838417263,74.03448125331676
0.006804181968927101,74.16136987202196
0.006963207939763883,74.28903560654496
0.007125950633568411,74.4174822173604
0.007292496916841445,74.54671358714562
0.007462935686310138,74.67673372199935
0.007637357916378027,74.80754675213595
0.007815856707684091,74.93915693288804
0.007998527336796709,75.071568645097
0.008185467307069028,75.2047863964265
0.008376776400682925,75.3388148219262
0.008572556731909325,75.47365868468523
0.008772912801613356,75.6093228772327
0.008977951553033322,75.74581242187051
0.00918778242886334,75.88313247170449
0.009402517429670132,76.02128831182526
0.009622271173675135,76.16028535930411
0.009847160957933775,76.30012916505238
0.010077306820944612,76.44082541450577
0.010312831606721848,76.58237992790005
0.010553861030365236,76.72479866240602
0.010800523745162528,76.86808771183486
0.011052951411260215,77.01225330972515
0.011311278765939214,77.15730182666313
0.011575643695533041,77.30323977607334
0.011846187309026836,77.4500738108888
0.012123054013376522,77.59781072857643
0.012406391590588319,77.7464574690924
0.012696351276599734,77.89602111808584
0.012993087842004158,78.04650890739997
0.013296759674662127,78.19792821729914
0.013607528864243339,78.35028657582865
0.013925561288744634,78.50359166261572
0.014251026703029985,78.65785130628434
0.014584098829439862,78.81307349242482
0.014924955450518298,78.96926636087129
0.01527377850390714,79.12643820284471
0.015630754179458167,79.28459747567797
0.01599607301861488,79.44375279129574
0.016369930016117026,79.60391292054061
0.016752524724082157,79.76508680418188
0.017144061358519713,79.92728354117949
0.017544748908334597,80.09051240346024
0.017954801246878312,80.25478282613376
0.018374437246107267,80.42010441663655
0.018803880893409158,80.58648696501882
0.0192433614111598,80.75394041796964
0.01969311337907423,80.92247491177136
0.02015337685941733,81.09210075991295
0.020624397525140916,81.26282845752577
0.02110642679101555,81.43466868332135
0.021599721947827184,81.60763230154973
0.022104546299710218,81.78173037282065
0.022621169304690252,81.95697414215277
0.02314986671851161,82.13337506232358
0.023690920741826334,82.31094474596216
0.024244620170823284,82.48969504634803
0.02481126055137769,82.66963801165986
0.02539114433680347,82.85078588514376
0.025984581049292486,83.03315112002922
0.026591887445126937,83.21674639870207
0.027213387683753074,83.40158460006558
0.02784941350080644,83.58767882592795
0.028500304385181082,83.77504241698507
0.029166407760237052,83.96368894258605
0.029848079169243275,84.15363214376313
0.030545682465154336,84.3448860367835
0.03125959000482281,84.53746495059164
0.03199018284775065,84.73138329038592
0.03273785095948577,84.92665588532017
0.033502993419772316,85.12329764879858
0.034286018635565865,85.32132388298028
0.03508734455902713,85.52075001372222
0.03590739891061055,85.72159190062355
0.0367466194073669,85.9238655695789
0.03760545399658172,86.12758734682615
0.03848436109487431,86.33277363255726
0.03938380983288489,86.53944151947842
0.04030428030568053,86.7397686842159
