ma_GeV,c_g2mu
0.001,33.00215158053064
0.0010233717986325203,33.00308336022519
0.0010472898382363584,33.00403679697107
0.0010717668854455034,33.00501239158283
0.001096816005273138,33.006010655739246
0.001122450568085307,33.007032112808716
0.0011486842567375536,33.00807729844381
0.0011755310738783698,33.009146760979284
0.0012030053494233243,33.01024106058329
0.0012311217482038907,33.0113607698986
0.0012598952777950272,33.01250647526504
0.0012893412965257157,33.01367877660524
0.001319475521676706,33.014878286488305
0.0013503140378698735,33.01610563229221
0.0013818733056536322,33.017361455060694
0.001414170170289024,33.01864641104359
0.0014472218707411344,33.01996117045453
0.0014810460488806755,33.02130641975946
0.0015156607589006028,33.02268286006756
0.0015510844769528406,33.02409120915816
0.0015873361110102086,33.02553219991753
0.001624435010958867,33.02700658358884
0.001662400978926612,33.028515126433206
0.0017012542798525892,33.03005861306441
0.0017410156523040153,33.03163784574997
0.0017817063195457307,33.03325364490548
0.0018233480008684403,33.034906848713916
0.001865962923181746,33.03659831522263
0.0019095738328780967,33.03832892074162
0.0019542040079740535,33.04009956241867
0.001999877270535287,33.04191115656372
0.00204661799939199,33.043764640586154
0.0020944511431514688,33.045660972316405
0.0021434022335148567,33.04760113135301
0.00219349739890506,33.04958611950852
0.002244763378413224,33.051616960427744
0.0022972275360711512,33.053694701019396
0.0023509178754572866,33.05582041129443
0.002405863054644067,33.057995184947984
0.0024620924014946257,33.06022014045732
0.0025196359293170162,33.06249642030126
0.002578524352884274,33.06482519342506
0.0026387891048289345,33.06720765361115
0.0027004623524206823,33.06964502210562
0.0027635770147361603,33.072138545981396
0.0028281667802300325,33.074689500862966
0.0028942661247167516,33.077299189824124
0.0029619103297725533,33.07996894514086
0.003031135501567579,33.08270012780762
0.003101978590138097,33.085494129139896
0.0031744774091091933,33.088352371044024
0.003248670655878375,33.09127630619778
0.0033245979322709418,33.09426741912963
0.003402299765678068,33.09732722670396
0.0034818176306889667,33.100457279330875
0.003563193971228584,33.10365916078132
0.0036464722232127486,33.10693448891744
0.0037316968377327556,33.11028491727136
0.003818913304781854,33.11371213521757
0.003908168177536264,33.11721786781333
0.003999509097203665,33.120803878434415
0.004092984818452442,33.12447196784564
0.004188645235435271,33.12822397563506
0.004286541408420925,33.13206178086764
0.0043867255910484985,33.13598730256773
0.004489251258218608,33.14000250164017
0.0045941731346364765,33.14410937955351
0.004701547224022129,33.148309981852435
0.0048114308390032594,33.152606396748
0.004923882631706742,33.15700075628313
0.00503896262506515,33.16149523857774
0.005156732244854963,33.166092067409515
0.0052772543524835375,33.17079351276901
0.005400593278542374,33.17560189332923
0.005526814857144603,33.18051957625928
0.005655986461065008,33.18554897719703
0.005788177037701274,33.1906925636066
0.005923457145875806,33.19595285314193
0.006061898993497572,33.20133241632249
0.006203576476104275,33.20683387687641
0.006348565216305217,33.21245991293423
0.006496942604146125,33.21821325724918
0.006648787838417263,33.224096698566456
0.006804181968927101,33.23011308378461
0.006963207939763883,33.23626531710704
0.007125950633568411,33.24255636143002
0.007292496916841445,33.24898924141316
0.007462935686310138,33.255567041083644
0.007637357916378027,33.2622929080421
0.007815856707684091,33.26917005271668
0.007998527336796709,33.27620174923967
0.008185467307069028,33.28339133848152
0.008376776400682925,33.29074222664651
0.008572556731909325,33.298257888263265
0.008772912801613356,33.30594186574623
0.008977951553033322,33.3137977722286
0.00918778242886334,33.32182929116122
0.009402517429670132,33.33004017793307
0.009622271173675135,33.33843426176292
0.009847160957933775,33.347015444988024
0.010077306820944612,33.355787706317706
0.010312831606721848,33.36475510079844
0.010553861030365236,33.373921760806354
0.010800523745162528,33.38329189803533
0.011052951411260215,33.39286980388357
0.011311278765939214,33.402659850621
0.011575643695533041,33.41266649367683
0.011846187309026836,33.42289427118828
0.012123054013376522,33.43334780645443
0.012406391590588319,33.44403180786247
0.012696351276599734,33.45495107158432
0.012993087842004158,33.46611048172121
0.013296759674662127,33.477515011152065
0.013607528864243339,33.48916972358678
0.013925561288744634,33.50107977464134
0.014251026703029985,33.51325041230673
0.014584098829439862,33.52568697869834
0.014924955450518298,33.53839491039583
0.01527377850390714,33.5513797412869
0.015630754179458167,33.56464710162204
0.01599607301861488,33.5782027210122
0.016369930016117026,33.59205242721844
0.016752524724082157,33.606202150468285
0.017144061358519713,33.620657921789494
0.017544748908334597,33.63542587442333
0.017954801246878312,33.65051224718446
0.018374437246107267,33.6659233826445
0.018803880893409158,33.681665729950765
0.0192433614111598,33.69774584512751
0.01969311337907423,33.71417039220278
0.02015337685941733,33.73094614487034
0.020624397525140916,33.74807998632583
0.02110642679101555,33.76557891108473
0.021599721947827184,33.78345002517647
0.022104546299710218,33.80170054912067
0.022621169304690252,33.820337814810344
0.02314986671851161,33.83936927107088
0.023690920741826334,33.85880248103722
0.024244620170823284,33.878645124769065
0.02481126055137769,33.89890499984197
0.02539114433680347,33.91959002061865
0.025984581049292486,33.94070822157946
0.026591887445126937,33.96226775653927
0.027213387683753074,33.98427689903359
0.02784941350080644,34.00674404398246
0.028500304385181082,34.029677707276385
0.029166407760237052,34.05308652788011
0.029848079169243275,34.0769792671412
0.030545682465154336,34.10136480960082
0.03125959000482281,34.12625216389713
0.03199018284775065,34.151650463514926
0.03273785095948577,34.17756896668214
0.033502993419772316,34.20401705676278
0.034286018635565865,34.231004243089835
0.03508734455902713,34.258540160770885
0.03590739891061055,34.28663457308346
0.0367466194073669,34.315297368472656
0.03760545399658172,34.344538563780176
0.03848436109487431,34.37436830287158
0.03938380983288489,34.4047968578538
0.04030428030568053,34.43583462856828
0.04124626382901352,34.46749214303029
0.04221026320156901,34.49978006824383
0.04319679297334174,34.5327091696162
0.04420637972028532,34.56629037130102
0.04523956232538053,34.600534716768
0.046296892266272656,34.63545337802586
0.04737893390963144,34.67105765706215
0.04848626481239081,34.70735898415092
0.04961947603002903,34.74436891937767
0.05077917243205401,34.7820991529629
0.05196597302486197,34.82056150344169
0.053180511282142,34.85976791976572
0.054423435483002665,34.8997304802605
0.055695409058001334,34.94046139360635
0.05699711094326075,34.98197299710965
0.05832923594286206,35.024277759338055
0.059692495099707366,35.0673882780468
0.061087616075050394,35.11131728139847
0.06251534353689715,35.15607762828261
0.0639764395574843,35.201682308099095
0.0654716840200474,35.248144439839585
0.0670018750350959,35.29547727532899
0.06856782936641742,35.343694196669574
0.07017038286703829,35.392808717673645
0.07181039092537353,35.44283448456731
0.07348872892180387,35.49378527582052
0.0752062926959241,35.545675003558614
0.07696399902471159,35.59851771254981
0.07876278611187058,35.65232758339042
0.08060361408861345,35.707118929817575
0.08248746552614586,35.762906203327375
0.08441534596012985,35.81970399103448
0.0863882844274045,35.877527019159515
0.08840733401525062,35.93639015199105
0.09047357242349298,35.996308394721424
0.09258810253973955,36.05729689321261
0.09475205302806543,36.119370938502705
0.0969665789314552,36.182545964179816
0.09923286228832551,36.2468375530386
0.10155211276345681,36.31226143348654
0.1039255682936713,36.37883348726319
0.10635449574860112,36.446569748213726
0.10884019160690066,36.51548640477414
0.11138398264826195,36.58559980366517
0.11398722666160525,36.65692645405617
0.11665131316981961,36.729483026296926
0.1193776641714437,36.80328635927747
0.12216773489967918,36.87835346194305
0.1250230145991456,36.9547015176366
0.12794502732078733,37.032347886329894
0.1309353327353611,37.111310111603736
0.13399552696593384,37.19160592145682
0.1371272434398401,37.273253235705084
0.14033215376054847,37.35627016898461
0.14361196859990788,37.44067503709299
0.1469684386112446,37.526486361101796
0.15040335536380253,37.613722873542294
0.15391855229902054,37.70240352475728
0.1575159057091623,37.79254748719008
0.1611973357388157,37.88417418842192
0.16496480740980207,37.97730321973775
0.16882033167003627,38.071954487693304
0.17276596646690365,38.16814812557047
0.17680381784572086,38.265904525575024
0.18093604107387165,38.36524434479123
0.1851648417912156,38.46618851545059
0.18949247718738216,38.56875825318512
0.1939212572065831,38.6729750642739
0.19845354578058033,38.77886075629302
0.2030917620904737,38.886437447846596
0.20783838185797573,38.99572757625531
0.2126959386668692,39.10675391015874
0.2176670253153459,39.21953955969046
0.22275429519995588,39.334107984676805
