,ma_GeV,ctau_inf,ctau_sup
501,0.4031852049908963,14.530728228259056,59.846875074204775
502,0.4117929423849647,13.925436166648518,63.02988456797883
503,0.4205844492778353,13.345184029083567,54.96404233048726
504,0.4295636490267305,12.78893591056207,42.26297783584984
505,0.4387345487499567,12.647342501699953,38.03131623862924
506,0.448101241115145,12.119829111992319,38.81154910063079
507,0.4576679061656705,11.614137884988974,30.7952862629072
508,0.4674388131860712,11.129366026534091,26.852460541557328
509,0.4774183226072861,11.005448133809045,24.16227295033135
510,0.4876108879525671,10.545718252749296,22.435978578218606
511,0.4980210578249437,10.427922338204361,18.956608006599605
512,0.5086534779371117,10.980786537974906,15.520534487202935
513,0.5195128931846555,15.346565244783255,15.346565244783255
514,0.5306041497635453,11.078846774132378,14.248993009081829
