ma_GeV,gagg_GeV-1
4.928425357873209,0.0004963555476594551
5.0920245398773005,0.00042762979914903076
5.255623721881392,0.00038526585264598065
5.419222903885483,0.0019555194321247984
5.582822085889568,0.00042130389016011173
5.746421267893659,0.0003739517190257484
5.91002044989775,0.00033192166374055524
6.073619631901842,0.00029681914475324854
6.237218813905933,0.00026345835396404
6.4008179959100175,0.00024092231224850062
6.564417177914109,0.00023038783675178814
6.7280163599182,0.00021867836858280857
6.891615541922292,0.00020911652313148095
7.055214723926383,0.0001984881700650218
7.2188139059304675,0.0001884000033368476
7.382413087934559,0.0001801620979298737
7.54601226993865,0.00017100535432435407
7.709611451942742,0.0001635280405873083
7.873210633946833,0.000144070827878885
8.036809815950917,0.00014842977721503416
8.200408997955009,0.00013983988816231228
8.3640081799591,0.00012883455521700617
8.527607361963192,0.00012787808279267736
8.691206543967283,0.0001222865353881492
8.854805725971367,0.00011607131884802855
9.018404907975459,0.00011099602942022974
9.18200408997955,0.00010535465315790743
9.345603271983641,0.0001030255599973464
9.509202453987733,0.00010379614636356723
9.672801635991817,0.00010457249638055413
9.836400817995909,0.00010535465315790743
10.0,0.00010535465315790743
10.163599182004091,0.00010614266012766823
10.327198364008183,0.00010693656104673043
10.490797546012267,0.0001077363999992707
10.654396728016359,0.000108542221399196
10.81799591002045,0.00010935406999261008
10.981595092024541,0.00010935406999261008
11.145194274028633,0.00011017199086029811
11.308793456032717,0.00010935406999261008
11.472392638036808,0.00010935406999261008
11.6359918200409,0.00010935406999261008
11.799591002044991,0.00010935406999261008
11.963190184049083,0.000108542221399196
12.126789366053167,0.000108542221399196
12.290388548057258,0.000108542221399196
12.45398773006135,0.000108542221399196
12.617586912065441,0.000108542221399196
12.781186094069533,0.0001077363999992707
12.944785276073617,0.0001077363999992707
13.108384458077708,0.0001077363999992707
13.2719836400818,0.0001077363999992707
13.435582822085891,0.00010693656104673043
13.599182004089982,0.00010693656104673043
13.762781186094067,0.00010693656104673043
13.926380368098158,0.00010693656104673043
14.08997955010225,0.000108542221399196
14.253578732106341,0.00011017199086029811
14.417177914110432,0.00011266264298977668
14.580777096114517,0.00011435428088501082
14.744376278118608,0.00011520960115476968
14.9079754601227,0.00011693948181473182
15.07157464212679,0.00011958312623948665
15.235173824130882,0.00012412267673766694
15.398773006134967,0.00012598638788499376
15.562372188139058,0.00012883455521700617
15.72597137014315,0.00013076901556727952
15.88957055214724,0.00013372530349989455
16.053169734151332,0.0001347255105912068
16.216768916155416,0.0001347255105912068
16.380368098159508,0.0001347255105912068
16.5439672801636,0.0001347255105912068
16.70756646216769,0.0001347255105912068
16.871165644171782,0.0001347255105912068
17.034764826175866,0.0001347255105912068
17.198364008179958,0.0001347255105912068
17.36196319018405,0.0001347255105912068
17.52556237218814,0.0001347255105912068
17.689161554192232,0.0001347255105912068
17.852760736196316,0.00013573319879640945
18.016359918200408,0.00013573319879640945
18.1799591002045,0.00013573319879640945
18.34355828220859,0.00013573319879640945
18.507157464212682,0.00013573319879640945
18.670756646216773,0.00013573319879640945
18.834355828220858,0.00013573319879640945
18.99795501022495,0.00013573319879640945
19.16155419222904,0.00013573319879640945
19.325153374233132,0.00013573319879640945
19.488752556237223,0.00013573319879640945
19.652351738241308,0.00013573319879640945
19.8159509202454,0.00013573319879640945
19.97955010224949,0.00013573319879640945
20.14314928425358,0.00013573319879640945
20.306748466257673,0.00013573319879640945
20.470347648261765,0.00013573319879640945
20.633946830265856,0.00013573319879640945
20.797546012269933,0.00013573319879640945
20.961145194274025,0.00013573319879640945
21.124744376278116,0.00013573319879640945
21.288343558282207,0.00013573319879640945
21.4519427402863,0.00013573319879640945
21.61554192229039,0.00013573319879640945
21.77914110429448,0.00013674842407097965
21.942740286298573,0.00013674842407097965
22.106339468302664,0.0001377712427889173
22.269938650306756,0.0001377712427889173
22.433537832310833,0.00013880171174587505
22.597137014314924,0.00013983988816231228
22.760736196319016,0.00013983988816231228
22.924335378323107,0.00014088582968667282
23.0879345603272,0.00014088582968667282
23.25153374233129,0.00014193959439858563
23.41513292433538,0.00014300124081209002
23.578732106339473,0.000144070827878885
23.742331288343564,0.000144070827878885
23.905930470347656,0.00014514841499160236
24.069529652351733,0.00014623406198710495
24.233128834355824,0.00014623406198710495
24.396728016359916,0.0001473278291498096
24.560327198364007,0.00014842977721503416
24.7239263803681,0.00014842977721503416
24.88752556237219,0.00014842977721503416
25.05112474437628,0.0001495399673723705
25.214723926380373,0.0001506584612690814
25.378323108384464,0.0001517853210135251
25.541922290388555,0.00015292060917860263
25.705521472392633,0.00015292060917860263
25.869120654396724,0.00015406438880523362
26.032719836400815,0.00015521672340585617
26.196319018404907,0.00015521672340585617
26.359918200409,0.00015637767696795397
26.52351738241309,0.00015637767696795397
26.68711656441718,0.0001575473139576087
26.850715746421272,0.000158725699323081
27.014314928425364,0.00015991289849841557
27.177914110429455,0.0001611089774070758
27.341513292433532,0.0001611089774070758
27.505112474437624,0.0001623140024656037
27.668711656441715,0.0001635280405873083
27.832310838445807,0.0001635280405873083
27.995910020449898,0.00016475115918598062
28.15950920245399,0.00016475115918598062
28.32310838445808,0.00016598342617963813
28.486707566462172,0.00016722490999429484
28.650306748466264,0.00016722490999429484
28.813905930470355,0.0001684756795677621
28.977505112474432,0.0001684756795677621
29.141104294478524,0.0001684756795677621
29.304703476482615,0.00016973580435347598
29.468302658486706,0.00017100535432435407
29.631901840490798,0.00017228439997668058
29.79550102249489,0.00017357301233402182
29.95910020449898,0.0001748712629511689
30.122699386503072,0.0001748712629511689
