,ma_GeV,ctau_20fb-1,ctau_50ab-1,ctau_3m
0,0.0001,22.573038381779995,3.1257278625164617,2276833.4619207624
1,0.00010344766638510359,22.573038381779995,3.1257278625164617,2127599.4493329744
2,0.0001070141968052368,22.573038381779995,3.1257278625164617,1988146.9121528987
3,0.00011070368929577954,22.573038381779995,3.1257278625164617,1857834.7280285056
4,0.00011452038317869965,22.573038381779995,3.1257278625164617,1736063.796680436
5,0.0001184686639336435,22.573038381779995,3.1257278625164617,1622274.285584362
6,0.00012255306823696492,22.573038381779995,3.1257278625164617,1515943.05618387
7,0.00012677828917448384,22.573038381779995,3.1257278625164617,1416581.2588010272
8,0.00013114918163396194,22.573038381779995,3.1257278625164617,1323732.0851874754
9,0.00013567076788349435,22.573038381779995,3.1257278625164617,1236968.6683835052
10,0.00014034824334222549,22.573038381779995,3.1257278625164617,1155892.1202299173
11,0.00014518698255001878,22.573038381779995,3.1257278625164617,1080129.6975102988
12,0.00015019254534294184,22.573038381779995,3.1257278625164617,1009333.0882926433
13,0.00015537068324166192,22.573038381779995,3.1257278625164617,943176.8105919327
14,0.00016072734606009046,22.573038381779995,3.1257278625164617,881356.715991668
15,0.0001662686887418733,22.573038381779995,3.1257278625164617,823588.5913448278
16,0.00017200107843257922,22.573038381779995,3.1257278625164617,769606.8521257078
17,0.0001779311017957149,22.573038381779995,3.1257278625164617,719163.3214254148
18,0.0001840655725809702,22.573038381779995,3.1257278625164617,672026.0889775566
19,0.00019041153945339258,22.573038381779995,3.1257278625164617,627978.4449685608
20,0.00019697629409248544,22.573038381779995,3.1257278625164617,586817.8837309125
21,0.00020376737957053482,22.573038381779995,3.1257278625164617,548355.172738875
22,0.0002107925990197946,22.573038381779995,3.1257278625164617,512413.4826264512
23,0.00021806002459848602,22.573038381779995,3.1257278625164617,478827.5742279278
24,0.00022557800676591664,22.573038381779995,3.1257278625164617,447443.0389034696
25,0.00023335518387737183,22.573038381779995,3.1257278625164617,418115.5886572402
26,0.0002414004921098084,22.573038381779995,3.1257278625164617,390710.39278439345
27,0.0002497231757297529,22.573038381779995,3.1257278625164617,365101.4579972418
28,0.00025833279771520076,22.573038381779995,3.1257278625164617,341171.0491807746
29,0.0002672392507437254,22.573038381779995,3.1257278625164617,318809.1481144891
30,0.0002764527685594192,22.573038381779995,3.1257278625164617,297912.94767205365
31,0.0002859839377317305,22.573038381779995,3.1257278625164617,278386.37917342095
32,0.00029584370981970297,22.573038381779995,3.1257278625164617,260139.6707164387
33,0.0003060434139555999,22.573038381779995,3.1257278625164617,243088.9344574074
34,0.0003165947698623706,22.573038381779995,3.1257278625164617,227155.78094314624
35,0.0003275099013199116,22.573038381779995,3.1257278625164617,212266.95872149378
36,0.0003388013500956041,22.573038381779995,3.1257278625164617,198354.01757336766
37,0.000350482090355127,22.573038381779995,3.1257278625164617,185352.99381812988
38,0.0003625655435701091,22.573038381779995,3.1257278625164617,173204.1162454657
39,0.00037506559393974347,22.573038381779995,3.1257278625164617,161851.53132182744
40,0.0003879966043440931,22.573038381779995,3.1257278625164617,151243.04640809217
41,0.00040137343284740777,22.573038381779995,3.1257278625164617,141329.88980790527
42,0.00041521144977042416,22.573038381779995,3.1257278625164617,132066.48654354343
43,0.0004295265553512604,22.573038381779995,3.1257278625164617,123410.24882844761
44,0.00044433519801519866,22.573038381779995,3.1257278625164617,115321.38027313833
45,0.0004596543932743521,22.573038381779995,3.1257278625164617,107762.6929243644
46,0.0004755017432789233,22.573038381779995,3.1257278625164617,100699.43629633923
47,0.0004918954570425323,22.573038381779995,3.1257278625164617,94099.13760804437
48,0.0005088543713648394,22.573038381779995,3.1257278625164617,87931.45249210854
49,0.0005263979724755151,22.573038381779995,3.1257278625164617,82168.02548890364
50,0.0005445464184244197,22.573038381779995,3.1257278625164617,76782.35968449267
51,0.0005633205622437239,22.573038381779995,3.1257278625164617,71749.69489309785
52,0.0005827419759085773,22.573038381779995,3.1257278625164617,67046.89382404514
53,0.0006028329751238652,22.573038381779995,3.1257278625164617,62652.335709843195
54,0.0006236166449655305,22.573038381779995,3.1257278625164617,58545.8169063614
55,0.0006451168664059179,22.573038381779995,3.1257278625164617,54708.45800812518
56,0.0006673583437536284,22.573038381779995,3.1257278625164617,51122.61705169568
57,0.0006903666330394055,22.573038381779995,3.1257278625164617,47771.80840809532
58,0.0007141681713806765,22.573038381779995,3.1257278625164617,44640.62699139146
59,0.0007387903073584771,22.573038381779995,3.1257278625164617,41714.677434995196
60,0.0007642613324416779,22.573038381779995,3.1257278625164617,38980.50791006635
61,0.0007906105134946145,22.573038381779995,3.1257278625164617,36425.54828176108
62,0.0008178681264054632,22.573038381779995,3.1257278625164617,34038.052319000904
63,0.0008460654908740208,22.573038381779995,3.1257278625164617,31807.043692075127
64,0.0008752350063988452,22.573038381779995,3.1257278625164617,29722.265509806366
65,0.0009054101895051174,22.573038381779995,3.1257278625164617,27774.133164279294
66,0.000936625712255988,22.573038381779995,3.1257278625164617,25953.690266340607
67,0.0009689174420916737,22.573038381779995,3.1257278625164617,24252.567469286118
68,0.001002322483042074,22.573038381779995,3.1257278625164617,22662.943991430617
69,0.001036879218360251,22.573038381779995,3.1257278625164617,21177.511660663724
70,0.0010726273546257823,22.573038381779995,3.1257278625164617,19789.44131568851
71,0.0011096079673686401,22.573038381779995,3.1257278625164617,18492.351409475963
72,0.0011478635482660398,22.573038381779995,3.1257278625164617,17280.278670591364
73,0.0011874380539664642,22.573038381779995,3.1257278625164617,16147.65068751122
