,ma_GeV,ctau_BaBar,ctau_20fb-1,ctau_50ab-1,ctau_3m
0,0.0001,59.22567788777889,22.573038381779995,3.1257278625164617,4.313096220840464e+16
1,0.0001047872651817856,59.22567788777889,22.573038381779995,3.1257278625164617,3.5772941800951244e+16
2,0.00010980370944277856,59.22567788777889,22.573038381779995,3.1257278625164617,2.9670203428129148e+16
3,0.00011506030419324172,59.22567788777889,22.573038381779995,3.1257278625164617,2.460858735133292e+16
4,0.00012056854607394138,59.22567788777889,22.573038381779995,3.1257278625164617,2.0410471076958156e+16
5,0.0001263404821003243,59.22567788777889,22.573038381779995,3.1257278625164617,1.6928508296156562e+16
6,0.0001323887360104132,59.22567788777889,22.573038381779995,3.1257278625164617,1.404056697039813e+16
7,0.00013872653587404575,59.22567788777889,22.573038381779995,3.1257278625164617,1.164529976113428e+16
8,0.00014536774302384127,59.22567788777889,22.573038381779995,3.1257278625164617,9658660423938158.0
9,0.00015232688237116918,59.22567788777889,22.573038381779995,3.1257278625164617,8010924806156016.0
10,0.00015961917417342365,59.22567788777889,22.573038381779995,3.1257278625164617,6644289958791291.0
11,0.0001672605673220817,59.22567788777889,22.573038381779995,3.1257278625164617,5510801157306921.0
12,0.00017526777422434875,59.22567788777889,22.573038381779995,3.1257278625164617,4570677729775072.0
13,0.0001836583073546816,59.22567788777889,22.573038381779995,3.1257278625164617,3790937625013738.0
14,0.00019245051755612905,59.22567788777889,22.573038381779995,3.1257278625164617,3144218087995890.0
15,0.0002016636341752596,59.22567788777889,22.573038381779995,3.1257278625164617,2607825672577297.5
16,0.00021131780711845528,59.22567788777889,22.573038381779995,3.1257278625164617,2162940651958379.0
17,0.00022143415092154992,59.22567788777889,22.573038381779995,3.1257278625164617,1793950973784626.2
18,0.00023203479092919987,59.22567788777889,22.573038381779995,3.1257278625164617,1487909854503841.5
19,0.00024314291168498246,59.22567788777889,22.573038381779995,3.1257278625164617,1234077583946026.8
20,0.00025478280763805734,59.22567788777889,22.573038381779995,3.1257278625164617,1023548526567386.2
21,0.00026697993627728984,59.22567788777889,22.573038381779995,3.1257278625164617,848934982024340.5
22,0.0002797609738090459,59.22567788777889,22.573038381779995,3.1257278625164617,704109850491752.0
23,0.00029315387350043067,59.22567788777889,22.573038381779995,3.1257278625164617,583991388936031.5
24,0.0003071879268155726,59.22567788777889,22.573038381779995,3.1257278625164617,484364518005997.1
25,0.0003218938274786635,59.22567788777889,22.573038381779995,3.1257278625164617,401733779445047.3
26,0.0003373037386038666,59.22567788777889,22.573038381779995,3.1257278625164617,333199462209367.1
27,0.0003534513630389106,59.22567788777889,22.573038381779995,3.1257278625164617,276356890275195.78
28,0.00037037201707621896,59.22567788777889,22.573038381779995,3.1257278625164617,229211438677543.9
29,0.0003881027076927858,59.22567788777889,22.573038381779995,3.1257278625164617,190108813274502.25
30,0.00040668221348772967,59.22567788777889,22.573038381779995,3.1257278625164617,157676958292081.72
31,0.00042615116949454274,59.22567788777889,22.573038381779995,3.1257278625164617,130777846275049.81
32,0.0004465521560535271,59.22567788777889,22.573038381779995,3.1257278625164617,108467635414583.73
33,0.00046792979193879054,59.22567788777889,22.573038381779995,3.1257278625164617,89963455376552.33
34,0.0004903308319434781,59.22567788777889,22.573038381779995,3.1257278625164617,74616026034161.25
35,0.0005138042691366678,59.22567788777889,22.573038381779995,3.1257278625164617,61886810490414.35
36,0.000538401442015575,59.22567788777889,22.573038381779995,3.1257278625164617,51329151038725.016
37,0.0005641761467874182,59.22567788777889,22.573038381779995,3.1257278625164617,42572588724623.01
38,0.0005911847550265118,59.22567788777889,22.573038381779995,3.1257278625164617,35309862494345.99
39,0.0006194863369639205,59.22567788777889,22.573038381779995,3.1257278625164617,29286130619540.387
40,0.0006491427906793133,59.22567788777889,22.573038381779995,3.1257278625164617,24290025721812.36
41,0.0006802189774775753,59.22567788777889,22.573038381779995,3.1257278625164617,20146237820993.344
42,0.0007127828637462574,59.22567788777889,22.573038381779995,3.1257278625164617,16709364200974.707
43,0.0007469056696041163,59.22567788777889,22.573038381779995,3.1257278625164617,13858808828830.846
44,0.0007826620246658566,59.22567788777889,22.573038381779995,3.1257278625164617,11494547515826.127
45,0.0008201301312637434,59.22567788777889,22.573038381779995,3.1257278625164617,9533620228156.445
46,0.0008593919354830652,59.22567788777889,22.573038381779995,3.1257278625164617,7907220126139.147
47,0.0009005333063855193,59.22567788777889,22.573038381779995,3.1257278625164617,6558277683162.1455
48,0.0009436442238124959,59.22567788777889,22.573038381779995,3.1257278625164617,5439459944807.951
49,0.0009888189751790025,59.22567788777889,22.573038381779995,3.1257278625164617,4511508146471.109
50,0.001036156361688636,59.22567788777889,22.573038381779995,3.1257278625164617,3741861639727.385
51,0.0010857599144206125,59.22567788777889,22.573038381779995,3.1257278625164617,3103513913825.862
52,0.0011377381207614556,59.22567788777889,22.573038381779995,3.1257278625164617,2574065960748.8496
53,0.0011922046616765706,59.22567788777889,22.573038381779995,3.1257278625164617,2134939867149.9585
54,0.0012492786603406378,59.22567788777889,22.573038381779995,3.1257278625164617,1770727044256.637
55,0.0013090849426706027,59.22567788777889,22.573038381779995,3.1257278625164617,1468647569514.8843
56,0.0013717543103310705,59.22567788777889,22.573038381779995,3.1257278625164617,1218101744043.507
57,0.001437423826809193,59.22567788777889,22.573038381779995,3.1257278625164617,1010298105944.751
58,0.0015062371171847195,59.22567788777889,22.573038381779995,3.1257278625164617,837944994050.7859
59,0.0015783446822508348,59.22567788777889,22.573038381779995,3.1257278625164617,694994684096.2821
