ma_GeV,ctau_20fb-1,ctau_50ab-1
0.15,17.53091781839181,17.53091781839181
0.15240483892611428,17.02815101258192,17.02815101258192
0.15484823285396557,16.567200119435622,16.567200119435622
0.15733079990734708,16.148098351441885,16.148098351441885
0.15985316811997297,15.770748932050143,15.770748932050143
0.16241597559435697,15.434913420666224,15.434913420666224
0.16501987066323792,15.14019927791972,15.14019927791972
0.16766551205359323,14.886046627685069,14.886046627685069
0.1703535690532823,14.671714170001072,14.671714170001072
0.17308472168036118,14.496264196574868,14.496264196574868
0.17585966085511176,14.358546657970201,14.358546657970201
0.17867908857482928,14.257182228859964,14.257182228859964
0.18154371809141173,14.190544314862855,14.190544314862855
0.18445427409179668,14.15673994147594,14.15673994147594
0.18741149288129072,14.153589462451896,14.153589462451896
0.19041612256983817,14.178605021643893,14.178605021643893
0.19346892326127613,14.228967698843874,14.228967698843874
0.19657066724562366,14.30150326646313,14.30150326646313
0.1997221391944539,14.392656480038356,14.392656480038356
0.20292413635939818,14.498463821482122,14.498463821482122
0.2061774687738328,14.614524609724096,14.614524609724096
0.20948295945779968,14.735970388898009,14.735970388898009
0.21284144462621124,14.857432499507627,14.857432499507627
0.21625377390039463,14.973008636426908,14.973008636426908
0.21972081052302653,15.07786818268494,15.07786818268494
0.22324343157651422,15.17187889618029,15.17187889618029
0.22682252820487775,15.255934526081008,15.255934526081008
0.23045900583918938,15.331049631717697,15.331049631717697
0.23415378442662724,15.398368478513667,15.398368478513667
0.2379077986632014,15.459174473368643,15.459174473368643
0.24172199823021087,15.514900169372162,15.514900169372162
0.2455973480344918,15.567137871298527,15.567137871298527
0.24953482845251707,15.617650874991567,15.617650874991567
0.2535354355784094,15.668385375488777,15.668385375488777
0.25760018147593144,15.721483080564862,15.721483080564862
0.2617300944345143,15.77915988882246,15.77915988882246
0.26592621922939214,15.842038255214751,15.842038255214751
0.2701896173859071,15.909492782625467,15.909492782625467
0.2745213674480508,15.98079623982662,15.98079623982662
0.27892256525131204,16.05513909687711,16.05513909687711
0.28339432419989874,16.131623734851004,16.131623734851004
0.28793777554840383,16.20925831131508,16.20925831131508
0.29255406868798756,16.286950262685057,16.286950262685057
0.2972443714371475,16.36349942360057,16.36349942360057
0.30200987033715027,16.437590742418923,16.437590742418923
0.30685177095220034,16.507786570834508,16.507786570834508
0.31177129817441995,16.572517804321926,16.572517804321926
0.31676969653372017,16.6298764302275,16.6298764302275
0.32184823051263817,16.677304156053093,16.677304156053093
0.32700818486622346,16.711945582980434,16.711945582980434
0.3322508649470519,16.732111914429137,16.732111914429137
0.3375775970354506,16.742621238524706,16.742621238524706
0.3429897286750171,16.750746164293478,16.750746164293478
0.34848862901351746,16.764494881472448,16.764494881472448
0.35407568914925014,16.792661318939903,16.792661318939903
0.3597523224829625,16.844878404179074,16.844878404179074
0.3655199650754095,16.931674439765022,16.931674439765022
0.37138007601064466,17.063187251621326,17.063187251621326
0.37733413776513586,17.23568110991139,17.23568110991139
0.38338365658279827,17.435756746167076,17.435756746167076
0.38953016285604053,17.648465427271063,2.499799224331551
0.3957752115129195,17.8573299134427,2.5106987628231248
0.402120382410502,18.04423986512928,2.521645825107079
0.4085672807345336,18.194242379070406,2.5326406183950168
0.41511753740551405,18.308886103128604,2.543683350802017
0.4217728094912839,18.394059258704512,2.5547742313505766
0.42853478062622535,18.456328233612027,2.565913469974564
0.43540516143718394,18.50298565596328,2.577101277523194
0.44238568997621874,18.54210133716991,2.58833786576502
0.44947813216029026,18.58257624167021,2.5996234473919393
0.4566842822179983,18.63325348711106,2.6109582360232237
0.4640059631434809,18.696021517065784,2.622342446209559
0.4714450271575915,18.76906041203259,2.6337762934371067
0.4790033561764688,18.850314110676173,2.6452599941315853
0.48668286228761914,18.93749864521887,2.656793765662364
0.4944854882336323,19.02808616736156,2.668377826346579
0.5024132079036514,19.119288025717147,2.680012395453266
0.5104680268327223,19.208123976430898,2.6916976932075087
0.5186519827091495,19.293303897406084,2.703433940794609
0.526967145889985,19.37540770866325,2.715221360364274
0.5354156199247821,19.455169739254547,2.7270601750348193
0.5439995420877469,19.53340673444203,2.7389506088973947
0.5527210839184199,19.61102367493051,2.7508928870202225
0.5615824517710272,19.68901994300812,2.7628872354528617
0.5705858873726384,19.76849231932481,2.7749338812304845
0.579733668390273,19.850171917944387,2.7870330523781726
0.5890281090070992,19.93389752495588,2.7991849779152354
0.598471560507871,20.019371910387683,2.8113898878595456
0.6080664118737489,20.106265119131933,2.823648013231891
0.6178150903866597,20.19421219745055,2.8359595860603477
0.627720062243344,20.2828107852038,2.848324839384673
0.6377838331792485,20.371618566468044,2.860744007260718
0.6480089491024207,20.46015057082562,2.873217324764853
0.6583979967375667,20.547876317206846,2.8857450279984227
0.6689536042804344,20.63421679173995,2.8983273540922103
0.679678442062688,20.718590338110314,2.9109645412109306
0.6905752232274418,20.800805653371224,2.9236568285577356
0.7016467044156246,20.880894433046702,2.9364044563787424
0.7128956864633478,20.958901829862874,2.949207665967579
0.7243250151104546,21.03488559590903,2.9620666996699576
0.7359375817204274,21.10891712366652,2.974981800888255
0.7477363240118388,21.181082553093148,2.9879532140861227
0.7597242268015272,21.251483948504696,3.000981184793116
0.7719043227596897,21.320240226563563,3.0140659596093364
0.7842796931770789,21.387485051108932,3.027207786210106
0.7968534687445002,21.45336919884283,3.0404069133506524
0.8096288303448066,21.51806416351629,3.053663590870814
0.8226090098575903,21.581763736030872,3.066978069699774
0.835797290976776,21.6446856437073,3.0803506018608107
0.8491970100413216,21.707073289030866,3.093781440476061
0.8628115568792365,21.76919759338659,3.10727083977132
0.8766443756651328,21.83135895158825,3.120819055080847
0.8906989657915239,21.893889303310996,3.134426342852203
0.9049788827540918,21.9572496996412,3.148092960651101
0.919487739051148,22.02235161312095,3.1618191671662843
0.9342292050975147,22.09030185438593,3.175605222214422
0.9492070101530568,22.16231143151817,3.1894513867450254
0.9644249432661008,22.23970253555324,3.203357922845391
0.97988685423198,22.323915933146708,3.217325093745557
0.9955966545669448,22.416518788311794,3.2313531638232904
1.0115583184976897,22.519212936460065,3.245442398609088
1.0277758839667428,22.63340691415363,3.2595930647912033
