ma_GeV,cl,ctau
4.928425357873209,26437.348249830306,26282.90802231411
5.0920245398773005,22169.97048963634,22069.99933120638
5.255623721881392,19535.598866630844,19470.238369661733
5.419222903885483,97362.51162879528,97136.46204977982
5.582822085889568,20662.184281350626,20632.954282322753
5.746421267893659,18113.274642131833,18102.28799974855
5.91002044989775,15913.99633908238,15915.858540358882
6.073619631901842,14112.65771786852,14123.493126641752
6.237218813905933,12442.027995603288,12458.891899367405
6.4008179959100175,11316.384169893849,11337.748456874251
6.564417177914109,10775.76796557906,10801.328603255242
6.7280163599182,10195.070585394968,10223.754616207238
6.891615541922292,9726.315378878766,9757.606659148812
7.055214723926383,9217.2454444497,9250.309378971973
7.2188139059304675,8740.640800695004,8774.966349358829
7.382413087934559,8355.555747484346,8390.984158463432
7.54601226993865,7932.210610275454,7968.134285860509
7.709611451942742,7590.073652644947,7626.473282267194
7.873210633946833,6693.799348079302,6727.554460576251
8.036809815950917,6905.803327467864,6942.209585428796
8.200408997955009,6517.138274567999,6552.8820999239615
8.3640081799591,6016.05438990337,6050.240303261974
8.527607361963192,5984.616986662426,6019.72691620041
8.691206543967283,5736.871938306141,5771.513945744794
8.854805725971367,5459.622068586653,5493.4653880805545
9.01840490797546,5235.543561664652,5268.782392132336
9.18200408997955,4984.159583926764,5016.501105462391
9.34560327198364,4889.077097512821,4921.443340312915
9.509202453987731,4941.513663777075,4974.834894114119
9.672801635991815,4995.056208472452,5029.314831142837
9.836400817995909,5049.666739912375,5084.846883082703
10.0,5067.409529946743,5103.228963983941
10.163599182004091,5123.63812417644,5160.345216695929
10.327198364008185,5180.837236954425,5218.4204468779235
10.490797546012269,5238.983450453855,5277.432393064623
10.65439672801636,5298.055984059311,5337.361330310434
10.81799591002045,5358.03641463334,5398.189801655384
10.98159509202454,5378.6782587595435,5419.367869525503
11.145194274028633,5439.969023562908,5481.4863464739055
11.308793456032715,5420.725255879462,5462.438103449768
11.472392638036808,5442.084741378284,5484.286526108014
11.6359918200409,5463.641019111025,5506.317776252769
11.799591002044991,5485.37583838226,5528.514386388721
11.963190184049084,5466.38627765039,5509.650560777149
12.126789366053169,5488.265716331454,5531.964296522801
12.290388548057258,5510.276523048983,5554.398316650303
12.45398773006135,5532.405821004881,5576.940316810385
12.61758691206544,5554.641756453602,5599.578975520314
12.781186094069533,5535.569754056505,5580.563678046491
12.944785276073617,5557.820621941667,5603.195912059271
13.108384458077708,5580.147271032553,5625.8954010584275
13.2719836400818,5602.541179379101,5648.654023255253
13.435582822085893,5583.234306714973,5629.359119325355
13.599182004089982,5605.572614142634,5652.0443931166055
13.762781186094069,5627.955939917137,5674.767666079512
13.926380368098158,5650.378086917504,5697.523047782643
14.08997955010225,5758.011324087356,5806.1958875918
14.25357873210634,5867.631508619009,5916.869926102477
14.417177914110432,6023.991643452923,6074.674805445328
14.580777096114517,6138.528762912181,6190.303480802174
14.744376278118608,6208.723957817479,6261.213095430857
14.9079754601227,6326.605652388137,6380.209295512354
15.07157464212679,6494.852684365853,6549.996293142458
15.235173824130882,6767.589516101701,6825.161470589252
15.398773006134968,6895.781005190162,6954.551986308332
15.562372188139058,7078.846207819652,7139.282584194811
15.72597137014315,7212.709103706733,7274.3894947783365
15.88957055214724,7403.952771951485,7467.366548376727
16.053169734151332,7487.7147387362775,7551.939298497452
16.216768916155416,7516.082045500744,7580.63821780091
16.380368098159508,7544.430469672763,7609.313558920823
16.5439672801636,7572.757624764468,7637.963095034804
16.70756646216769,7601.061293469003,7666.58476091061
16.871165644171782,7629.339416144031,7695.176641844455
17.034764826175866,7657.590080157345,7723.736963429363
17.198364008179958,7685.811510024008,7752.264082084554
17.36196319018405,7714.002058268165,7780.7564762823185
17.52556237218814,7742.16019695041,7809.212738415155
17.689161554192232,7770.284509806896,7837.6315672513565
17.852760736196316,7856.702127333715,7924.846106696093
18.016359918200408,7884.964773385179,7953.398530459221
18.1799591002045,7913.189664134717,7981.909882984222
18.34355828220859,7941.375754246847,8010.379216253037
18.50715746421268,7969.522078950145,8038.8056587752235
18.670756646216773,7997.627748914028,8067.188410676697
18.834355828220858,8025.691945473666,8095.52673912357
18.99795501022495,8053.713916176965,8123.819974055625
19.16155419222904,8081.692970630535,8152.067504206765
19.32515337423313,8109.628476620772,8180.2687733905595
19.488752556237223,8137.5198564915,8208.423277032009
19.652351738241308,8165.366583758565,8236.53055892715
19.8159509202454,8193.16817994463,8264.590208214377
19.97955010224949,8220.924211618507,8292.601856542045
20.14314928425358,8248.63428762425,8320.565175418642
20.306748466257677,8276.298056486845,8348.479873732524
20.470347648261765,8303.91520398211,8376.345695429309
20.633946830265856,8331.485450859447,8404.16241733622
20.797546012269933,8359.00855070703,8431.92984712301
20.961145194274025,8386.484287949566,8459.64782139028
21.12474437627812,8413.91247596947,8487.316203876426
21.288343558282207,8441.29295534393,8514.934883775386
21.4519427402863,8468.62559218904,8542.503774157696
21.61554192229039,8495.910276605016,8570.022810487966
21.77914110429448,8586.896352079188,8661.797448561678
