ma_GeV,gl,gtau
2.616685207550594e-05,2.7728428917691266e-11,9.692657327621606e-08
6.224189982129904e-05,1.7822941709896574e-11,6.234572562504152e-08
0.00012167660975974116,1.2642561647353179e-11,4.4332569760447905e-08
0.00030397665852173466,7.830006614174733e-12,2.7949528450876174e-08
0.0006772815277441413,4.755394933705433e-12,1.8713648141465294e-08
0.0012401982787468464,2.1896191098819116e-12,1.38514880201266e-08
0.002718438589790119,2.8591272621997777e-12,9.462178948708452e-09
0.0064662261202773465,5.687170764071301e-12,6.086298525252295e-09
0.01394372144425787,1.2013853065132778e-11,4.1576392049693346e-09
0.024310775710207098,2.2141516884830917e-11,3.139730683854157e-09
0.03718897437099754,3.8420423170605e-11,2.5690823645428442e-09
0.05073707702363958,6.426653664297754e-11,2.3238840842164035e-09
0.06590751106716998,1.0305708009312218e-10,2.1020655430810033e-09
0.07889353574362021,1.426389834170939e-10,1.979241356887169e-09
0.08845972035830856,1.6477088080167104e-10,1.901359785429495e-09
0.09918584649697276,1.7238982698464323e-10,1.8265288852427024e-09
0.11121256211835889,1.6587175215599584e-10,1.790174756256655e-09
0.12068597537901747,1.538131396671198e-10,1.75455500784425e-09
0.13312522507005808,1.4362744036798008e-10,1.789997552923827e-09
0.1432890547570672,1.3894722213145576e-10,1.8631656855777302e-09
0.1567711962247804,1.3715507232841073e-10,2.018655399738336e-09
0.172929793344941,1.3348831029277822e-10,2.1870695359560166e-09
0.18311414499634152,1.3509746017723178e-10,2.369608823239099e-09
0.19389828351241858,1.355471113290585e-10,2.5673624578426397e-09
0.20364593225155805,1.3558576563282569e-10,2.781629226061344e-09
0.21388361449806345,1.2960767186806087e-10,3.013755930153682e-09
0.2246359652018349,1.2735604886946834e-10,3.3313799396779578e-09
0.2321028500882581,1.314442490299151e-10,3.6094409426591246e-09
0.24377111766149212,1.4173734478626186e-10,4.070615454961028e-09
0.2518740537722698,1.572178539149005e-10,4.590844341511404e-09
0.2602463309528373,1.6886169751081493e-10,4.973948274733075e-09
0.26889690208285694,1.9777075948670207e-10,5.839166073038437e-09
0.27783501763512286,2.3284029165663235e-10,6.854848975181783e-09
0.2847330431885223,2.6393059456791564e-10,7.730924763256745e-09
0.2894266124716752,3.2401926659868625e-10,9.447518572039861e-09
0.29180233137447503,3.8140833176611186e-10,1.1091570452708337e-08
0.2894266124716752,4.649061162686921e-10,1.3555395065884641e-08
0.2847330431885223,5.433486424143872e-10,1.591550036705733e-08
0.27783501763512286,6.22138965776573e-10,1.831585341880291e-08
0.26889690208285694,7.139262827502866e-10,2.1078617181354466e-08
0.2602463309528373,7.911573335696445e-10,2.3304134166358953e-08
0.2518740537722698,9.184433761188325e-10,2.681903149839495e-08
0.2321028500882581,1.242657214735592e-09,3.412319566401569e-08
0.21740929438381226,1.5794607464567967e-09,3.8491747416233036e-08
0.20364593225155805,2.2030050443462762e-09,4.519606603180605e-08
0.1907538766461037,3.1071059677701027e-09,5.750043418594329e-08
0.17867796843871755,3.810331090176609e-09,6.485922965226639e-08
0.16198226060027135,5.201531842816499e-09,7.927303741216331e-08
0.14926723807389433,6.928982928980029e-09,9.688695434771259e-08
0.12267537562776645,1.3028533404107597e-08,1.506471814060945e-07
0.10763478873493719,1.8744526800973798e-08,1.9949868734169643e-07
0.08702518805070801,2.6851923334942122e-08,3.164613527897565e-07
0.06073400944562793,2.8822673599481773e-08,7.059662116408723e-07
0.04830851290056042,2.91133327104682e-08,1.1656410245062136e-06
0.036585888751852,3.1486586754327696e-08,2.170739221418236e-06
0.0281646359500544,3.451385000660571e-08,3.806400378379898e-06
0.015892178411161233,4.581106404954617e-08,1.2938314138863745e-05
0.009573375390206279,6.272192558588585e-08,3.821749856384308e-05
0.008608178076158102,6.831743080860032e-08,4.861743200208343e-05
