ma_GeV,cl,ctau
46.87966029216295,9236.610272206766,9311.899406660608
47.72615822190868,9558.381241247842,9636.108012533163
48.587941218581065,9891.661945192951,9971.906372795193
49.46528528199384,10236.873737313048,10319.71857059928
50.35847139564172,10594.453805801331,10679.984621148671
51.267785616689885,10828.12679984254,10915.330956556663
52.19351916758832,11207.03684282556,11297.071283663136
53.1359685293405,11599.556149930708,11692.51437160157
54.095435536456186,12006.185316591089,12102.164028647516
55.07222747361874,12427.443860484744,12526.543100716732
56.06665717409798,12863.870960630367,12966.194214837637
57.079043119940096,13316.02622664598,13421.680552974794
58.10970954396652,13784.490499505619,13893.586657525617
59.15898653361478,14091.925044902253,14203.172880297312
60.22721013665425,14772.78062234259,14889.10820340779
61.31472246881086,15293.881986472526,15414.007252646226
