ma_GeV,gl,gtau
6.760829753919819e-05,2.4778069221673874e-09,8.668857667803359e-06
6.918309709189367e-05,2.477686099126824e-09,8.668852773527719e-06
7.07945784384138e-05,2.477559617679496e-09,8.668848507861667e-06
7.244359600749905e-05,2.4774272114387537e-09,8.668846493967307e-06
7.413102413009178e-05,2.4772886002002515e-09,8.668833858488073e-06
7.585775750291839e-05,2.4771434933859816e-09,8.668832417532767e-06
7.762471166286919e-05,2.476991582607297e-09,8.668817086624488e-06
7.94328234724282e-05,2.4768325494562077e-09,8.66881428962356e-06
8.128305161640996e-05,2.4766660562108388e-09,8.668804162627085e-06
8.317637711026708e-05,2.476491751724568e-09,8.668795295320973e-06
8.511380382023764e-05,2.4763092674032968e-09,8.668787602844745e-06
8.709635899560806e-05,2.476118216979135e-09,8.668780517990438e-06
8.912509381337456e-05,2.4759181955556406e-09,8.66876781536912e-06
9.120108393559096e-05,2.4757087806192827e-09,8.668764606978508e-06
9.332543007969911e-05,2.475489526825945e-09,8.668751934948447e-06
9.54992586021436e-05,2.4752599702111007e-09,8.668743710811355e-06
9.772372209558107e-05,2.4750196233643602e-09,8.668735476753675e-06
0.0001,2.4747679756460073e-09,8.668724452055376e-06
0.00010232929922807547,2.474504493000136e-09,8.668717807009887e-06
0.00010471285480508996,2.474228614227747e-09,8.66870381402455e-06
0.00010715193052376071,2.4739397532960692e-09,8.668694079901869e-06
0.00010964781961431851,2.4736372953585867e-09,8.668689800302748e-06
0.00011220184543019631,2.4733205944598727e-09,8.668672441223363e-06
0.0001148153621496883,2.472988977306083e-09,8.668666454315912e-06
0.00011748975549395292,2.4726417349545177e-09,8.668654970987437e-06
0.00012022644346174132,2.472278126356367e-09,8.668644454237036e-06
0.00012302687708123813,2.4718973738527287e-09,8.66862765317016e-06
0.00012589254117941677,2.4714986639153616e-09,8.66861577136995e-06
0.00012882495516931337,2.471081142907269e-09,8.668608596785185e-06
0.00013182567385564074,2.4706439149520296e-09,8.668591106314858e-06
0.00013489628825916533,2.470186043533859e-09,8.668578474585207e-06
0.00013803842646028852,2.4697065453185708e-09,8.668567166457868e-06
0.0001412537544622754,2.46920438950903e-09,8.668553242051054e-06
0.0001445439770745928,2.4686784959702173e-09,8.6685384785609e-06
0.0001479108388168207,2.468127732381076e-09,8.668526596106221e-06
0.00015135612484362088,2.4675509107494136e-09,8.668511654219092e-06
0.0001548816618912481,2.4669467861916745e-09,8.668496951681738e-06
0.00015848931924611145,2.4663140527778665e-09,8.668480149627598e-06
0.00016218100973589298,2.4656513417150343e-09,8.668467166545871e-06
0.00016595869074375615,2.464957216183783e-09,8.668448800151008e-06
0.00016982436524617443,2.4642301706382096e-09,8.66843405862203e-06
0.00017378008287493763,2.4634686246742227e-09,8.66841766167525e-06
0.0001778279410038923,2.462670920936032e-09,8.668400821111867e-06
0.00018197008586099843,2.461835320493836e-09,8.668383775973544e-06
0.00018620871366628676,2.4609599987904156e-09,8.66836601135028e-06
0.00019054607179632484,2.460043041262779e-09,8.668348023902226e-06
0.00019498445997580453,2.4590824385385425e-09,8.668328868965943e-06
0.0001995262314968881,2.458076081790549e-09,8.668309449563849e-06
0.00020417379446695298,2.4570217573072205e-09,8.66829022158738e-06
0.00020892961308540385,2.4559171409922867e-09,8.668270789216468e-06
0.00021379620895022324,2.454759792594255e-09,8.668250890130796e-06
0.0002187761623949552,2.45354714955466e-09,8.668230069054181e-06
0.00022387211385683402,2.4522765204958612e-09,8.66820823560099e-06
0.00022908676527677726,2.4509450783546068e-09,8.66818614981898e-06
0.0002344228815319923,2.449549852997804e-09,8.668164511417156e-06
0.00023988329190194896,2.448087723171669e-09,8.668140806873725e-06
0.0002454708915685031,2.4465554089839384e-09,8.668118274748028e-06
0.000251188643150958,2.444949462174795e-09,8.668094126720928e-06
0.0002570395782768864,2.443266257621903e-09,8.668069614276204e-06
0.0002630267991895381,2.441501982965401e-09,8.668044450866208e-06
0.0002691534803926917,2.4396526282094487e-09,8.668018734136506e-06
0.0002754228703338166,2.437713974468372e-09,8.66799278334143e-06
0.0002818382931264455,2.4356815818579982e-09,8.667965704508629e-06
0.0002884031503126605,2.4335507769049825e-09,8.667938134115822e-06
0.0002951209226666387,2.4313166386936016e-09,8.667910163973233e-06
0.00030199517204020164,2.4289739842970673e-09,8.66788165259435e-06
0.00030902954325135926,2.42651735310648e-09,8.667852730797912e-06
0.00031622776601683805,2.4239409899632338e-09,8.667822244426978e-06
0.0003235936569296285,2.421238827434349e-09,8.667791904340412e-06
0.0003311311214825911,2.4184044659937907e-09,8.667760282420101e-06
0.00033884415613920284,2.4154311536063505e-09,8.667727942377663e-06
0.0003467368504525317,2.412311763068536e-09,8.667694829350493e-06
0.0003548133892335757,2.409038767910318e-09,8.66766170891161e-06
0.0003630780547701014,2.405604215969481e-09,8.667626605641233e-06
0.0003715352290971724,2.4019997015554198e-09,8.667591362725893e-06
0.0003801893963205612,2.3982163342874798e-09,8.667555485859357e-06
0.0003890451449942805,2.3942447059018336e-09,8.667518353728434e-06
0.0003981071705534973,2.3900748540513686e-09,8.667480511193487e-06
0.00040738027780411266,2.3856962225748216e-09,8.667441724266314e-06
0.00041686938347033556,2.381097618318149e-09,8.667402115543856e-06
0.0004265795188015926,2.376267163686944e-09,8.667361384729525e-06
0.0004365158322401661,2.3711922447335287e-09,8.66732021453716e-06
0.00044668359215096305,2.3658594536540887e-09,8.667277544447633e-06
0.0004570881896148752,2.360254525883132e-09,8.667234381677095e-06
0.0004677351412871981,2.3543622697800635e-09,8.667189624485046e-06
0.0004786300923226386,2.3481664892547922e-09,8.667144265320744e-06
0.0004897788193684461,2.3416498969281193e-09,8.667097526249026e-06
0.0005011872336272725,2.3347940176107977e-09,8.667049853773796e-06
0.0005128613839913648,2.3275790796347596e-09,8.667001070805564e-06
0.0005248074602497729,2.3199838926956053e-09,8.666951380233498e-06
0.0005370317963702526,2.311985709534077e-09,8.666900291521783e-06
0.0005495408738576249,2.303560068997991e-09,8.666848191519299e-06
0.0005623413251903491,2.2946806166636523e-09,8.666794586403645e-06
0.0005754399373371574,2.285318899290468e-09,8.666739892137502e-06
0.000588843655355589,2.2754441274498743e-09,8.666684000728725e-06
0.0006025595860743581,2.2650229001908064e-09,8.666626584161109e-06
0.0006165950018614822,2.2540188835090424e-09,8.666568170453263e-06
0.0006309573444801936,2.24239243197671e-09,8.66650812354399e-06
0.0006456542290346557,2.230100140689312e-09,8.666446713141961e-06
0.0006606934480075957,2.2170943097225427e-09,8.666383850848025e-06
0.000676082975391982,2.2033222987109913e-09,8.666319728449977e-06
0.0006918309709189363,2.188725741032624e-09,8.666253957211619e-06
0.0007079457843841381,2.173239576915953e-09,8.666186712422809e-06
0.0007244359600749899,2.1567908490296835e-09,8.666117817421371e-06
0.0007413102413009178,2.1392971822862152e-09,8.666047423966816e-06
0.0007585775750291835,2.1206648357327035e-09,8.665975355940581e-06
0.0007762471166286918,2.1007861634265812e-09,8.665901509246823e-06
0.0007943282347242813,2.0795362399328017e-09,8.66582605201787e-06
0.0008128305161640996,2.0567682739297164e-09,8.665748813248171e-06
0.0008317637711026708,2.03230720954395e-09,8.665669796071275e-06
0.0008511380382023769,2.0059405179717974e-09,8.665588955084157e-06
0.0008709635899560804,1.9774044407804298e-09,8.665506220872821e-06
0.0008912509381337459,1.9463624687077866e-09,8.665421522471903e-06
0.0009120108393559096,1.9123696473085797e-09,8.66533483266233e-06
0.0009332543007969914,1.8748086423354864e-09,8.665246147572473e-06
0.0009549925860214361,1.832762323969497e-09,8.665155442585186e-06
0.0009772372209558113,1.7847155335274387e-09,8.66506265415252e-06
0.001,1.7276287452988521e-09,8.664967611496418e-06
0.0010232929922807548,1.6495387019486556e-09,8.66487044275243e-06
0.0010471285480508996,1.558817249914605e-09,8.66477099934946e-06
0.0010715193052376073,1.4955348355916887e-09,8.664669181459698e-06
0.0010964781961431851,1.450609376715195e-09,8.664565043411344e-06
0.0011220184543019643,1.4187389876336874e-09,8.664458463628232e-06
0.0011481536214968829,1.3966025486397345e-09,8.664349427257667e-06
0.0011748975549395304,1.382006247770927e-09,8.664237860755938e-06
0.0012022644346174132,1.3734398966393638e-09,8.664123693455977e-06
0.0012302687708123812,1.3698293175789055e-09,8.664006855792674e-06
0.0012589254117941675,1.370390103876174e-09,8.663887315421612e-06
0.0012882495516931337,1.3745371561773488e-09,8.663764988883397e-06
0.0013182567385564073,1.3818265184030914e-09,8.663639810886022e-06
0.0013489628825916532,1.3919167375772461e-09,8.663511728163223e-06
0.0013803842646028853,1.4045424638790054e-09,8.663380670810547e-06
0.001412537544622754,1.4194959698409637e-09,8.663246575558928e-06
0.001445439770745928,1.4366139355324087e-09,8.663109353108415e-06
0.0014791083881682072,1.4557678210141148e-09,8.662968927709233e-06
0.0015135612484362085,1.4768567354057826e-09,8.662825267200915e-06
0.0015488166189124813,1.499802077100854e-09,8.662678241060362e-06
0.001584893192461114,1.5245434523337185e-09,8.662527805007251e-06
0.0016218100973589297,1.5510355309242048e-09,8.662373885054072e-06
0.0016595869074375615,1.57924559894987e-09,8.662216375519642e-06
0.0016982436524617445,1.6091516364918845e-09,8.662055204039981e-06
0.0017378008287493765,1.6407407957669408e-09,8.66189029506084e-06
0.0017782794100389228,1.6740081880056046e-09,8.661721539261941e-06
0.0018197008586099846,1.708955910908784e-09,8.661548870750381e-06
0.0018620871366628682,1.745592265409348e-09,8.661372196694325e-06
0.0019054607179632482,1.7839311227909093e-09,8.661191411587512e-06
0.0019498445997580454,1.82399141229089e-09,8.661006432441553e-06
0.0019952623149688807,1.8657967060750184e-09,8.660817154933698e-06
0.0020417379446695293,1.9093748835649406e-09,8.660623462061485e-06
0.002089296130854041,1.9547578609613666e-09,8.660425307164045e-06
0.0021379620895022326,2.0019813747553747e-09,8.660222520064497e-06
0.0021877616239495516,2.0510848103295674e-09,8.660015028385646e-06
0.00223872113856834,2.1021110684962803e-09,8.659802723960173e-06
0.0022908676527677724,2.155106464243227e-09,8.659585493363054e-06
0.002344228815319923,2.2101206530412904e-09,8.659363207059863e-06
0.0023988329190194903,2.267206580951557e-09,8.659135770868252e-06
0.002454708915685031,2.3264204554625077e-09,8.658903048506263e-06
0.00251188643150958,2.38782173456105e-09,8.6586649249586e-06
0.002570395782768865,2.45147313198824e-09,8.658421276998e-06
0.0026302679918953817,2.517440637009247e-09,8.658171970279199e-06
0.002691534803926917,2.585793547330127e-09,8.657916874019127e-06
0.0027542287033381664,2.6566045140454593e-09,8.657655864691304e-06
0.0028183829312644552,2.729949597709997e-09,8.657388795035409e-06
0.0028840315031266055,2.8059083348044607e-09,8.657115534311888e-06
0.0029512092266663873,2.8845638140081823e-09,8.656835923897478e-06
0.0030199517204020166,2.966002761821152e-09,8.656549834199988e-06
0.003090295432513592,3.050315637177985e-09,8.656257111099746e-06
0.00316227766016838,3.137596734793822e-09,8.655957591452414e-06
0.0032359365692962846,3.2280455221416547e-09,8.655922562079249e-06
0.0033113112148259113,3.321674065147894e-09,8.655893736477899e-06
0.0033884415613920278,3.4185898795378544e-09,8.655871588009164e-06
0.0034673685045253167,3.518904902162896e-09,8.655856621369744e-06
0.0035481338923357567,3.6227356440373592e-09,8.65584936643062e-06
0.0036307805477010144,3.7302033525479426e-09,8.655850381082374e-06
0.0037153522909717284,3.84143418302873e-09,8.655860255905769e-06
0.003801893963205613,3.956559379939216e-09,8.655879619527591e-06
0.0038904514499428053,4.075715467925049e-09,8.655909113904448e-06
0.0039810717055349725,4.199044453080583e-09,8.655949453189481e-06
0.004073802778041127,4.326694034776722e-09,8.65600135335596e-06
0.004168693834703355,4.458817828452167e-09,8.65606558581005e-06
0.004265795188015926,4.595575599812225e-09,8.656142970097034e-06
0.004365158322401661,4.737133510918635e-09,8.656234360469909e-06
0.0044668359215096305,4.883664378694628e-09,8.65634065468737e-06
0.004570881896148753,5.0353479464153576e-09,8.656462808887981e-06
0.004677351412871981,5.1923711687998635e-09,8.65660182387114e-06
0.0047863009232263845,5.354928511365128e-09,8.656758755080094e-06
0.004897788193684462,5.523222264756008e-09,8.65693471164454e-06
0.0050118723362727255,5.697462874814366e-09,8.657130867591156e-06
0.005128613839913649,5.877871250047553e-09,8.657351338973902e-06
0.005248074602497728,6.064673841330165e-09,8.657595216947253e-06
0.005370317963702527,6.2581077947557785e-09,8.657863907596338e-06
0.005495408738576249,6.458419916101159e-09,8.658158900863397e-06
0.005623413251903492,6.66586709411745e-09,8.658481756698172e-06
0.005754399373371573,6.880716745543295e-09,8.658834124412584e-06
0.005888436553555891,7.103247283096404e-09,8.659217731568211e-06
0.0060255958607435805,7.333748607772222e-09,8.659634405839944e-06
0.006165950018614822,7.572522626894495e-09,8.660086063062786e-06
0.006309573444801936,7.81988379944387e-09,8.660574722754036e-06
0.006456542290346557,8.076164604905153e-09,8.661107755796889e-06
0.006606934480075965,8.3417029704129e-09,8.661683380214488e-06
0.00676082975391982,8.61685479582981e-09,8.66230402934336e-06
0.006918309709189364,8.901991046374666e-09,8.662972263239248e-06
0.007079457843841381,9.197498464226513e-09,8.663690773890708e-06
0.007244359600749898,9.503780319566366e-09,8.664462396860371e-06
0.0074131024130091785,9.8212572036196e-09,8.665290113519902e-06
0.007585775750291836,1.015036786644588e-08,8.666177061109148e-06
0.007762471166286921,1.0491570102445681e-08,8.667126542075668e-06
0.007943282347242814,1.0845341686782602e-08,8.668142027847876e-06
0.008128305161640996,1.121220812541067e-08,8.66924786474584e-06
0.008317637711026709,1.1592671730794888e-08,8.670432063511222e-06
0.00851138038202377,1.198727761270041e-08,8.671698999297121e-06
0.008709635899560806,1.239659533154629e-08,8.673053271788588e-06
0.00891250938133746,1.2821220162213293e-08,8.674499725918796e-06
0.009120108393559097,1.3261774435683489e-08,8.676043463251738e-06
0.009332543007969915,1.3718908964184335e-08,8.6776898505632e-06
0.009549925860214359,1.4193304555974643e-08,8.679444542708328e-06
0.009772372209558114,1.4685673626481102e-08,8.681313490965536e-06
0.01,1.5196761913015855e-08,8.683302962739245e-06
0.010232929922807535,1.5727306576191728e-08,8.685395413409315e-06
0.010471285480509008,1.6278155619001346e-08,8.687616252541908e-06
0.01071519305237607,1.685016414957437e-08,8.68997241382879e-06
0.010964781961431852,1.7444228415462448e-08,8.692471202184651e-06
0.011220184543019629,1.806128814210835e-08,8.69512030952078e-06
0.01148153621496884,1.8701601897211807e-08,8.697589672302731e-06
0.011748975549395304,1.936686087975147e-08,8.700217460002528e-06
0.012022644346174132,2.005814536452838e-08,8.703012404351502e-06
0.012302687708123811,2.077658975516746e-08,8.705983710215962e-06
0.012589254117941663,2.152338582688254e-08,8.70914108254928e-06
0.01288249551693135,2.2298639831941908e-08,8.712046872806352e-06
0.013182567385564073,2.310472103691121e-08,8.71515513473339e-06
0.013489628825916533,2.394300946661688e-08,8.718477386875592e-06
0.013803842646028842,2.4814957750154924e-08,8.722025789823399e-06
0.014125375446227556,2.5722095744539354e-08,8.72581318799693e-06
0.014454397707459281,2.666389606005853e-08,8.729152739865603e-06
0.014791083881682073,2.7643984597436085e-08,8.732740952777861e-06
0.015135612484362073,2.8664136673064223e-08,8.736592327346638e-06
0.01548816618912483,2.9726225743413756e-08,8.740722196484585e-06
0.01584893192461114,3.083223002966725e-08,8.745146776764074e-06
0.016218100973589295,3.198059232264422e-08,8.7488854207749e-06
