ma_GeV	ctau_ATLAS_pair	ctau_BelleII_proj
14.990549115926704	951.0283808506025	17.429653077839212
15.59776404184592	994.0860379818241	18.21877782033166
16.229575129213792	1040.919703612323	19.077106089749893
16.88697868285119	1092.0939989832711	20.01498579216291
17.571011364416712	1148.3039325446723	21.04515446139584
18.282751827121608	1210.4169748345028	22.18351037223902
19.023322416661287	1279.5331203710641	23.450213304597618
19.793890941045632	1357.0728345915036	24.871296361454743
20.59567251211899	1444.909650305875	26.481096085827097
21.42993146167382	1545.5770183511916	28.326043446619536
22.297983335179193	1662.6043304141388	30.47082218399522
23.201196966268512	1801.0899843659784	33.00887147173507
24.140996635257434	1968.739059722265	36.08140356553768
25.118864315095795	2177.8895364577816	39.91453864748367
