x, y
211.45695364238412, 2.1670945632790232e-8
212.25165562913907, 7.682387039893387e-9
211.8543046357616, 4.377451812785291e-9
214.03973509933775, 5.501207358870723e-9
214.43708609271522, 2.7717119330647292e-9
216.42384105960264, 3.4832506981141657e-9
216.2251655629139, 5.127712463425314e-9
216.6225165562914, 6.913447297558584e-9
216.82119205298014, 1.0728385021799548e-8
217.2185430463576, 1.5518141037378263e-8
218.01324503311258, 1.9847687969463493e-8
219.40397350993376, 2.5835313772135713e-8
220.39735099337747, 4.95058462311238e-8
221.98675496688742, 2.3249424853505905e-8
223.3774834437086, 9.654567525819042e-8
224.17218543046357, 5.0383702199396844e-8
225.76158940397352, 3.19019179629054e-8
226.75496688741723, 4.00916042860923e-8
228.1456953642384, 1.6943675820599155e-8
230.13245033112582, 1.1309284110571203e-8
231.9205298013245, 1.5793314451495208e-8
233.11258278145695, 3.671854775278267e-8
233.90728476821192, 2.7234192559377957e-8
234.7019867549669, 6.113072436739224e-8
236.2913907284768, 6.113072436739224e-8
236.49006622516555, 4.614473299618746e-8
237.68211920529802, 2.7717119330647292e-8
239.0728476821192, 2.0199634510465363e-8
239.66887417218544, 4.95058462311238e-8
240.46357615894038, 9.15866261942535e-8
242.05298013245033, 4.53407343320012e-8
242.25165562913907, 7.160804747669995e-8
244.03973509933775, 5.218638956603347e-8
244.63576158940398, 2.8208609537968458e-8
245.2317880794702, 6.444070830335388e-8
247.01986754966887, 3.1346077723689534e-8
248.41059602649005, 2.2446314218462872e-8
