ma_GeV,BR_gammagamma
0.1941097724230254,2.021773426728446e-06
0.19745649263721554,2.0516435576426307e-06
0.20080321285140568,1.992338178724359e-06
0.2041499330655957,1.5300773131295386e-06
0.20749665327978584,1.5526830161463957e-06
0.21084337349397597,1.5300773131295386e-06
0.214190093708166,1.3213537704138742e-06
0.21753681392235613,1.3213537704138742e-06
0.22088353413654627,1.3213537704138742e-06
0.2242302543507363,1.3021160183398452e-06
0.23092369477911645,1.7459757865869618e-06
0.23427041499330659,1.7205559103496559e-06
0.23761713520749672,1.7205559103496559e-06
0.25100401606425704,1.9065788765992478e-06
0.2543507362784472,1.9347470975726497e-06
0.2576974564926372,1.9347470975726497e-06
0.26104417670682734,1.9065788765992478e-06
0.26439089692101747,1.8788207602197757e-06
0.2677376171352075,1.485848473041126e-06
0.27108433734939763,1.485848473041126e-06
0.27443105756358777,1.485848473041126e-06
0.2777777777777778,1.1244895245394642e-06
0.2811244979919679,1.1244895245394642e-06
0.28447121820615795,1.1081179432360253e-06
0.2878179384203481,8.510132181991289e-07
0.2911646586345382,8.510132181991289e-07
0.29451137884872824,8.264135935802466e-07
0.2978580990629184,9.292934289180015e-07
0.3012048192771084,9.292934289180015e-07
0.3078982597054887,1.044980726041652e-06
0.3112449799196787,1.0760863779746338e-06
0.31459170013386883,1.0760863779746338e-06
0.31793842034805897,1.0760863779746338e-06
0.321285140562249,1.4011893098780728e-06
0.32463186077643913,1.4218907928277917e-06
0.32797858099062926,1.4218907928277917e-06
0.3346720214190094,1.9347470975726497e-06
0.33801874163319945,2.0516435576426307e-06
0.3413654618473896,1.9065788765992478e-06
0.3447121820615797,1.485848473041126e-06
0.34805890227576974,1.485848473041126e-06
0.3514056224899599,1.4642158223581928e-06
0.3547523427041499,1.1244895245394642e-06
0.35809906291834004,1.1244895245394642e-06
0.3614457831325302,1.091984717798538e-06
0.37148594377510047,1.044980726041652e-06
0.3748326639892905,1.060419504035768e-06
0.37817938420348063,1.044980726041652e-06
0.3848728246318608,1.1924306239055553e-06
0.3882195448460509,1.1924306239055553e-06
0.39156626506024095,1.1579618928625663e-06
0.3949129852744311,1.0297667231153716e-06
0.3982597054886212,1.0297667231153716e-06
0.40160642570281124,1e-06
0.4049531459170014,8.763450930327818e-07
0.41164658634538154,7.793270403223097e-07
0.4149933065595717,7.793270403223097e-07
0.4183400267737617,7.679807220826351e-07
0.42503346720214197,5.897943894905669e-07
0.428380187416332,5.985081431652515e-07
0.4317269076305221,5.812075004274505e-07
0.4384203480589023,5.093383410334457e-07
0.6291834002677377,6.829594276542171e-07
0.6325301204819278,6.93049622353293e-07
0.6358768406961177,6.93049622353293e-07
0.6392235609103079,6.93049622353293e-07
0.642570281124498,7.793270403223097e-07
0.6459170013386881,7.793270403223097e-07
0.6492637215528783,8.892924106247685e-07
0.6526104417670684,9.157637315804373e-07
0.6559571619812583,9.024310147706013e-07
0.6626506024096386,1.0147742227290617e-06
0.6659973226238287,1.0147742227290617e-06
0.6693440428380188,1.1750698797794813e-06
0.6726907630522088,1.1924306239055553e-06
0.6760374832663989,1.1924306239055553e-06
0.679384203480589,1.3408757453218545e-06
0.7028112449799198,1.4011893098780728e-06
0.7061579651941099,1.4011893098780728e-06
0.7095046854082998,1.4011893098780728e-06
0.7128514056224899,1.4011893098780728e-06
0.7161981258366801,1.4011893098780728e-06
0.7228915662650603,1.2460670191231272e-06
0.7362784471218207,1.1244895245394642e-06
0.7396251673360108,1.1244895245394642e-06
0.7429718875502007,1.1081179432360253e-06
0.7530120481927711,9.710937220564696e-07
0.7597054886211514,9.854408769969253e-07
0.7697456492637216,9.024310147706013e-07
0.7730923694779117,9.157637315804373e-07
0.7764390896921018,9.157637315804373e-07
0.7797858099062918,1.0297667231153716e-06
0.786479250334672,1.0147742227290617e-06
0.7898259705488622,1.1750698797794813e-06
0.7931726907630523,1.1924306239055553e-06
0.7965194109772424,1.1924306239055553e-06
0.8032128514056225,1.2831583510645615e-06
