ma_GeV,BR_BK*a
0.20866141732283466,5.386954204979245e-09
0.2125984251968504,7.214545142835638e-09
0.21653543307086617,7.596210917658567e-09
0.22047244094488191,7.861807180438683e-09
0.22440944881889766,7.596210917658567e-09
0.22834645669291342,6.7353196085033924e-09
0.23228346456692917,2.7561224424285898e-09
0.2362204724409449,2.0579406028697722e-09
0.24015748031496065,1.4345524050622104e-09
0.2440944881889764,1.563255087541228e-09
0.24803149606299213,2.5292110737030364e-09
0.25196850393700787,2.402132808683883e-09
0.25590551181102367,2.242571345558005e-09
0.2598425196850394,1.7330295587336438e-09
0.26377952755905515,1.017331955955616e-09
0.2677165354330709,1.1278174398833666e-09
0.27165354330708663,1.1874815363065976e-09
0.2755905511811024,1.1874815363065976e-09
0.2795275590551181,1.1278174398833666e-09
0.2834645669291339,1.2080629139919707e-09
0.28740157480314965,1.1473647220774008e-09
0.2913385826771654,1.1874815363065976e-09
0.29527559055118113,1.2719721777050766e-09
0.2992125984251969,1.2719721777050766e-09
0.3031496062992126,1.4345524050622104e-09
0.30708661417322836,1.563255087541228e-09
0.3110236220472441,1.563255087541228e-09
0.31496062992125984,1.563255087541228e-09
0.31889763779527563,1.563255087541228e-09
0.3228346456692914,1.484710538067842e-09
0.3267716535433071,1.703504493875598e-09
0.33070866141732286,1.793623739052824e-09
0.3346456692913386,1.793623739052824e-09
0.33858267716535434,1.703504493875598e-09
0.3425196850393701,1.64595482153967e-09
0.3464566929133859,1.64595482153967e-09
0.3503937007874016,1.250301998535245e-09
0.35433070866141736,1.2719721777050766e-09
0.3582677165354331,1.410112399069077e-09
0.36220472440944884,1.410112399069077e-09
0.3661417322834646,1.3392623861860794e-09
0.3700787401574803,1.3164458054677514e-09
0.37401574803149606,1.3164458054677514e-09
0.3779527559055118,1.1086031784226888e-09
0.3818897637795276,1.0897162641286918e-09
0.38582677165354334,1.0897162641286918e-09
0.3897637795275591,1.052902264420912e-09
0.3937007874015748,1.1086031784226888e-09
0.39763779527559057,1.3392623861860794e-09
0.4015748031496063,1.510443475720473e-09
0.40551181102362205,1.510443475720473e-09
0.40944881889763785,1.64595482153967e-09
0.4133858267716536,1.824710746699035e-09
0.4173228346456693,1.824710746699035e-09
0.42125984251968507,1.703504493875598e-09
0.4251968503937008,1.563255087541228e-09
0.42913385826771655,1.410112399069077e-09
0.4330708661417323,1.3860887695644125e-09
0.43700787401574803,1.563255087541228e-09
0.4409448818897638,1.563255087541228e-09
0.44488188976377957,1.563255087541228e-09
0.4488188976377953,1.410112399069077e-09
0.45275590551181105,1.250301998535245e-09
0.4566929133858268,1.29401794346583e-09
0.46062992125984253,1.29401794346583e-09
0.4645669291338583,1.29401794346583e-09
0.468503937007874,1.2080629139919707e-09
0.4724409448818898,1.1473647220774008e-09
0.47637795275590555,1.2290010072088928e-09
0.4803149606299213,1.3860887695644125e-09
0.48425196850393704,1.3164458054677514e-09
0.4881889763779528,1.1874815363065976e-09
0.4921259842519685,1.2080629139919707e-09
0.49606299212598426,1.29401794346583e-09
0.5,1.29401794346583e-09
0.5039370078740157,1.1473647220774008e-09
0.5078740157480315,1.052902264420912e-09
0.5118110236220472,9.497557691643753e-10
0.515748031496063,1.017331955955616e-09
0.5196850393700787,1.017331955955616e-09
0.5236220472440946,9.829633229801225e-10
0.5275590551181103,1.0897162641286918e-09
0.531496062992126,1.0897162641286918e-09
0.5354330708661418,1.1086031784226888e-09
0.5393700787401575,1.1086031784226888e-09
0.5433070866141733,1.052902264420912e-09
0.547244094488189,9.829633229801225e-10
0.5511811023622047,9.829633229801225e-10
0.5551181102362205,1.052902264420912e-09
0.5590551181102362,1.052902264420912e-09
0.562992125984252,1.017331955955616e-09
0.5669291338582677,1.0897162641286918e-09
0.5708661417322834,1.1473647220774008e-09
0.5748031496062992,1.3164458054677514e-09
0.5787401574803149,1.3164458054677514e-09
0.5826771653543308,1.510443475720473e-09
0.5866141732283465,1.510443475720473e-09
0.5905511811023623,1.510443475720473e-09
0.594488188976378,1.5366224155151078e-09
0.5984251968503937,1.5366224155151078e-09
0.6023622047244095,1.484710538067842e-09
0.6062992125984252,1.703504493875598e-09
0.610236220472441,1.410112399069077e-09
0.6141732283464567,1.410112399069077e-09
0.6181102362204725,1.510443475720473e-09
0.6220472440944882,1.510443475720473e-09
0.6259842519685039,1.510443475720473e-09
0.6299212598425197,1.703504493875598e-09
0.6338582677165354,1.703504493875598e-09
0.6377952755905512,1.7330295587336438e-09
0.6417322834645669,1.7330295587336438e-09
0.6456692913385826,1.703504493875598e-09
0.6496062992125985,1.3164458054677514e-09
0.6535433070866142,1.3164458054677514e-09
0.65748031496063,1.3164458054677514e-09
0.6614173228346457,1.250301998535245e-09
0.6653543307086615,1.1874815363065976e-09
0.6692913385826772,1.1473647220774008e-09
0.6732283464566929,1.1473647220774008e-09
0.6771653543307087,1.1874815363065976e-09
0.6811023622047244,1.1874815363065976e-09
0.6850393700787402,1.1874815363065976e-09
0.6889763779527559,1.250301998535245e-09
0.6929133858267716,1.250301998535245e-09
0.6968503937007874,1.2080629139919707e-09
0.7007874015748031,1.1086031784226888e-09
