ma_GeV,cl_g2e+cgg,cl_g2e-cgg,cl_g2mu+cgg,cl_g2mu-cgg,cl_g2tauBII+cgg,cl_g2tauBII-cgg,cl_g2tauATLAS+cgg,cl_g2tauATLAS-cgg
0.001,298.64602677003637,20.53920779166479,,,8.082268480512711,5.693528292684076,342.90161099644985,241.55594787806257
0.0010718913192051276,221.58862647416154,20.71190976981839,,,8.078862824253163,5.692344626085771,342.75712123831886,241.5057291573631
0.0011489510001873086,139.85159275084237,20.886124035198346,,,8.075461578130017,5.691162256481336,342.6128185864292,241.45556546345315
0.0012315506032928262,111.12181828106004,21.061360906756928,,,8.07206476513168,5.689981230813603,342.46870401609647,241.40545878794862
0.001320088400831418,95.41112117083927,21.237124391899382,,,8.068672413708963,5.688801600549138,342.3247787343862,241.35541131439086
0.0014149912974345759,85.23234009319769,21.412918477563707,,,8.065284558562333,5.687623422143956,342.18104421351455,241.3054254380057
0.0015167168884709225,76.94669361627709,21.497057847753034,,,8.061901241534686,5.686446757560254,342.0375022287254,241.25550378762668
0.0016257556664437934,71.79254659642744,21.677070115790716,,,8.058522512623156,5.685271674840015,341.8941549012174,241.2056492500305
0.0017426333860096508,67.73605076644662,21.85548122553086,,,8.05514843112495,5.684098248741839,341.7510047467579,241.15586499695604
0.0018679135990207828,64.46013988188295,22.031854560729112,,,8.051779066934149,5.682926561448268,341.6080547307017,241.10615451511316
0.0020022003718155844,61.7631481728515,22.205783597899003,,,8.04841450200833,5.681756703351521,341.4653083302143,241.05652163951902
0.0021461411978584036,59.50981103400675,22.37689653398354,,,8.045054832026208,5.680588773926579,341.3227696046,241.0069705905396
0.002300430119772917,57.605507683794855,22.544860114663614,,,8.041700168259927,5.679422882701475,341.18044327473575,240.95750601505577
0.002465811075822604,55.98174941938233,22.709382584264766,,,8.038350639688423,5.6782591503358,341.0383348127344,240.9081330322205
0.0026430814869741054,54.58753720238705,22.87021571218256,,,8.03500639538138,5.6770977098196305,340.89645054308704,240.85885728432478
0.002833096101839324,53.38397521683208,23.02715588569099,,,8.031667607186707,5.675938707806451,340.75479775668316,240.8096849933491
0.0030367711180354575,52.34078374341475,23.180044292251427,,,8.028334472758239,5.67478230609514,340.61338483926454,240.7606230238385
0.0032550885998350564,51.433967692684156,23.328766244699796,,,8.025007218964502,5.673628683277718,340.4722214160478,240.71167895281062
0.0034891012134067737,50.644214028664365,23.473249728737194,,,8.021686105724092,5.672478036571404,340.33131851444483,240.66286114748357
0.0037399373024787977,49.95576338655434,23.613463271542464,,,8.018371430318194,5.6713305838554975,340.1906887470283,240.61417885169305
0.004008806328898464,49.35559862521851,23.749413244787927,,,8.015063532236454,5.670186565935826,340.05034651712396,240.56564228196515
0.00429700470432084,48.83285029266787,23.88114072330099,,,8.011762798618514,5.669046249061916,339.91030824967584,240.51726273431055
0.004605922041145104,48.378353715287524,24.00871802062822,,,8.008469670360371,5.667909927724666,339.7705926503168,240.46905270291995
0.004937047852839003,47.98431405725622,24.1322450221034,,,8.005184648962024,5.666777927765254,339.63122099589,240.42102601206375
0.005291978735958442,47.387661149841556,24.28600719472443,,,8.001908304201127,5.6656506098291395,339.4922174600138,240.37319796263296
0.005672426068491977,47.153547953589225,24.39489596114366,,,7.998641282726134,5.664528373202511,339.35360947765884,240.3255854949059
0.006080224261649421,46.94905983189592,24.501536275375138,,,7.995384317672199,5.6634116600723035,339.2154281531154,240.27820736928527
0.00651733960488242,46.77294953728799,24.605835963401336,,,7.992138239413538,5.662300960255003,339.07770871617765,240.23108436692476
0.0069858797467852495,46.6237564643109,24.707762011274124,,,7.988903987577493,5.661196816443922,338.94049103185773,240.18423951235147
0.007488103857590023,46.499908854489945,24.80732864701308,,,7.985682624457962,5.6600998300294485,338.8038201694686,240.13769832039887
0.008026433522257174,46.39979537450683,24.904587249157405,,,7.982475349979167,5.659010667551977,338.6677470374837,240.09148906998084
0.008603464416684501,46.32181438817672,24.999617838478734,,,7.979283518375394,5.657930067852835,338.5323290911977,240.04564310748015
0.009221978823334321,46.26440707877338,25.09252194320624,,,7.976108656767775,5.656858849994567,338.39763112087314,240.0001951827776
0.009884959046625586,46.226078947237845,25.183416654937105,,,7.972952485835985,5.655797922028335,338.263726128766,239.95518382122123
0.010595601792776159,46.205412997099785,25.272429714446837,,,7.969816942800597,5.654748290693161,338.1306963041845,239.91065173513036
0.01135733358343105,46.201077019547235,25.359695485336708,,,7.96670420695091,5.653711072138946,337.9986341065431,239.86664627873486
0.012173827277396614,46.2118267327192,25.445351689792,,,7.963616727973293,5.652687503773055,337.8676434672325,239.82321995078308
0.013049019780144023,46.23650604661298,25.52953679525951,,,7.960557257356614,5.651678957338316,337.7378411220388,239.7804309493944
0.01398713102647238,46.27404537253212,25.612387953942946,,,7.957528883173833,5.650686953338926,337.6093580868019,239.73834378409842
0.014992684327860457,46.32345863906015,25.69403940887723,,,7.954535068562641,5.6497131769395885,337.48234129001054,239.69702995037855
0.016070528182616384,46.38383948947271,25.774621291109614,,,7.951579694252768,5.648759495472514,337.3569553770832,239.6565686724309
0.017225859653987867,46.45435699943296,25.854258742272165,,,7.948667105513349,5.6478279776963705,337.2333847021761,239.61704772025251
0.018464249428955436,46.53425115494346,25.933071305637647,,,7.945802163920324,5.6469209149609405,337.11183552448824,239.57856430758147
0.019791668678535563,46.62282825876453,26.01117253666152,,,7.942990304371199,5.6460408444410195,336.99253842719247,239.54122607762798
0.021214517849106298,46.71945638149835,26.088669791075944,,,7.940237597802269,5.645190574612804,336.875750978302,239.5051521839458
