ma_GeV,c_g2tau_ATLAS,c_g2tau_BelleII,c_g2tau_CMS24
0.001,300.21701841122064,7.07618298487269,400.28935788162755
0.0010718913192051276,300.12024460116896,7.073902004295063,400.16032613489193
0.0011489510001873086,300.023579993232,7.071623597635964,400.0314399909759
0.0012315506032928262,299.92702622880904,7.069347803583545,399.902701638412
0.001320088400831418,299.8305851676561,7.067074665972677,399.7741135568748
0.0014149912974345759,299.7342589149347,7.06480423442249,399.6456785532463
0.0015167168884709225,299.63804985161687,7.062536565053035,399.5173998021558
0.0016257556664437934,299.54196066865927,7.0602717212907695,399.38928089154575
0.0017426333860096508,299.4459944054035,7.058009774773659,399.26132587387133
0.0018679135990207828,299.35015449271856,7.0557508063680645,399.13353932362475
0.0020022003718155844,299.2544448014588,7.053494907310897,399.0059264019451
0.0021461411978584036,299.1588696968802,7.051242180492224,398.87849292917355
0.002300430119772917,299.06343409972993,7.048992741895174,398.7512454663066
0.002465811075822604,298.9681435548112,7.046746722212007,398.624191406415
0.0026430814869741054,298.87300430791134,7.044504268657345,398.49733907721514
0.002833096101839324,298.77802339208887,7.042265547001965,398.3706978561185
0.0030367711180354575,298.68320872442445,7.04003074385325,398.24427829923263
0.0032550885998350564,298.5885692144654,7.037800069211242,398.1180922859538
0.0034891012134067737,298.4941148857319,7.03557375933258,397.9921531809759
0.0037399373024787977,298.39985701180365,7.0333520799380835,397.8664760157382
0.004008806328898464,298.3058082686727,7.031135329803752,397.74107769156365
0.00429700470432084,298.21198290523176,7.028923844779205,397.6159772069757
0.004605922041145104,298.1183969339681,7.026718002282389,397.49119591195745
0.004937047852839003,298.0250683441543,7.024518226324526,397.3667577922057
0.005291978735958442,297.9320173400687,7.022324993125022,397.2426897867583
0.005672426068491977,297.8392666070414,7.020138837382234,397.1190221427219
0.006080224261649421,297.7468416084104,7.017960359272796,396.9957888112139
0.00651733960488242,297.65477091678554,7.0157902322595795,396.87302788904736
0.0069858797467852495,297.5630865833564,7.01362921179637,396.75078211114186
0.007488103857590023,297.4718245493529,7.011478145026079,396.6290993991372
0.008026433522257174,297.38102510415933,7.009337981578599,396.50803347221245
0.008603464416684501,297.2907333950194,7.007209785584674,396.38764452669255
0.009221978823334321,297.20099999372616,7.005094749032895,396.26799999163495
0.009884959046625586,297.11188152618894,7.0029942066087445,396.1491753682519
0.010595601792776159,297.0234413712974,7.000909652166977,396.0312551617299
0.01135733358343105,296.93575043606756,6.99884275700199,395.91433391475675
0.012173827277396614,296.84888801465036,6.996795390094844,395.7985173528672
0.013049019780144023,296.7629427394178,6.99476964053058,395.68392365255704
0.01398713102647238,296.6780136330033,6.992767842295053,395.57068484400435
0.014992684327860457,296.5942112708696,6.990792601676914,395.45894836115946
0.016070528182616384,296.51165906470084,6.988846827517453,395.34887875293447
0.017225859653987867,296.43049467766167,6.986933764568579,395.2406595702156
0.018464249428955436,296.35087158333715,6.985057030237381,395.13449544444956
0.019791668678535563,296.27296078094736,6.983220655014129,395.03061437459644
0.021214517849106298,296.1969526802224,6.981429126899206,394.92927024029655
0.022739657523579274,296.1230591701122,6.979687440163053,394.83074556014964
0.024374441501222206,296.0515158862834,6.978001148791598,394.7353545150446
0.026126752255633278,295.9825846931147,6.976376424987434,394.6434462574863
0.02800503894183631,295.91655639661934,6.974820123114033,394.5554085288258
0.03001835813575589,295.85375370540015,6.973339849486103,394.4716716072002
0.032176417502507354,295.79453445734197,6.971944038423479,394.39271260978927
0.03448962260405758,295.73929513027264,6.970642034998183,394.31906017369687
0.03696912707195026,295.68847465523635,6.96944418491414,394.25129954031513
0.03962688638701478,295.6425585513171,6.968361931965909,394.19007806842285
0.04247571552536898,295.6020834010958,6.967407923526208,394.1361112014611
0.04552935074866948,295.5676416857982,6.966596124511453,394.0901889143976
0.04880251583654431,295.53988699897707,6.965941940269422,394.0531826653028
0.052310993080562605,295.51953965713886,6.965462348822991,394.0260528761852
0.05607169938205458,295.5073927250582,6.965176042888163,394.0098569667442
0.06010276782070382,295.50431847260035,6.965103582062828,394.00575796346715
0.0644236350872137,295.51127527867544,6.965267555554533,394.01503370490065
0.06905513520162328,295.5293149964656,6.965692755780536,394.0390866619541
0.07401959996915641,295.55959079228796,6.966406363131597,394.0794543897173
0.07934096665797492,295.6033654683863,6.967438142142042,394.1378206245151
0.08504489341802678,295.66202027757174,6.968820649252851,394.21602703676234
0.09115888299750818,295.73706423499095,6.970589452292123,394.31608564665464
0.09771241535346496,295.8301439293912,6.972783361728831,394.440191905855
0.10473708979594497,295.94305383312025,6.975444673681828,394.59073844416037
0.11226677735108136,296.07774710677677,6.978619424587919,394.7703294757024
0.12033778407775893,296.2363468909747,6.9823576573512875,394.98179585463294
0.1289890261253308,296.4211580741523,6.98671369871342,395.2282107655364
0.1382622173764655,296.634679521827,6.9917464474994055,395.5129060291027
0.14820207057988585,296.8796167492362,6.997519673314943,395.83948899898166
0.15885651294280528,297.1588950160032,7.0041023251905745,396.21186002133766
0.17027691722258995,297.4756728184051,7.0115688495974995,396.63423042454014
0.18251834943190426,297.8333557520857,7.019999517194841,397.111141002781
0.1956398343517063,298.2356107157203,7.029480757613241,397.64748095429377
0.2097046401323233,298.6863804242749,7.040105501535655,398.24850723236653
0.22478058335487253,299.1898981991519,7.051973529304439,398.9198642655359
0.24094035602395245,299.7507030017126,7.0651918252648604,399.6676040022835
0.2582618760682675,300.37365467639427,7.079874937048824,400.49820623519236
0.2768286630392064,301.06394936987994,7.096145339008184,401.4185991598399
0.29673024081888694,301.82713509342886,7.114133799022391,402.4361801245719
