ma_GeV,c_g2tau_ATLAS,c_g2tau_BelleII,c_g2tau_CMS24
0.36543830709572545,283.2620015239512,6.6765494043353355,377.6826686986017
0.39171014908092566,284.19073690284057,6.698439907146687,378.9209825371208
0.419870708444391,285.205956904226,6.7223688720592145,380.2746092056347
0.4500557675700497,286.31387909744603,6.7484828485876465,381.7518387965947
0.48241087041653685,287.5210318181538,6.7769357110789885,383.36137575753844
0.5170920242896755,288.8342557946859,6.807888697046407,385.1123410595812
0.5542664520663102,290.2607041161705,6.841510406417539,387.014272154894
0.5941133984965034,291.8078403270756,6.877976756622547,389.0771204361008
0.6368249944718586,293.4834344086922,6.917470887876786,391.3112458782563
0.6826071834272386,295.29555638071355,6.960183012368566,393.72740850761807
0.7316807143427192,297.2525672255982,7.006310200344353,396.3367563007977
0.7842822061337682,299.3631068049636,7.056056095295415,399.1508090732848
0.8406652885618325,301.6360784012223,7.109630549600713,402.18143786829637
0.9011018251665018,304.0806294796913,7.167249171085457,405.4408393062551
0.9658832241158698,306.70612822741367,7.229132770035832,408.9415043032182
1.0353218432956617,309.52213538627075,7.29550669529909,412.6961805150277
1.1097524964120722,312.53837086137617,7.366600047235838,416.7178278151682
1.1895340673703196,315.76467455347097,7.442644754530753,421.01956607129466
1.2750512407130128,319.2109608388835,7.523874501274934,425.6146144518447
1.366716356462006,322.8871661059505,7.610523490387492,430.5162214746007
1.464971398307285,326.80318875665233,7.702825029440538,435.73758500886976
1.5702901247293775,330.96882110125466,7.801009925400483,441.2917614683396
1.6831803533309566,335.3936726172843,7.9053046758247545,447.1915634897125
1.8041864093920719,340.0870841180717,8.015929445794944,453.4494454907623
1.9338917504552302,345.05803248668207,8.13309582247403,460.0773766489094
2.07292177959537,350.31502578491586,8.257004342801809,467.0867010465545
2.2219468609395236,355.86598875063106,8.387841794640895,474.4879850008414
2.381685551976158,361.71813895595176,8.525778297797713,482.290851941269
2.5529080682395167,367.87785421881966,8.670964178882786,490.5038056250929
2.7364399970746693,374.35053224389105,8.823526663014956,499.13404299185476
2.9331662783900425,381.1404439162895,8.983566415921976,508.18725855505267
3.1440354715915,388.25058217977136,9.15115398196471,517.6674429063618
3.370064329271928,395.6825089910821,9.326326176816707,527.5766786547762
3.6123426997094303,403.4362034417251,9.509082507659981,537.9149379223003
3.8720387818125532,411.5099147440159,9.699381708033055,548.6798863253545
4.150404757850472,419.9000244075141,9.897138489298333,559.8666992100189
4.448782831127585,428.6009224362099,10.102220622581783,571.4678965816132
4.768611697714469,437.60490288622304,10.314446477044296,583.4732038482973
5.111433483440165,444.78416432541246,10.483663291963028,593.0455524338834
5.478901179593939,454.4117767323822,10.710588292616494,605.8823689765096
5.872786613189477,464.30689555651236,10.943818479989465,619.0758607420165
6.294988990221888,474.45311911115954,11.182967262620322,632.6041588148794
