ma_GeV,BR_inv
0.02682926829268295,7.237762237762235e-07
0.029268292682926855,7.237762237762235e-07
0.03170731707317076,7.307692307692307e-07
0.034146341463414664,7.307692307692307e-07
0.03658536585365857,7.307692307692307e-07
0.039024390243902474,7.307692307692307e-07
0.04146341463414638,7.307692307692307e-07
0.04390243902439028,7.307692307692307e-07
0.04634146341463419,7.307692307692307e-07
0.04878048780487809,7.307692307692307e-07
0.051219512195122,7.377622377622378e-07
0.0536585365853659,7.377622377622378e-07
0.05609756097560975,7.377622377622378e-07
0.058536585365853655,7.377622377622378e-07
0.06097560975609756,7.377622377622378e-07
0.06341463414634146,7.377622377622378e-07
0.06585365853658537,7.447552447552446e-07
0.06829268292682927,7.447552447552446e-07
0.07073170731707318,7.447552447552446e-07
0.07317073170731708,7.447552447552446e-07
0.07560975609756099,7.447552447552446e-07
0.07804878048780489,7.447552447552446e-07
0.0804878048780488,7.447552447552446e-07
0.0829268292682927,7.447552447552446e-07
0.0853658536585366,7.447552447552446e-07
0.08780487804878051,7.447552447552446e-07
0.09024390243902441,7.447552447552446e-07
0.09268292682926832,7.517482517482517e-07
0.09512195121951222,7.517482517482517e-07
0.09756097560975613,7.587412587412588e-07
0.10000000000000003,7.657342657342656e-07
0.10243902439024394,7.657342657342656e-07
0.10487804878048784,7.657342657342656e-07
0.10731707317073175,7.657342657342656e-07
0.10975609756097565,7.657342657342656e-07
0.11219512195121956,7.657342657342656e-07
0.11463414634146346,7.657342657342656e-07
0.11707317073170737,7.657342657342656e-07
0.11951219512195127,7.587412587412588e-07
0.12195121951219517,7.587412587412588e-07
0.12439024390243908,7.657342657342656e-07
0.12682926829268298,7.657342657342656e-07
0.1292682926829269,7.727272727272727e-07
0.1317073170731708,7.727272727272727e-07
0.1341463414634147,7.727272727272727e-07
0.1365853658536586,7.797202797202799e-07
0.1390243902439025,7.797202797202799e-07
0.1414634146341464,7.797202797202799e-07
0.14390243902439032,7.797202797202799e-07
0.14634146341463422,7.797202797202799e-07
0.14878048780487813,7.797202797202799e-07
0.15121951219512192,7.867132867132866e-07
0.15365853658536582,7.867132867132866e-07
0.15609756097560973,7.937062937062937e-07
0.15853658536585363,7.937062937062937e-07
0.16097560975609754,8.006993006993005e-07
0.16341463414634144,8.006993006993005e-07
0.16585365853658535,8.006993006993005e-07
0.16829268292682925,8.006993006993005e-07
0.17073170731707316,8.006993006993005e-07
0.17317073170731706,8.006993006993005e-07
0.17560975609756097,8.076923076923076e-07
0.17804878048780487,8.076923076923076e-07
0.18048780487804877,8.076923076923076e-07
0.18292682926829268,8.146853146853148e-07
0.18536585365853658,8.146853146853148e-07
0.1878048780487805,8.146853146853148e-07
0.1902439024390244,8.216783216783215e-07
0.1926829268292683,8.216783216783215e-07
0.1951219512195122,8.216783216783215e-07
0.1975609756097561,8.286713286713286e-07
0.2,8.286713286713286e-07
0.20243902439024392,8.286713286713286e-07
0.20487804878048782,8.286713286713286e-07
0.20731707317073172,8.356643356643358e-07
0.20975609756097563,8.356643356643358e-07
0.21219512195121953,8.426573426573425e-07
0.21463414634146344,8.426573426573425e-07
0.21707317073170734,8.496503496503497e-07
0.21951219512195125,8.566433566433568e-07
0.22195121951219515,8.566433566433568e-07
0.22439024390243906,8.566433566433568e-07
0.22682926829268296,8.566433566433568e-07
0.22926829268292687,8.636363636363635e-07
0.23170731707317077,8.636363636363635e-07
0.23414634146341468,8.636363636363635e-07
0.23658536585365858,8.706293706293707e-07
0.23902439024390248,8.706293706293707e-07
0.2414634146341464,8.776223776223774e-07
0.2439024390243903,8.776223776223774e-07
0.2463414634146342,8.846153846153846e-07
0.2487804878048781,8.916083916083917e-07
0.251219512195122,8.916083916083917e-07
0.2536585365853659,8.986013986013984e-07
0.2560975609756098,8.986013986013984e-07
0.2585365853658537,9.055944055944056e-07
0.2609756097560976,9.055944055944056e-07
0.26341463414634153,9.125874125874127e-07
0.26585365853658544,9.125874125874127e-07
0.26829268292682934,9.195804195804194e-07
0.27073170731707324,9.195804195804194e-07
0.27317073170731715,9.265734265734266e-07
0.27560975609756094,9.265734265734266e-07
0.27804878048780485,9.335664335664337e-07
0.28048780487804875,9.335664335664337e-07
0.28292682926829266,9.405594405594405e-07
0.28536585365853656,9.405594405594405e-07
0.28780487804878047,9.475524475524476e-07
0.29024390243902437,9.545454545454543e-07
0.2926829268292683,9.545454545454543e-07
0.2951219512195122,9.615384615384615e-07
0.2975609756097561,9.615384615384615e-07
0.3,9.685314685314686e-07
0.3024390243902439,9.685314685314686e-07
0.3048780487804878,9.755244755244754e-07
0.3073170731707317,9.825174825174825e-07
0.3097560975609756,9.895104895104897e-07
0.3121951219512195,9.895104895104897e-07
0.3146341463414634,9.895104895104897e-07
0.3170731707317073,9.965034965034964e-07
0.3195121951219512,9.965034965034964e-07
0.32195121951219513,1.0034965034965035e-06
0.32439024390243903,1.0034965034965035e-06
0.32682926829268294,1.0034965034965035e-06
0.32926829268292684,1.0104895104895107e-06
0.33170731707317075,1.0104895104895107e-06
0.33414634146341465,1.0174825174825174e-06
0.33658536585365856,1.0244755244755245e-06
0.33902439024390246,1.0244755244755245e-06
0.34146341463414637,1.0314685314685313e-06
0.34390243902439027,1.0384615384615384e-06
0.3463414634146342,1.0454545454545456e-06
0.3487804878048781,1.0524475524475523e-06
0.351219512195122,1.0524475524475523e-06
0.3536585365853659,1.0594405594405594e-06
0.3560975609756098,1.0594405594405594e-06
0.3585365853658537,1.0594405594405594e-06
0.3609756097560976,1.0664335664335666e-06
0.3634146341463415,1.0734265734265733e-06
0.3658536585365854,1.0734265734265733e-06
0.3682926829268293,1.0804195804195805e-06
0.3707317073170732,1.0874125874125876e-06
0.3731707317073171,1.0874125874125876e-06
0.37560975609756103,1.0944055944055943e-06
0.37804878048780494,1.0944055944055943e-06
0.38048780487804884,1.1013986013986015e-06
0.38292682926829275,1.1083916083916082e-06
0.38536585365853665,1.1083916083916082e-06
0.38780487804878055,1.1153846153846154e-06
0.39024390243902446,1.1153846153846154e-06
0.39268292682926836,1.1223776223776225e-06
0.39512195121951227,1.1293706293706292e-06
0.3975609756097562,1.1293706293706292e-06
0.39999999999999997,1.1363636363636364e-06
0.40243902439024387,1.1363636363636364e-06
0.4048780487804878,1.1433566433566435e-06
0.4073170731707317,1.1503496503496503e-06
0.4097560975609756,1.1503496503496503e-06
0.4121951219512195,1.1573426573426574e-06
0.4146341463414634,1.1643356643356645e-06
0.4170731707317073,1.1643356643356645e-06
0.4195121951219512,1.1713286713286713e-06
0.4219512195121951,1.1783216783216784e-06
0.424390243902439,1.1783216783216784e-06
0.4268292682926829,1.1853146853146851e-06
0.4292682926829268,1.1923076923076923e-06
0.4317073170731707,1.1923076923076923e-06
0.43414634146341463,1.1923076923076923e-06
0.43658536585365854,1.1923076923076923e-06
0.43902439024390244,1.1923076923076923e-06
0.44146341463414634,1.1923076923076923e-06
0.44390243902439025,1.1993006993006994e-06
0.44634146341463415,1.1993006993006994e-06
0.44878048780487806,1.2062937062937062e-06
0.45121951219512196,1.2132867132867133e-06
0.45365853658536587,1.2132867132867133e-06
0.4560975609756098,1.2202797202797205e-06
0.4585365853658537,1.2272727272727272e-06
0.4609756097560976,1.2272727272727272e-06
0.4634146341463415,1.2342657342657343e-06
0.4658536585365854,1.2342657342657343e-06
0.4682926829268293,1.2412587412587415e-06
0.4707317073170732,1.2412587412587415e-06
0.4731707317073171,1.2412587412587415e-06
0.475609756097561,1.2412587412587415e-06
0.4780487804878049,1.2412587412587415e-06
0.4804878048780488,1.2412587412587415e-06
0.4829268292682927,1.2412587412587415e-06
0.48536585365853663,1.2482517482517482e-06
0.48780487804878053,1.2482517482517482e-06
0.49024390243902444,1.2552447552447554e-06
0.49268292682926834,1.2552447552447554e-06
0.49512195121951225,1.2552447552447554e-06
0.49756097560975615,1.2552447552447554e-06
0.5,1.2552447552447554e-06
0.5024390243902439,1.2552447552447554e-06
0.5048780487804878,1.2552447552447554e-06
0.5073170731707317,1.2552447552447554e-06
0.5097560975609756,1.262237762237762e-06
0.5121951219512195,1.262237762237762e-06
0.5146341463414634,1.262237762237762e-06
0.5170731707317073,1.262237762237762e-06
0.5195121951219512,1.262237762237762e-06
0.5219512195121951,1.262237762237762e-06
0.524390243902439,1.262237762237762e-06
0.526829268292683,1.262237762237762e-06
0.5292682926829269,1.262237762237762e-06
0.5317073170731708,1.262237762237762e-06
0.5341463414634147,1.2552447552447554e-06
0.5365853658536586,1.2482517482517482e-06
0.5390243902439025,1.2412587412587415e-06
0.5414634146341464,1.2342657342657343e-06
0.5439024390243903,1.2342657342657343e-06
0.5463414634146342,1.2342657342657343e-06
0.5487804878048781,1.2272727272727272e-06
0.551219512195122,1.2272727272727272e-06
0.5536585365853659,1.2202797202797205e-06
0.5560975609756098,1.2202797202797205e-06
0.5585365853658537,1.2132867132867133e-06
0.5609756097560976,1.2062937062937062e-06
0.5634146341463415,1.2062937062937062e-06
0.5658536585365854,1.1993006993006994e-06
0.5682926829268293,1.1993006993006994e-06
0.5707317073170732,1.1923076923076923e-06
0.5731707317073171,1.1853146853146851e-06
0.575609756097561,1.1783216783216784e-06
0.578048780487805,1.1713286713286713e-06
0.5804878048780489,1.1643356643356645e-06
0.5829268292682928,1.1643356643356645e-06
0.5853658536585367,1.1573426573426574e-06
0.5878048780487806,1.1573426573426574e-06
0.5902439024390245,1.1503496503496503e-06
0.5926829268292684,1.1433566433566435e-06
0.5951219512195123,1.1363636363636364e-06
0.5975609756097562,1.1293706293706292e-06
0.6000000000000001,1.1223776223776225e-06
0.602439024390244,1.1153846153846154e-06
0.6048780487804879,1.1083916083916082e-06
0.6073170731707318,1.1013986013986015e-06
0.6097560975609757,1.0944055944055943e-06
0.6121951219512196,1.0874125874125876e-06
0.6146341463414635,1.0804195804195805e-06
0.6170731707317074,1.0734265734265733e-06
0.6195121951219513,1.0664335664335666e-06
0.6219512195121952,1.0664335664335666e-06
0.6243902439024391,1.0594405594405594e-06
0.626829268292683,1.0594405594405594e-06
0.6292682926829269,1.0594405594405594e-06
0.6317073170731708,1.0524475524475523e-06
0.6341463414634148,1.0384615384615384e-06
0.6365853658536587,1.0314685314685313e-06
0.6390243902439026,1.0174825174825174e-06
0.6414634146341465,1.0104895104895107e-06
0.6439024390243904,1.0034965034965035e-06
0.6463414634146343,9.965034965034964e-07
0.6487804878048782,9.965034965034964e-07
0.6512195121951221,9.825174825174825e-07
0.653658536585366,9.755244755244754e-07
0.6560975609756099,9.685314685314686e-07
0.6585365853658538,9.545454545454543e-07
0.6609756097560977,9.475524475524476e-07
0.6634146341463416,9.405594405594405e-07
0.6658536585365855,9.335664335664337e-07
0.6682926829268294,9.265734265734266e-07
0.6707317073170733,9.195804195804194e-07
0.6731707317073172,9.055944055944056e-07
0.6756097560975611,8.986013986013984e-07
0.678048780487805,8.916083916083917e-07
0.6804878048780489,8.846153846153846e-07
0.6829268292682928,8.776223776223774e-07
0.6853658536585368,8.706293706293707e-07
0.6878048780487807,8.636363636363635e-07
0.6902439024390246,8.566433566433568e-07
0.6926829268292685,8.496503496503497e-07
0.6951219512195124,8.496503496503497e-07
0.6975609756097563,8.426573426573425e-07
0.7000000000000002,8.356643356643358e-07
0.7024390243902441,8.356643356643358e-07
0.704878048780488,8.286713286713286e-07
0.7073170731707319,8.216783216783215e-07
0.7097560975609758,8.216783216783215e-07
0.7121951219512195,8.076923076923076e-07
0.7146341463414634,8.006993006993005e-07
0.7170731707317073,7.867132867132866e-07
0.7195121951219512,7.797202797202799e-07
0.7219512195121951,7.727272727272727e-07
0.724390243902439,7.727272727272727e-07
0.7268292682926829,7.657342657342656e-07
0.7292682926829268,7.587412587412588e-07
0.7317073170731707,7.517482517482517e-07
0.7341463414634146,7.517482517482517e-07
0.7365853658536585,7.447552447552446e-07
0.7390243902439024,7.447552447552446e-07
0.7414634146341463,7.377622377622378e-07
0.7439024390243902,7.307692307692307e-07
0.7463414634146341,7.307692307692307e-07
0.748780487804878,7.237762237762235e-07
0.751219512195122,7.167832167832168e-07
0.7536585365853659,7.167832167832168e-07
0.7560975609756098,7.097902097902097e-07
0.7585365853658537,7.027972027972029e-07
0.7609756097560976,6.958041958041958e-07
0.7634146341463415,6.888111888111886e-07
0.7658536585365854,6.818181818181819e-07
0.7682926829268293,6.818181818181819e-07
0.7707317073170732,6.748251748251748e-07
0.7731707317073171,6.678321678321676e-07
0.775609756097561,6.608391608391609e-07
0.7780487804878049,6.608391608391609e-07
0.7804878048780488,6.538461538461537e-07
0.7829268292682927,6.468531468531466e-07
0.7853658536585366,6.398601398601399e-07
0.7878048780487805,6.398601398601399e-07
0.7902439024390244,6.328671328671327e-07
0.7926829268292683,6.25874125874126e-07
0.7951219512195122,6.188811188811188e-07
0.7975609756097561,6.118881118881117e-07
0.8,6.04895104895105e-07
0.802439024390244,6.04895104895105e-07
0.8048780487804879,5.979020979020978e-07
0.8073170731707318,5.909090909090907e-07
0.8097560975609757,5.83916083916084e-07
0.8121951219512196,5.769230769230768e-07
