x, y
3.595561035758323, 0.000007402581029672722
3.6448828606658448, 0.00000718308944726913
3.694204685573366, 0.000006368302620519088
3.743526510480888, 0.000005561605288470531
3.7928483353884093, 0.000005158464247201335
3.842170160295931, 0.000004930745439390975
3.8914919852034524, 0.000004857095403268098
3.940813810110974, 0.000005005512259799633
3.9901356350184956, 0.0000053160899441528096
4.039457459926017, 0.000005906686950871394
4.088779284833539, 0.000006368302620519088
4.1381011097410605, 0.000006662412770464146
4.187422934648582, 0.000007628779552745743
4.236744759556103, 0.00000873531548846636
4.286066584463625, 0.00000956080104911933
4.335388409371147, 0.000010002351772712637
4.384710234278669, 0.000009852947675821151
4.43403205918619, 0.000008867772491645133
4.483353884093711, 0.000008604836981883845
4.532675709001233, 0.00000847630741929797
4.581997533908755, 0.000009277316769392383
4.631319358816276, 0.00000956080104911933
4.665844636251541, 0.00000834969768953325
4.7102342786683105, 0.00000718308944726913
4.759556103575832, 0.000006662412770464146
4.808877928483354, 0.000006970105940164264
4.853267570900123, 0.000007744457719012592
4.897657213316893, 0.000009002237992137399
4.917385943279902, 0.000010464294829595206
4.9568434032059185, 0.000012163804864560556
5.00616522811344, 0.000012725571270116001
5.055487053020961, 0.000013114422863232296
5.094944512946979, 0.000015016638030687177
5.129469790382244, 0.00001745549582666753
5.178791615289766, 0.000019688823748009303
5.228113440197287, 0.000019105036679310774
5.262638717632552, 0.000016435707311041335
5.287299630086313, 0.00001413933295960379
5.307028360049322, 0.000012163804864560556
5.336621454993835, 0.000010622969022340436
5.3859432799013565, 0.000011453168591012487
5.435265104808878, 0.000011113574321459778
5.474722564734895, 0.00000956080104911933
5.4993834771886565, 0.000008224979116244829
5.5191122071516645, 0.000007075796380983684
5.548705302096177, 0.00000608717587212552
5.588162762022195, 0.000005396699893909176
5.637484586929716, 0.000005236684056902689
5.686806411837238, 0.000005005512259799633
5.731196054254007, 0.000004573333191026247
5.780517879161529, 0.00000430614899227003
5.829839704069051, 0.00000417846873418297
5.869297163995068, 0.000004784545470139296
