,ma_GeV,cl_inf,cl_sup
232,0.0013728234180517,749.3501569763384,7307281.5468583675
233,0.0014021322898177,702.2317683664282,7292457.6435592
234,0.0014320668866062,678.390804147619,7270003.117065674
235,0.0014626405672325,675.6809011198791,7240962.329162646
236,0.0014938669757138,651.6154619797866,7206215.210406101
237,0.0015257600473579,648.0251304345475,7166509.734859074
238,0.0015583340149823,624.100589115298,7122486.614184812
239,0.0015916034152658,600.7166612495968,7074698.377758446
240,0.0016255830952355,596.3799345266583,7023624.326561444
241,0.0016602882188928,573.4737388033839,6969682.403799751
242,0.0016957342739806,551.2148363411394,6913238.727043338
243,0.0017319370788947,546.540603107282,6854615.322735083
244,0.0017689127897433,524.9402221669336,6794096.461810421
245,0.0018066779075568,504.03045963269085,6731933.894489486
246,0.0018452492856515,499.26992421224224,6668351.209871197
247,0.0018846441371512,479.10758159388797,6603547.49312043
248,0.0019248800426682,474.33017447064583,6537700.414000228
249,0.0019659749581494,469.48859535666054,6470968.851300805
250,0.0020079472228893,436.26504501720905,6403495.13565373
251,0.002050815567714,431.62625272497866,6335406.976361862
252,0.0020945991233406,413.7321702152189,6266819.1248808345
253,0.0021393174289143,396.5070616520757,6197834.8174841795
254,0.002184990440728,392.0743690822788,6128547.031713549
255,0.0022316385411283,375.62415867858135,6059039.584951976
256,0.0022792825476115,371.30618375144775,5989388.098470459
257,0.0023279437221136,355.61932238502027,5919660.8462992925
258,0.0023776437804989,340.5471206402912,5849919.505048404
259,0.0024284049022509,336.489624182295,5780219.818183723
260,0.0024802497403707,322.1430661529158,5710612.186126285
261,0.0025332014314857,308.36988925593863,5641142.191788865
262,0.0025872836061751,304.58212874309555,5571851.069711584
263,0.0026425203995154,291.491275250525,5502776.125761315
264,0.0026989364618509,278.93193564576046,5433951.113356701
265,0.0027565569697944,275.41345316717013,5365406.571342899
266,0.0028154076374629,263.49066452492787,5297170.127937322
267,0.0028755147279527,260.11303094529046,5229266.774573998
268,0.0029369050650598,248.80234938818018,5161719.112969788
269,0.0029996060452506,237.96031196065957,5094547.578309131
270,0.0030636456498878,234.84123993891785,5027770.641079518
271,0.0031290524577177,224.5651626694321,4961404.989776202
272,0.0031958556576241,221.5805911281866,4895465.696427852
273,0.0032640850616539,211.8461663740247,4829966.366664113
274,0.0033337711183217,202.52136601043514,4764919.275844307
275,0.0034049449261977,199.77638855159682,4700335.492596948
276,0.0034776382477858,190.94953363088564,4636224.990967204
277,0.0035518835236986,182.49702944618764,4572596.752238885
278,0.0036277138871342,179.97713126128866,4509458.857385427
279,0.0037051631786626,171.9812513952379,4446818.571001767
280,0.0037842659613275,169.5781280682223,4384682.41748337
281,0.0038650575360708,162.01729546296994,4323056.250140398
282,0.0039475739574862,154.7808268942951,4261945.313868205
283,0.0040318520499089,152.5803465411288,4201354.30193466
284,0.0041179294238496,145.74157522951765,4141287.4073913256
285,0.0042058444927783,143.6462574439923,4081748.3695703475
286,0.0042956364902673,137.1857193478009,4022740.5160845337
287,0.0043873454874995,131.00520723977132,3964266.8007130953
288,0.0044810124111514,129.0905924442856,3906329.837520429
289,0.0045766790616567,123.25504696892364,3848931.931527669
290,0.0046743881318607,117.67391675858669,3792075.106227665
291,0.0047741832260728,115.92640749894925,3735761.128211888
292,0.0048761088795256,110.65954889883358,3679991.529155611
293,0.0049802105782494,105.62361921675031,3624767.6253880877
294,0.0050865347793711,104.03036062895916,3570090.5352568957
295,0.0051951289318465,99.28045189379581,3515961.1944796345
296,0.0053060414976354,94.73997084936113,3462380.369661578
297,0.0054193219733282,93.2888819654489,3409348.6701450087
298,0.0055350209122349,89.008471945303,3356866.5583428163
299,0.0056531899469451,87.63147180105793,3304934.3586990554
300,0.00577388181237,83.59760842652838,3253552.2654078593
301,0.0058971503692765,79.74324097306312,3202720.3490132065
302,0.006023050628323,78.49129505799006,3152438.5620035348
303,0.0061516387746092,74.8607874009631,3102706.743506106
304,0.0062829721927493,71.39271292106004,3053524.623179805
305,0.0064171094924815,70.25565726553351,3004891.824396613
306,0.0065541105348226,66.9906762442584,2956807.866797291
307,0.0066940364587828,65.91368756874802,2819182.2352835247
308,0.0068369497086498,62.84095618371075,2687759.0050863903
309,0.0069829140618553,59.90695507022091,2562269.381875312
310,0.007131994657437,58.93053182520201,2442455.721352728
311,0.0072842580251082,56.17070807880496,2328071.0876062275
312,0.0074397721149474,53.53616372349495,2150167.9499489726
313,0.0075986063277222,52.65187049794539,1985713.2635347247
314,0.0077608315458609,50.17499878764802,1721894.331571156
315,0.0079265201650846,49.33902537724119,1640772.9586086792
316,0.0080957461267153,47.01118662360286,1563360.5077188085
317,0.0082685849506731,44.789967880091744,1537092.0511705163
318,0.0084451137691786,44.03425249348715,1464362.3418063635
319,0.0086254113611742,41.947752682668494,1351778.1432947612
320,0.0088095581874807,41.23420585944962,1247762.564454494
321,0.0089976364267041,39.27492010186382,1188473.841162066
322,0.0091897300119093,37.40616763086278,1131924.6891426449
323,0.0093859246680765,36.76231501277219,1012263.4653104477
324,0.0095863079503578,35.00838879401581,877160.8249538182
325,0.0097909692831495,33.3359280602932,809391.1507999987
326,0.01,32.755607796599854,770673.386500775
327,0.0102134933843682,31.186697868679474,733760.1002392666
328,0.0104315447112532,30.639839977510825,676937.8346281936
329,0.0106542512897126,29.168554891451464,624476.3652419039
330,0.0108817125062876,27.76618551804131,594452.7136659864
331,0.0111140298693565,27.27419816515287,548315.6985632917
332,0.0113513070544343,25.95973186119731,521889.89842328633
333,0.0115936499504396,25.49668083530056,481326.6759564756
334,0.0118411667069496,24.26500141995067,443890.04265034327
335,0.012093967782463,23.091483301795186,422422.3741139299
336,0.0123521659936948,22.675652536283536,389522.4302948078
337,0.012615876565922,21.576560998961995,370642.23242403567
338,0.012885217184405,21.185658116826634,341737.1811618584
339,0.0131603080469067,20.156588397684256,315069.30759909545
340,0.013441271917333,19.17648805022432,290467.09613779106
341,0.0137282341805174,18.82607356332754,267772.0329783982
342,0.0140213228981772,17.90882576110838,254725.5892832151
343,0.0143206688660623,17.57980367572121,234799.4530118383
344,0.0146264056723254,16.72162752201534,223337.4768035167
345,0.0149386697571381,15.904585766855451,219213.16110347293
346,0.0152576004735791,15.61015288880754,202036.1176980632
347,0.0155833401498233,14.846053170749919,192146.67320190347
348,0.015916034152658,14.569908557582002,177074.60416695825
349,0.0162558309523551,13.855515741242531,153228.14467785883
350,0.0166028821889286,13.175597837365217,141196.8392867734
351,0.0169573427398066,12.928896041911747,130104.90917234734
352,0.0173193707889479,12.293460491120738,123710.45102583276
353,0.0176891278974339,12.06233480521721,113983.29695845809
354,0.0180667790755684,11.468622470741263,105017.06839133352
355,0.0184524928565159,11.252181413853444,96752.66917248817
356,0.0188464413715127,10.697589398231655,91983.97092282298
357,0.0192488004266828,10.494984667425957,87447.38676448255
358,0.0196597495814948,9.977058758868543,80557.56958123716
359,0.0200794722288932,9.7874838267435,76579.70347350837
360,0.0205081556771406,9.303911219606736,68357.43783251027
361,0.0209459912334068,9.126599929795095,62966.10475857752
362,0.0213931742891435,8.675202212554696,57998.42748730815
363,0.0218499044072802,8.245920319582778,53421.31124517778
364,0.0223163854112834,8.08815377966548,50776.59887393011
365,0.0227928254761154,7.687561650796241,43915.63964180532
366,0.0232794372211363,7.540146675789342,39194.64982146405
367,0.023776437804989,7.166402113440027,37251.87763495196
368,0.0242840490225097,6.8110582005409706,31218.841093777835
369,0.0248024974037076,6.680083665488083,26998.477801229365
370,0.0253320143148576,6.348649672437034,6846.49425376485
371,0.0258728360617518,6.226386166686806,6305.224195452458
372,0.0264252039951545,5.91730907085778,5992.233588909031
373,0.026989364618509,5.8032204809133345,5347.489558998654
374,0.0275655696979443,5.515041870403693,4924.571939220155
375,0.0281540763746294,5.581460023973476,4679.991737234271
376,0.0287551472795274,5.473728131910931,4309.809623252411
377,0.0293690506505986,5.201825623207252,3845.990867070462
378,0.0299960604525063,5.101392059025276,3541.756963426571
379,0.0306364564988781,4.84797480222865,3160.588853618145
380,0.0312905245771776,4.754380858022544,3099.5712145231582
381,0.0319585565762413,4.518226325485467,2945.612620735971
382,0.0326408506165397,4.293826156762236,2712.632154160929
383,0.0333377111832179,4.21100235211546,2498.098322344762
384,0.0340494492619773,4.001930749806873,2300.5538889404606
385,0.0347763824778585,3.92482282168504,2053.048888251979
386,0.0355188352369866,3.7300573388220193,2013.5199874315322
387,0.0362771388713426,3.6583000819574303,1913.6326039123862
388,0.0370516317866264,3.47688349936712,1818.734788107636
389,0.0378426596132754,3.4101337552761244,1675.051808967733
390,0.0386505753607086,3.241170279832982,1542.7568250198697
391,0.0394757395748622,3.1791058397776,1513.214921873883
392,0.0403185204990896,3.0217574932234874,1350.6189280094234
393,0.0411792942384964,2.964076041409258,1244.056660309784
394,0.0420584449277835,2.8175592340323963,1145.9420935999206
395,0.042956364902673,2.7639773324455006,1055.6056113350082
396,0.0438734548749956,2.6275596159312116,972.4305389971652
397,0.0448101241115145,2.577811732083582,954.0194014493787
398,0.045766790616567,2.4508087258477422,851.7125065612811
399,0.0467438813186071,2.4046463046117865,809.7922388741039
400,0.0477418322607285,2.286418790026121,769.9777665547288
401,0.0487610887952567,2.243609370711467,732.164128635098
402,0.0498021057824943,2.1335605477691963,674.6910856828107
403,0.050865347793711,2.0938869276366736,662.1451854185005
404,0.0519512893184655,1.9914598288121088,591.3561884459077
405,0.0530604149763545,1.954719274351715,545.0540695406031
406,0.0541932197332827,1.918813231920854,502.41834841327625
407,0.0553502091223495,1.8253978382641793,463.15794313427955
408,0.0565318994694512,1.792188367598863,413.78203608889766
409,0.0577388181237007,1.705262200985788,393.7124458265426
410,0.0589715036927655,1.6745769298270103,363.05354148290803
411,0.0602305062832305,1.593697321658114,314.4038170437116
412,0.061516387746092,1.5653761812520883,318.6851968885559
413,0.062829721927494,1.4901309579273658,303.3664900515989
414,0.0641710949248153,1.4640256274023893,288.8222495261716
415,0.0655411053482263,1.3940312867164286,266.4975899773806
416,0.0669403645878289,1.3700047029149152,238.3193010315295
417,0.0683694970864984,1.304904729800647,213.15403556163622
418,0.0698291406185531,1.2828306697455407,203.05930076078715
419,0.0713199465743708,1.2613536829768526,181.679876073021
420,0.0728425802510829,1.2020567388542618,167.77749684705697
421,0.0743977211494744,1.1823908211925982,159.9221392590056
422,0.0759860632772225,1.1272704332450791,143.17040477696474
423,0.0776083154586096,1.1093136197405895,128.2023172735048
424,0.0792652016508468,1.0580922191464253,130.22292774405886
425,0.0809574612671533,1.0417528352338097,53.13919417865526
426,0.0826858495067315,1.0259443346123571,54.005161978573035
427,0.0844511376917865,0.9793712071139168,99.80310505912915
428,0.0862541136117428,0.9650859640923477,92.35072651899151
429,0.0880955818748078,0.9218629658343165,96.94474928743081
430,0.0899763642670415,0.9090349057118707,84.29341999681617
431,0.091897300119093,0.8689538540189905,80.5767652203638
432,0.0938592466807654,0.857528771761826,74.66884107735169
433,0.095863079503578,0.846618615869067,71.43603179910939
434,0.0979096928314955,0.8103385545314531,68.37479080251912
435,0.1,0.8007964140677164,63.44964894224738
436,0.102134933843682,0.7672708071929754,58.910753318937665
437,0.1043154471125328,0.7590784155617168,54.72807085426685
438,0.1065425128971262,0.7514408053775395,57.69533195369742
439,0.1088171250628762,0.721329961069686,53.66840282131029
440,0.1111402986935651,0.7150743465767881,46.91277126233961
441,0.1135130705443431,0.7094350529471432,43.70489984635919
442,0.1159364995043969,0.6826337631970998,42.053800595762866
443,0.1184116670694962,0.6784743368220787,40.50323477360518
444,0.1209396778246307,0.6541330783872326,39.050122029950955
445,0.1235216599369488,0.6515568645396689,36.52466190104917
446,0.1261587656592202,0.6498021019077196,34.20523568737456
447,0.1288521718440501,0.6288525607983486,32.07739610375363
448,0.1316030804690681,0.6289906939891967,30.128123914504688
449,0.13441271917333,0.6302066323844471,32.14646649215274
450,0.1372823418051744,0.6130468348395551,27.573958586977202
451,0.140213228981772,0.6167430581176923,26.048776531084656
452,0.1432066886606232,0.6219834524201074,25.45661700025157
453,0.1462640567232548,0.6095452929416708,24.947546444120636
454,0.1493866975713816,0.6184281770633999,24.52731025084116
455,0.1525760047357919,0.6102780376532932,24.20406980787208
456,0.1558334014982338,0.6241917188398559,23.246429307062236
457,0.1591603415265802,0.6417166230138537,25.450946915974814
458,0.162558309523551,0.643253670162314,24.721893225347877
459,0.1660288218892863,0.6703937412755698,24.19396233994784
460,0.1695734273980668,0.705159516973177,21.07158516018791
461,0.1731937078894797,0.7271691781909833,21.72927812118859
462,0.1768912789743396,0.7855396708518687,22.04223123697151
463,0.1806677907556844,0.8657380479459837,23.54034015557341
464,0.1845249285651597,0.9809199063702202,25.84631157087428
465,0.1884644137151274,1.1214329367605738,28.633677711853622
466,0.1924880042668281,1.4097586369423754,34.880876293310486
467,0.1965974958149483,1.981163053477971,46.02994318567615
468,0.2007947222889329,3.419841380025831,76.99543542661951
469,0.2050815567714062,13.336263567290176,281.9491450207744
470,0.2094599123340685,19.64803707171144,390.0617604708866
471,0.2139317428914352,45.925762635694085,883.505754096875
472,0.2184990440728028,32.79895363860967,611.4371077034707
473,0.2231638541128342,25.993477833746322,455.0234608797517
474,0.2279282547611543,21.714990249651034,368.3560738941406
475,0.2327943722113634,18.18604211726933,298.94079632940526
476,0.2377643780498904,16.08754314852595,281.6171659412065
477,0.2428404902250976,14.473327631310928,223.4050487067498
478,0.248024974037076,14.493406085315554,191.15648670077044
479,0.2533201431485765,12.137631268337188,165.2013991713442
480,0.2587283606175192,10.911670411018914,143.91624491358363
481,0.2642520399515456,10.189497236218166,126.19697090856613
482,0.2698936461850908,9.567162081173755,126.1832505325445
483,0.2756556969794431,9.0243491423524,111.76660631873058
484,0.2815407637462948,8.545981738387479,99.38840726800805
485,0.2875514727952746,7.869155586159835,80.69694503968162
486,0.2936905065059864,7.499767000641725,74.52732453121125
487,0.2999606045250638,7.166442395920469,66.8727171304251
488,0.3063645649887819,6.863811140107207,62.065388507223986
489,0.312905245771776,6.383542086289205,55.93513322666217
490,0.319585565762414,6.13792490219991,50.50357445613309
491,0.3264085061653977,5.9115756048464405,51.799575308947205
492,0.3333771118321789,5.702131190824814,40.08960161828335
493,0.3404944926197737,5.507606045621328,36.36093138381079
494,0.3477638247785859,5.326318841643105,33.01998618254357
495,0.3551883523698662,5.15683590343548,30.0199962924944
496,0.3627713887134263,4.997926850846623,28.193955878342635
497,0.3705163178662644,4.8485295097554,25.683473533877283
498,0.3784265961327549,4.70772189751557,26.556871964538214
499,0.3865057536070861,4.574699665681402,23.48254163733617
500,0.394757395748622,4.448757793138066,20.136151343249058
501,0.4031852049908963,4.3292756194128685,17.83073863104277
