ma_GeV,cl
0.001,1.153182228156113
0.002045,1.1531918310145228
0.00309,1.153208025640561
0.004135,1.153230813020288
0.00518,1.1532601945413565
0.006225,1.1532961719932728
0.0072699999999999996,1.1533387475677312
0.008315,1.1533879238590246
0.00936,1.1534437038645307
0.010405000000000001,1.153506090985276
0.011449999999999998,1.1535750890265706
0.012495,1.153650702198727
0.01354,1.1537329351178471
0.014585,1.153821792806693
0.015629999999999998,1.153917280695631
0.016675,1.1540194046236538
0.01772,1.1541281708394837
0.018765,1.1542435860027478
0.01981,1.1543656571852403
0.020855,1.154494391872257
0.0219,1.1546297979640137
0.022945,1.154771883777144
0.023989999999999997,1.154920658046278
0.025034999999999998,1.1550761299257024
0.02608,1.1552383089911042
0.027125,1.1554072052413955
0.02817,1.1555828291006234
0.029214999999999998,1.1557651914199647
0.03026,1.1559543034798045
0.031305,1.156150176991902
0.03235,1.1563528241016432
0.033395,1.1565622573903804
0.03444,1.156778489877862
0.035484999999999996,1.1570015350247516
0.03653,1.1572314067352385
0.037575,1.1574681193597383
0.03862,1.1577116876976874
0.039665,1.1579621270004337
0.040709999999999996,1.1582194529742198
0.041755,1.1584836817832629
0.0428,1.1587548300529353
0.043844999999999995,1.1590329148730405
0.04489,1.1593179538011926
0.045935,1.159609964866296
0.046979999999999994,1.1599089665721283
0.048025,1.1602149779010307
0.049069999999999996,1.1605280183176994
0.050115,1.160848107773092
0.05116,1.1611752667084387
0.052204999999999994,1.1615095160593643
0.05325,1.161850877260128
0.054294999999999996,1.1621993722479742
0.05534,1.1625550234676014
0.056385,1.1629178538757496
0.057429999999999995,1.1632878869459091
0.058475,1.163665146673152
0.059519999999999997,1.1640496575790875
0.060564999999999994,1.164441444716946
0.06161,1.1648405336767915
0.06265499999999999,1.165246950590867
0.06369999999999999,1.1656607221390713
0.064745,1.1660818755545754
0.06579,1.1665104386295773
0.06683499999999999,1.166946439721195
0.06788,1.1673899077575114
0.068925,1.167840872243758
0.06996999999999999,1.1682993632686545
0.071015,1.1687654115108979
0.07206,1.169239048245811
0.07310499999999999,1.1697203053521452
0.07415,1.1702092153190515
0.075195,1.1707058112532118
0.07624,1.1712101268861426
0.07728499999999999,1.1717221965816695
0.07833,1.1722420553435777
0.079375,1.1727697388234453
0.08041999999999999,1.1733052833286552
0.081465,1.1738487258305983
0.08251,1.1744001039730683
0.08355499999999999,1.1749594560808492
0.0846,1.1755268211685064
0.085645,1.176102238949381
0.08668999999999999,1.1766857498447907
0.087735,1.17727739499345
0.08878,1.1778772162611029
0.08982499999999999,1.1784852562503825
0.09086999999999999,1.1791015583108988
0.091915,1.1797261665495613
0.09295999999999999,1.1803591258411361
0.09400499999999999,1.181000481839056
0.09505,1.1816502809864742
0.096095,1.1823085705275769
0.09713999999999999,1.1829753985191616
0.098185,1.1836508138424782
0.09923,1.1843348662153526
0.10027499999999999,1.1850276062045872
0.10132,1.1857290852386533
0.102365,1.1864393556206778
0.10340999999999999,1.187158470541736
0.10445499999999999,1.187886484094453
0.1055,1.1886234512869254
0.10654499999999999,1.1893694280569687
0.10758999999999999,1.1901244712867027
0.108635,1.1908886388174762
0.10968,1.1916619894651483
0.11072499999999999,1.1924445830357293
0.11177,1.193236480341393
0.112815,1.1940377432168696
0.11385999999999999,1.1948484345362291
0.114905,1.1956686182300662
0.11595,0.
0.11699499999999999,0.
0.11803999999999999,0.
0.119085,0.
0.12012999999999999,0.
0.12117499999999999,0.
0.12222,0.
0.12326499999999999,0.
0.12430999999999999,0.
0.125355,0.
0.12639999999999998,0.
0.127445,0.
0.12849,0.
0.12953499999999998,0.
0.13058,0.
0.131625,0.
0.13266999999999998,0.
0.133715,0.
0.13476,0.
0.13580499999999998,0.
0.13685,0.
0.137895,0.
0.13893999999999998,0.
0.139985,0.
0.14103,0.
0.14207499999999998,0.
0.14312,0.
0.144165,0.
0.14520999999999998,0.
0.146255,0.
0.1473,0.
0.14834499999999998,0.
0.14939,0.
0.15043499999999999,6.750919642888391
0.15148,6.757520751757853
0.152525,6.764191492478707
0.15356999999999998,6.77093252394103
0.154615,6.777744516857306
0.15566,6.78462815401538
0.15670499999999998,6.791584130538428
0.15775,6.7986131541522346
0.158795,6.805715945459944
0.15983999999999998,6.812893238224623
0.160885,6.820145779659819
0.16193,6.827474330728429
0.16297499999999998,6.83487966645014
0.16402,6.842362576217747
0.165065,6.849923864122635
