ma_GeV,gl,gtau
8.31763771102671e-06,1.6535633795264145e-09,5.779405887841679e-06
8.511380382023768e-06,1.6535615131732693e-09,5.779405348106013e-06
8.709635899560802e-06,1.6535595625404873e-09,5.779404795798422e-06
8.912509381337458e-06,1.6535575237416406e-09,5.7794042306261195e-06
9.120108393559098e-06,1.6535553927090837e-09,5.779403652289387e-06
9.332543007969904e-06,1.6535531651855264e-09,5.779403060481654e-06
9.549925860214359e-06,1.6535508367150776e-09,5.779402454889112e-06
9.772372209558113e-06,1.6535484026339712e-09,5.779401835190681e-06
1e-05,1.6535458580608133e-09,5.7794012010578275e-06
1.023292992280754e-05,1.653543197886347e-09,5.779400552154313e-06
1.0471285480508996e-05,1.653540416762795e-09,5.7793998881361035e-06
1.0715193052376065e-05,1.6535375090926498e-09,5.779399208651142e-06
1.0964781961431852e-05,1.6535344690169552e-09,5.779398513339153e-06
1.1220184543019637e-05,1.6535312904030604e-09,5.779397801831537e-06
1.1481536214968829e-05,1.6535279668317312e-09,5.779397073751022e-06
1.1748975549395297e-05,1.6535244915837258e-09,5.7793963287115885e-06
1.202264434617413e-05,1.6535208576257152e-09,5.7793955663182314e-06
1.2302687708123819e-05,1.6535170575955227e-09,5.779394786166755e-06
1.2589254117941676e-05,1.6535130837866735e-09,5.779393987843507e-06
1.288249551693134e-05,1.6535089281322498e-09,5.779393170925233e-06
1.3182567385564074e-05,1.6535045821879465e-09,5.7793923349788326e-06
1.348962882591654e-05,1.653500037114339e-09,5.779391479561078e-06
1.3803842646028852e-05,1.6534952836583378e-09,5.7793906042184594e-06
1.4125375446227548e-05,1.6534903121337291e-09,5.779389708486858e-06
1.4454397707459272e-05,1.6534851124008545e-09,5.779388791891403e-06
1.4791083881682072e-05,1.6534796738452663e-09,5.7793878539461e-06
1.5135612484362082e-05,1.6534739853554426e-09,5.77938689415369e-06
1.5488166189124814e-05,1.653468035299401e-09,5.7793859120052895e-06
1.584893192461113e-05,1.653461811500256e-09,5.779384906980203e-06
1.62181009735893e-05,1.6534553012105717e-09,5.779383878545574e-06
1.6595869074375605e-05,1.653448491085559e-09,5.7793828261561576e-06
1.6982436524617442e-05,1.6534413671549652e-09,5.779381749253966e-06
1.7378008287493757e-05,1.6534339147936938e-09,5.779380647268101e-06
1.7782794100389232e-05,1.6534261186909545e-09,5.779379519614271e-06
1.819700858609984e-05,1.6534179628180593e-09,5.77937836569466e-06
1.8620871366628678e-05,1.6534094303946124e-09,5.779377184897481e-06
1.9054607179632474e-05,1.653400503853147e-09,5.779375976596665e-06
1.949844599758046e-05,1.6533911648021216e-09,5.779374740151635e-06
1.99526231496888e-05,1.6533813939871116e-09,5.779373474906881e-06
2.0417379446695294e-05,1.653371171250189e-09,5.779372180191562e-06
2.0892961308540396e-05,1.6533604754874312e-09,5.779370855319293e-06
2.1379620895022326e-05,1.653349284604354e-09,5.779369499587662e-06
2.187761623949553e-05,1.6533375754692863e-09,5.779368112277887e-06
2.2387211385683403e-05,1.6533253238645487e-09,5.779366692654503e-06
2.2908676527677735e-05,1.653312504435269e-09,5.779365239964799e-06
2.344228815319923e-05,1.6532990906358874e-09,5.7793637534386794e-06
2.3988329190194914e-05,1.6532850546740106e-09,5.77936223228801e-06
2.4547089156850313e-05,1.6532703674517072e-09,5.77936067570633e-06
2.5118864315095812e-05,1.653254998504001e-09,5.779359082868427e-06
2.570395782768863e-05,1.6532389159344209e-09,5.779357452929798e-06
2.630267991895381e-05,1.6532220863475952e-09,5.779355785026377e-06
2.6915348039269153e-05,1.6532044747785253e-09,5.779354078273834e-06
2.7542287033381663e-05,1.6531860446186832e-09,5.779352331767399e-06
2.8183829312644532e-05,1.6531667575384406e-09,5.779350544581088e-06
2.8840315031266056e-05,1.6531465734059797e-09,5.779348715767464e-06
2.9512092266663854e-05,1.6531254502022538e-09,5.77934684435697e-06
3.0199517204020165e-05,1.6531033439319834e-09,5.779344929357439e-06
3.090295432513591e-05,1.6530802085304542e-09,5.779342969753687e-06
3.1622776601683795e-05,1.6530559957658174e-09,5.779340964506781e-06
3.235936569296282e-05,1.6530306551368847e-09,5.779338912553694e-06
3.311311214825912e-05,1.6530041337659614e-09,5.779336812806559e-06
3.3884415613920256e-05,1.6529763762866882e-09,5.7793346641522205e-06
3.467368504525317e-05,1.6529473247265251e-09,5.779332465451585e-06
3.5481338923357554e-05,1.6529169183836711e-09,5.779330215539029e-06
3.630780547701014e-05,1.6528850936981507e-09,5.779327913221804e-06
3.7153522909717264e-05,1.6528517841167698e-09,5.77932555727935e-06
3.8018939632056124e-05,1.6528169199516774e-09,5.779323146462692e-06
3.890451449942807e-05,1.6527804282322135e-09,5.779320679493805e-06
3.981071705534973e-05,1.652742232549683e-09,5.779318155064839e-06
4.073802778041128e-05,1.6527022528948085e-09,5.779315571837545e-06
4.1686938347033545e-05,1.6526604054874007e-09,5.779312928442473e-06
4.2657951880159284e-05,1.6526166025979582e-09,5.7793102234782875e-06
4.365158322401661e-05,1.6525707523607696e-09,5.7793074555110196e-06
4.4668359215096335e-05,1.6525227585781161e-09,5.77930462307331e-06
4.570881896148752e-05,1.6524725205151408e-09,5.779301724663639e-06
4.677351412871981e-05,1.6524199326849483e-09,5.77929875874552e-06
4.7863009232263824e-05,1.6523648846234358e-09,5.779295723746656e-06
4.897788193684463e-05,1.652307260653409e-09,5.779292618058166e-06
5.011872336272722e-05,1.6522469396374082e-09,5.779289440033686e-06
5.128613839913649e-05,1.6521837947187305e-09,5.779286187988512e-06
5.248074602497726e-05,1.6521176930500843e-09,5.779282860198747e-06
5.370317963702528e-05,1.6520484955092059e-09,5.779279454900272e-06
5.495408738576245e-05,1.6519760564009534e-09,5.7792759702879876e-06
5.623413251903491e-05,1.65190022314501e-09,5.779272404514689e-06
5.75439937337157e-05,1.6518208359486871e-09,5.779268755690165e-06
5.8884365535558894e-05,1.6517377274640032e-09,5.7792650218802146e-06
6.0255958607435786e-05,1.6516507224282653e-09,5.7792612011055895e-06
6.165950018614822e-05,1.6515596372873709e-09,5.779257291340932e-06
6.309573444801933e-05,1.651464279801002e-09,5.779253290513756e-06
6.456542290346557e-05,1.6513644486287469e-09,5.779249196503286e-06
6.606934480075962e-05,1.6512599328962938e-09,5.7792450071393775e-06
6.760829753919819e-05,1.6511505117406682e-09,5.779240720201396e-06
6.918309709189367e-05,1.651035953833421e-09,5.779236333416885e-06
7.07945784384138e-05,1.6509160168808615e-09,5.779231844460635e-06
7.244359600749905e-05,1.650790447099897e-09,5.779227250953143e-06
7.413102413009178e-05,1.650658978668582e-09,5.779222550459611e-06
7.585775750291839e-05,1.65052133314985e-09,5.779217740488483e-06
7.762471166286919e-05,1.6503772188872643e-09,5.7792128184902425e-06
7.94328234724282e-05,1.65022633037124e-09,5.779207781855949e-06
8.128305161640996e-05,1.6500683475743925e-09,5.779202627915976e-06
8.317637711026708e-05,1.649902935254305e-09,5.779197353938512e-06
8.511380382023764e-05,1.6497297422221716e-09,5.779191957128155e-06
8.709635899560806e-05,1.6495484005755145e-09,5.779186434624411e-06
8.912509381337456e-05,1.649358524893158e-09,5.779180783500144e-06
9.120108393559096e-05,1.649159711390578e-09,5.779175000760172e-06
9.332543007969911e-05,1.6489515370334315e-09,5.779169083339493e-06
9.54992586021436e-05,1.6487335586072966e-09,5.779163028101742e-06
9.772372209558107e-05,1.6485053117412439e-09,5.779156831837611e-06
0.0001,1.6482663098828074e-09,5.779150491263034e-06
0.00010232929922807547,1.6480160432218712e-09,5.779144003017456e-06
0.00010471285480508996,1.6477539775607897e-09,5.7791373636621235e-06
0.00010715193052376071,1.6474795531278495e-09,5.779130569678252e-06
0.00010964781961431851,1.6471921833310526e-09,5.77912361746507e-06
0.00011220184543019631,1.6468912534491366e-09,5.779116503338056e-06
0.0001148153621496883,1.6465761192563255e-09,5.779109223526869e-06
0.00011748975549395292,1.6462461055773294e-09,5.77910177417344e-06
0.00012022644346174132,1.645900504768736e-09,5.779094151329824e-06
0.00012302687708123813,1.645538575122846e-09,5.779086350956226e-06
0.00012589254117941677,1.6451595391896115e-09,5.779078368918817e-06
0.00012882495516931337,1.6447625820121513e-09,5.779070200987505e-06
0.00013182567385564074,1.6443468492710879e-09,5.7790618428337885e-06
0.00013489628825916533,1.6439114453324769e-09,5.779053290028334e-06
0.00013803842646028852,1.6434554311940087e-09,5.779044538038801e-06
0.0001412537544622754,1.6429778223235037e-09,5.779035582227273e-06
0.0001445439770745928,1.6424775863837046e-09,5.779026417847933e-06
0.0001479108388168207,1.6419536408366158e-09,5.779017040044501e-06
0.00015135612484362088,1.6414048504204173e-09,5.779007443847636e-06
0.0001548816618912481,1.64083002449145e-09,5.778997624172373e-06
0.00015848931924611145,1.6402279142231833e-09,5.778987575815385e-06
0.00016218100973589298,1.6395972096536142e-09,5.778977293452227e-06
0.00016595869074375615,1.6389365365718831e-09,5.778966771634595e-06
0.00016982436524617443,1.6382444532342101e-09,5.778956004787316e-06
0.00017378008287493763,1.6375194468986449e-09,5.778944987205534e-06
0.0001778279410038923,1.63675993016719e-09,5.778933713051596e-06
0.00018197008586099843,1.6359642371231521e-09,5.778922176352009e-06
0.00018620871366628676,1.6351306192505555e-09,5.7789103709942735e-06
0.00019054607179632484,1.6342572411214979e-09,5.778898290723666e-06
0.00019498445997580453,1.633342175836143e-09,5.7788859291398595e-06
0.0001995262314968881,1.6323834001990124e-09,5.778873279693699e-06
0.00020417379446695298,1.6313787896135811e-09,5.77886033568356e-06
0.00020892961308540385,1.6303261126761366e-09,5.778847090251885e-06
0.00021379620895022324,1.6292230254479311e-09,5.778833536381635e-06
0.0002187761623949552,1.6280670653829602e-09,5.7788196668924284e-06
0.00022387211385683402,1.6268556448868938e-09,5.778805474436835e-06
0.00022908676527677726,1.6255860444803668e-09,5.778790951496559e-06
0.0002344228815319923,1.6242554055373907e-09,5.7787760903783e-06
0.00023988329190194896,1.6228607225672837e-09,5.778760883209814e-06
0.0002454708915685031,1.6213988350052202e-09,5.7787453219357374e-06
0.000251188643150958,1.6198664184734112e-09,5.778729398313288e-06
0.0002570395782768864,1.61825997547126e-09,5.778713103907987e-06
0.0002630267991895381,1.6165758254486035e-09,5.778696430089093e-06
0.0002691534803926917,1.6148100942117616e-09,5.778679368025129e-06
0.0002754228703338166,1.6129587026067877e-09,5.778661908679265e-06
0.0002818382931264455,1.6110173544185278e-09,5.778644042804375e-06
0.0002884031503126605,1.6089815234177787e-09,5.778625760938329e-06
0.0002951209226666387,1.6068464394811176e-09,5.7786070533989535e-06
0.00030199517204020164,1.6046070736998369e-09,5.778587910278806e-06
0.00030902954325135926,1.6022581223849603e-09,5.7785683214401384e-06
0.00031622776601683805,1.5997939898642333e-09,5.77854827650941e-06
0.0003235936569296285,1.5972087699549635e-09,5.7785277648718105e-06
0.0003311311214825911,1.5944962259823089e-09,5.778506775665779e-06
0.00033884415613920284,1.5916497691963394e-09,5.778485297777121e-06
0.0003467368504525317,1.5886624354228063e-09,5.778463319833327e-06
0.0003548133892335757,1.5855268597606593e-09,5.778440830197362e-06
0.0003630780547701014,1.5822352491148754e-09,5.7784178169616855e-06
0.0003715352290971724,1.5787793523238107e-09,5.77839426794196e-06
0.0003801893963205612,1.5751504276067226e-09,5.778370170670525e-06
0.0003890451449942805,1.5713392070177125e-09,5.778345512389992e-06
0.0003981071705534973,1.5673358575457026e-09,5.778320280046286e-06
0.00040738027780411266,1.563129938445825e-09,5.778294460282042e-06
0.00041686938347033556,1.558710354322482e-09,5.778268039429351e-06
0.0004265795188015926,1.5540653034079539e-09,5.778241003502674e-06
0.0004365158322401661,1.549182220388391e-09,5.7782133381914065e-06
0.00044668359215096305,1.5440477130193147e-09,5.778185028852431e-06
0.0004570881896148752,1.5386474916400732e-09,5.778156060502297e-06
0.0004677351412871981,1.5329662905364708e-09,5.778126417809419e-06
0.0004786300923226386,1.5269877799053153e-09,5.778096085085986e-06
0.0004897788193684461,1.5206944669355395e-09,5.778065046279634e-06
0.0005011872336272725,1.5140675842261275e-09,5.778033284965158e-06
0.0005128613839913648,1.50708696339575e-09,5.778000784335684e-06
0.0005248074602497729,1.4997308912838376e-09,5.777967527193957e-06
0.0005370317963702526,1.4919759455701699e-09,5.777933495943271e-06
0.0005495408738576249,1.483796805915444e-09,5.7778986725781724e-06
0.0005623413251903491,1.475166035800359e-09,5.7778630386750295e-06
0.0005754399373371574,1.4660538290499415e-09,5.777826575382383e-06
0.000588843655355589,1.4564277134827923e-09,5.777789263410936e-06
0.0006025595860743581,1.446252202095228e-09,5.777751083023526e-06
0.0006165950018614822,1.4354883794982244e-09,5.777712014024746e-06
0.0006309573444801936,1.4240934077142029e-09,5.777672035750239e-06
0.0006456542290346557,1.4120199305362165e-09,5.777631127055993e-06
0.0006606934480075957,1.399215348899497e-09,5.777589266307082e-06
0.000676082975391982,1.385620930281024e-09,5.777546431366487e-06
0.0006918309709189363,1.3711707017448018e-09,5.777502599583352e-06
0.0007079457843841381,1.355790056882974e-09,5.7774577477811265e-06
0.0007244359600749899,1.3393939783457633e-09,5.777411852245472e-06
0.0007413102413009178,1.3218847346106007e-09,5.777364888711737e-06
0.0007585775750291835,1.3031488431451415e-09,5.7773168323523486e-06
0.0007762471166286918,1.2830529864896766e-09,5.777267657763663e-06
0.0007943282347242813,1.261438394586177e-09,5.7772173389528345e-06
0.0008128305161640996,1.2381129121423913e-09,5.7771658493240244e-06
0.0008317637711026708,1.2128394472284647e-09,5.777113161664603e-06
0.0008511380382023769,1.1853185225247581e-09,5.777059248130832e-06
0.0008709635899560804,1.1551607200194918e-09,5.77700408023338e-06
0.0008912509381337459,1.1218406949112084e-09,5.776947628822328e-06
0.0009120108393559096,1.0846148150436541e-09,5.776889864071965e-06
0.0009332543007969914,1.0423591185493454e-09,5.776830755465194e-06
0.0009549925860214361,9.932053700045052e-10,5.776770271777626e-06
0.0009772372209558113,9.335384682388308e-10,5.776708381061168e-06
0.001,8.539715947955484e-10,5.77664505062749e-06
0.0010232929922807548,6.729017081649568e-10,5.776580247030798e-06
0.0010471285480508996,6.916159094324917e-10,5.776513936050512e-06
0.0010715193052376073,7.108952718127571e-10,5.776446082673337e-06
0.0010964781961431851,7.307583118360996e-10,5.776376651075043e-06
0.0011220184543019643,7.512241939034094e-10,5.776305604601733e-06
0.0011481536214968829,7.723127540517695e-10,5.776232905750889e-06
0.0011748975549395304,7.94044524626888e-10,5.776158516151683e-06
0.0012022644346174132,8.164407598986069e-10,5.776082396545043e-06
0.0012302687708123812,8.395234626573037e-10,5.776004506763297e-06
0.0012589254117941675,8.633154118305481e-10,5.775924805709217e-06
0.0012882495516931337,8.878401911611706e-10,5.7758432513346374e-06
0.0013182567385564073,9.131222189896271e-10,5.775759800618682e-06
0.0013489628825916532,9.391867791853428e-10,5.7756744095453285e-06
0.0013803842646028853,9.660600532737713e-10,5.775587033080605e-06
0.001412537544622754,9.937691538078229e-10,5.7754976251492415e-06
0.001445439770745928,1.0223421590345147e-09,5.775406138610687e-06
0.0014791083881682072,1.0518081489099134e-09,5.775312525234796e-06
0.0015135612484362085,1.0821972425177491e-09,5.7752167356767815e-06
0.0015488166189124813,1.1135406369495347e-09,5.77511871945159e-06
0.001584893192461114,1.145870647706679e-09,5.775018424907894e-06
0.0016218100973589297,1.1792207506876146e-09,5.774915799201356e-06
0.0016595869074375615,1.213625625825914e-09,5.77481078826719e-06
0.0016982436524617445,1.249121202448346e-09,5.774703336792417e-06
0.0017378008287493765,1.2857447064247974e-09,5.774593388187169e-06
0.0017782794100389228,1.3235347091854136e-09,5.774480884555528e-06
0.0018197008586099846,1.362531178683677e-09,5.7743657666656856e-06
0.0018620871366628682,1.4027755323877138e-09,5.7742479739194365e-06
0.0019054607179632482,1.4443106923859836e-09,5.774127444320914e-06
0.0019498445997580454,1.4871811426974483e-09,5.774004114444708e-06
0.0019952623149688807,1.5314329888805602e-09,5.77387791940333e-06
0.0020417379446695293,1.5771140200396532e-09,5.773748792813692e-06
0.002089296130854041,1.6242737733323375e-09,5.773616666763238e-06
0.0021379620895022326,1.6729636010858058e-09,5.773481471774884e-06
0.0021877616239495516,1.7232367406357947e-09,5.773343136771576e-06
0.00223872113856834,1.7751483870066998e-09,5.7732015890397155e-06
0.0022908676527677724,1.8287557685575965e-09,5.773056754192116e-06
0.002344228815319923,1.884118225724546e-09,5.772908556129777e-06
0.0023988329190194903,1.9412972929962e-09,5.7727569170030895e-06
0.002454708915685031,2.0003567842662697e-09,5.772601757172099e-06
0.00251188643150958,2.0613628817134654e-09,5.772442995165846e-06
0.002570395782768865,2.124384228367155e-09,5.77228054764083e-06
0.0026302679918953817,2.1894920245246825e-09,5.772114329338597e-06
0.002691534803926917,2.2567601281947754e-09,5.771944253042345e-06
0.0027542287033381664,2.3262651597501737e-09,5.771770229532643e-06
0.0028183829312644552,2.3980866109819857e-09,5.771592167542059e-06
0.0028840315031266055,2.472306958758163e-09,5.771409973708991e-06
0.0029512092266663873,2.549011783498781e-09,5.771223552530179e-06
0.0030199517204020166,2.628289892692174e-09,5.771032806312596e-06
0.003090295432513592,2.710233449687183e-09,5.770837635123849e-06
0.00316227766016838,2.7949381080097752e-09,5.77063793674188e-06
0.0032359365692962846,2.882593543862755e-09,5.77061456159377e-06
0.0033113112148259113,2.97322268170261e-09,5.770595321492424e-06
0.0033884415613920278,3.066933459287719e-09,5.770580533148323e-06
0.0034673685045253167,3.163837985713224e-09,5.770570531064663e-06
0.0035481338923357567,3.2640527147677044e-09,5.7705656684484945e-06
0.0036307805477010144,3.3676986262347654e-09,5.7705663181673825e-06
0.0037153522909717284,3.474901415553399e-09,5.7705728737535845e-06
0.003801893963205613,3.585791692276357e-09,5.7705857504584935e-06
0.0038904514499428053,3.7005051877921246e-09,5.770605386359672e-06
0.0039810717055349725,3.819182972805055e-09,5.770632243523297e-06
0.004073802778041127,3.9419716850984686e-09,5.770666809224676e-06
0.004168693834703355,4.069023768138828e-09,5.770709597229877e-06
0.004265795188015926,4.20049772111398e-09,5.7707611491416776e-06
0.004365158322401661,4.336558361036397e-09,5.7708220358131214e-06
0.0044668359215096305,4.477377097582531e-09,5.770892858831933e-06
0.004570881896148753,4.6231322213836555e-09,5.77097425207993e-06
0.004677351412871981,4.774009206529314e-09,5.771066883370922e-06
0.0047863009232263845,4.930201028095646e-09,5.771171456171295e-06
0.004897788193684462,5.091908495564265e-09,5.771288711407825e-06
0.0050118723362727255,5.25934060305603e-09,5.771419429367004e-06
0.005128613839913649,5.43271670970105e-09,5.7715663570648215e-06
0.005248074602497728,5.6122620475034895e-09,5.771728884968719e-06
0.005370317963702527,5.798212529088059e-09,5.771907953614373e-06
0.005495408738576249,5.990813850670345e-09,5.7721045531439745e-06
0.005623413251903492,6.190321943538762e-09,5.77231972582854e-06
0.005754399373371573,6.3970034494909e-09,5.772554568720456e-06
0.005888436553555891,6.611136221713307e-09,5.772810236443314e-06
0.0060255958607435805,6.833009852702742e-09,5.773087944126477e-06
0.006165950018614822,7.062926230943003e-09,5.77338897049273e-06
0.006309573444801936,7.301200128177966e-09,5.773714661107246e-06
0.006456542290346557,7.5481643938462e-09,5.774069931189898e-06
0.006606934480075965,7.804158303930591e-09,5.774453591167759e-06
0.00676082975391982,8.069539346047978e-09,5.774867262895142e-06
0.006918309709189364,8.34468061185657e-09,5.775312652904787e-06
0.007079457843841381,8.629971572665257e-09,5.7757915567789375e-06
0.007244359600749898,8.925818900259687e-09,5.776305863756123e-06
0.0074131024130091785,9.232647336053298e-09,5.776857561587328e-06
0.007585775750291836,9.550900611918814e-09,5.777448741656714e-06
0.007762471166286921,9.881042426325082e-09,5.778081604382865e-06
0.007943282347242814,1.0223557479696727e-08,5.778758464917693e-06
0.008128305161640996,1.0578977821207378e-08,5.779495552606015e-06
0.008317637711026709,1.0947816159914176e-08,5.780284876069055e-06
0.00851138038202377,1.133062823797071e-08,5.781129349715987e-06
0.008709635899560806,1.1727995761642e-08,5.782032041304904e-06
0.00891250938133746,1.2140527818949392e-08,5.782996180157014e-06
0.009120108393559097,1.2568862389519116e-08,5.784025165848064e-06
0.009332543007969915,1.3013667953698352e-08,5.785122577408697e-06
0.009549925860214359,1.3475645208625013e-08,5.786292183068692e-06
0.009772372209558114,1.395552889961388e-08,5.787537950581545e-06
0.01,1.4454089775974525e-08,5.788864058170247e-06
0.010232929922807535,1.497209505603591e-08,5.790258808160555e-06
0.010471285480509008,1.5510422407848435e-08,5.791739139800186e-06
0.01071519305237607,1.6069961743265616e-08,5.793309675770184e-06
0.010964781961431852,1.6651648016116608e-08,5.794975284624764e-06
0.011220184543019629,1.7256463941128264e-08,5.79674109459244e-06
0.01148153621496884,1.7884747535454845e-08,5.798387062131327e-06
0.011748975549395304,1.8538212796224452e-08,5.800138633646623e-06
0.012022644346174132,1.921799852732662e-08,5.802001629012262e-06
0.012302687708123811,1.992530386260293e-08,5.803982183973921e-06
0.012589254117941663,2.06613921118612e-08,5.806086768453113e-06
0.01288249551693135,2.1426493365949905e-08,5.808023615979463e-06
0.013182567385564073,2.2223020669549756e-08,5.810095428165831e-06
0.013489628825916533,2.3052450129119904e-08,5.81230988281589e-06
0.013803842646028842,2.3916340304897718e-08,5.8146750866280834e-06
0.014125375446227556,2.4816337799824397e-08,5.817199601163875e-06
0.014454397707459281,2.575211700664665e-08,5.819425532368396e-06
0.014791083881682073,2.6727374966777606e-08,5.821817216328761e-06
