ma_GeV,gl,gtau
0.00223065320024569,1.1357751232936522e-09,3.7110704876471507e-06
0.0031749885269671345,1.0824826823350913e-09,2.2229933792580917e-06
0.004306717067640506,1.0535787418384775e-09,1.4284495331547669e-06
0.0062290969040821355,1.0400935139920146e-09,8.378327880752742e-07
0.007892462799457538,1.0857058453101972e-09,6.19525978025959e-07
0.009801424493146435,1.1174109794738157e-09,4.613285732675448e-07
0.012026503245705061,1.1626635107149712e-09,3.508385912878878e-07
0.014697632591075404,1.2040732231381727e-09,2.649447515541061e-07
0.01781849748706982,1.269330755280653e-09,2.0433806639403905e-07
0.021602040378224108,1.411496746719969e-09,1.6437485191502434e-07
0.024364616607841665,1.5336660904038913e-09,1.4486246472342983e-07
0.02930211407145677,1.8484236285874402e-09,1.2500530448785658e-07
0.03137008384313731,1.986518383076856e-09,1.1817803379920318e-07
0.03385452499872487,2.190300985064049e-09,1.1251059956063284e-07
0.036978070905135385,2.50167416563706e-09,1.0786938923671304e-07
0.03974688844310215,2.819202052742773e-09,1.048819280506605e-07
0.04376379576087581,3.334836771154596e-09,1.0126349541294064e-07
0.04704070994987101,3.819397968798911e-09,9.915238417246528e-08
0.05117516286148502,4.732295788296856e-09,1.0197497982320378e-07
0.054131427167087305,5.669494526317495e-09,1.078649391492234e-07
0.05567299678704577,6.378678755873741e-09,1.1409552367572344e-07
0.0563470365411273,7.073798565050765e-09,1.232549374717405e-07
0.0563470365411273,7.641687505833903e-09,1.331499203785115e-07
0.0563470365411273,8.371888205002727e-09,1.4587304794430593e-07
0.056121454725667,9.285746030181956e-09,1.632134090801934e-07
0.05522812240704211,9.753868026792592e-09,1.7755885770536996e-07
0.054131427167087305,1.0296525082946944e-08,1.9589648536831984e-07
0.05179474679231213,1.2191921557587218e-08,2.55789751811367e-07
0.04877006227022365,1.3169626045784862e-08,3.1575485901020204e-07
0.04519103258750683,1.434828361464681e-08,4.065462836084448e-07
0.039746888443102237,1.59652227926636e-08,5.939493931000195e-07
0.03757620287812718,1.6489223355108532e-08,6.882968108562994e-07
0.03399060424414169,1.7387932397069512e-08,8.862062255330787e-07
0.03149617680525084,1.852977539146204e-08,1.0939565774612854e-06
0.027480484808533403,2.070503383876384e-08,1.5759389308140518e-06
0.024560878824173245,2.2566988257484757e-08,2.101556768372407e-06
0.021951460202346975,2.3884690300859153e-08,2.705818207066951e-06
0.01993662169052273,2.5199827880809175e-08,3.3636575731219353e-06
0.018847828614809704,2.5842016568436117e-08,3.7900202440386026e-06
