ma_GeV,gagg_TeV-1
1.021349338436818e-05,90.4240912814858
1.043154471125328e-05,90.4240912814858
1.0654251289712624e-05,90.4240912814858
1.0881712506287626e-05,90.4240912814858
1.1114029869356516e-05,90.4240912814858
1.1351307054434312e-05,90.4240912814858
1.1593649950439669e-05,90.4240912814858
1.1841166706949628e-05,90.4240912814858
1.2093967782463078e-05,90.4240912814858
1.2352165993694855e-05,90.4240912814858
1.2615876565922026e-05,90.4240912814858
1.2885217184405017e-05,90.4240912814858
1.3160308046906782e-05,90.4240912814858
1.3441271917332974e-05,90.4240912814858
1.3728234180517442e-05,90.4240912814858
1.40213228981772e-05,90.4240912814858
1.432066886606232e-05,90.4240912814858
1.4626405672325488e-05,90.4240912814858
1.4938669757138159e-05,90.4240912814858
1.525760047357916e-05,90.4240912814858
1.5583340149823387e-05,90.4240912814858
1.5916034152658022e-05,90.4240912814858
1.6255830952355104e-05,90.4240912814858
1.6602882188928633e-05,90.4240912814858
1.695734273980669e-05,90.4240912814858
1.731937078894794e-05,90.4240912814858
1.768912789743393e-05,90.4240912814858
1.806677907556844e-05,90.4240912814858
1.8452492856515974e-05,90.4240912814858
1.884644137151274e-05,90.4240912814858
1.9248800426682813e-05,90.4240912814858
1.9659749581494832e-05,90.4240912814858
2.0079472228893256e-05,90.4240912814858
2.0508155677140627e-05,90.4240912814858
2.094599123340685e-05,90.4240912814858
2.1393174289143522e-05,90.4240912814858
2.184990440728028e-05,90.4240912814858
2.2316385411283428e-05,90.4240912814858
2.2792825476115385e-05,90.4240912814858
2.3279437221136346e-05,90.4240912814858
2.3776437804989043e-05,90.4240912814858
2.4284049022509708e-05,90.4240912814858
2.48024974037076e-05,90.4240912814858
2.5332014314857653e-05,90.4240912814858
2.5872836061751866e-05,90.4240912814858
2.6425203995154514e-05,90.4240912814858
2.698936461850908e-05,90.4240912814858
2.756556969794431e-05,90.4240912814858
2.8154076374629475e-05,90.4240912814858
2.8755147279527463e-05,90.4240912814858
2.936905065059864e-05,90.4240912814858
2.999606045250632e-05,90.4240912814858
3.063645649887819e-05,90.4240912814858
3.1290524577177595e-05,90.4240912814858
3.1958556576241395e-05,90.4240912814858
3.264085061653977e-05,90.4240912814858
3.3337711183217896e-05,90.4240912814858
3.40494492619773e-05,90.4240912814858
3.477638247785852e-05,90.4240912814858
3.5518835236986624e-05,90.4240912814858
3.6277138871342626e-05,90.4240912814858
3.705163178662644e-05,90.4240912814858
3.784265961327549e-05,90.4240912814858
3.865057536070862e-05,90.4240912814858
3.9475739574862124e-05,90.4240912814858
4.0318520499089626e-05,90.4240912814858
4.1179294238496476e-05,90.4240912814858
4.205844492778353e-05,90.4240912814858
4.295636490267305e-05,90.4240912814858
4.387345487499567e-05,90.4240912814858
4.4810124111514414e-05,90.4240912814858
4.5766790616566954e-05,90.4240912814858
4.674388131860712e-05,90.4240912814858
4.774183226072862e-05,90.4240912814858
4.876108879525671e-05,90.4240912814858
4.980210578249438e-05,90.4240912814858
5.086534779371106e-05,90.4240912814858
5.195128931846545e-05,90.4240912814858
5.3060414976354525e-05,90.4240912814858
5.4193219733282724e-05,90.4240912814858
5.5350209122349534e-05,90.4240912814858
5.653189946945122e-05,90.4240912814858
5.773881812370071e-05,90.4240912814858
5.897150369276548e-05,90.4240912814858
6.023050628323051e-05,90.4240912814858
6.15163877460921e-05,90.4240912814858
6.282972192749407e-05,90.4240912814858
6.41710949248153e-05,90.4240912814858
6.554110534822636e-05,90.4240912814858
6.694036458782878e-05,90.4240912814858
6.836949708649833e-05,90.4240912814858
6.982914061855316e-05,90.4240912814858
7.13199465743708e-05,90.4240912814858
7.284258025108297e-05,90.4240912814858
7.439772114947442e-05,90.4240912814858
7.598606327722256e-05,90.4240912814858
7.760831545860945e-05,90.4240912814858
7.92652016508468e-05,90.4240912814858
8.095746126715336e-05,90.4240912814858
8.268584950673156e-05,90.4240912814858
8.445113769178657e-05,90.4240912814858
8.625411361174285e-05,90.4240912814858
8.809558187480768e-05,90.4240912814858
8.997636426704137e-05,90.4240912814858
9.189730011909303e-05,90.4240912814858
9.385924668076559e-05,90.4240912814858
9.586307950357804e-05,90.4240912814858
9.79096928314955e-05,90.4240912814858
0.0001,90.4240912814858
0.0001021349338436819,90.4240912814858
0.0001043154471125328,90.4240912814858
0.00010654251289712624,90.4240912814858
0.00010881712506287615,90.4240912814858
0.00011114029869356516,90.4240912814858
0.00011351307054434311,90.4240912814858
0.00011593649950439681,90.4240912814858
0.00011841166706949628,90.4240912814858
0.00012093967782463078,90.4240912814858
0.00012352165993694867,90.4240912814858
0.00012615876565922013,90.4240912814858
0.00012885217184405016,90.4240912814858
0.00013160308046906795,90.4240912814858
0.00013441271917332987,90.4240912814858
0.0001372823418051744,90.4240912814858
0.000140213228981772,90.4240912814858
0.00014320668866062307,90.4240912814858
0.00014626405672325487,90.4240912814858
0.0001493866975713816,90.4240912814858
0.00015257600473579175,90.4240912814858
0.00015583340149823388,90.4240912814858
0.0001591603415265802,90.4240912814858
0.00016255830952355087,90.4240912814858
0.00016602882188928634,90.4240912814858
0.0001695734273980669,90.4240912814858
0.00017319370788947957,90.4240912814858
0.00017689127897433946,90.4240912814858
0.00018066779075568443,90.4240912814858
0.00018452492856515994,90.4240912814858
0.00018846441371512718,90.4240912814858
0.00019248800426682812,90.4240912814858
0.0001965974958149483,90.4240912814858
0.00020079472228893275,90.4240912814858
0.00020508155677140627,90.4240912814858
0.0002094599123340685,90.4240912814858
0.000213931742891435,90.4240912814858
0.0002184990440728028,90.4240912814858
0.00022316385411283427,90.4240912814858
0.00022792825476115408,90.4240912814858
0.00023279437221136346,90.4240912814858
0.00023776437804989045,90.4240912814858
0.00024284049022509733,90.4240912814858
0.0002480249740370757,90.4240912814858
0.0002533201431485765,90.4240912814858
0.0002587283606175189,90.4240912814858
0.0002642520399515454,90.4240912814858
0.0002698936461850908,90.4240912814858
0.0002756556969794431,90.4240912814858
0.0002815407637462945,90.4240912814858
0.00028755147279527465,90.4240912814858
0.0002936905065059864,90.4240912814858
0.0002999606045250635,90.4240912814858
0.00030636456498878194,90.4240912814858
0.00031290524577177596,90.4240912814858
0.00031958556576241364,90.4240912814858
0.00032640850616539766,90.4240912814858
0.000333377111832179,90.4240912814858
0.0003404944926197734,90.4240912814858
0.00034776382477858555,90.4240912814858
0.00035518835236986624,90.4240912814858
0.00036277138871342664,90.4240912814858
0.00037051631786626406,90.4240912814858
0.00037842659613275493,90.4240912814858
0.00038650575360708617,90.4240912814858
0.0003947573957486216,90.4240912814858
0.00040318520499089624,90.4240912814858
0.00041179294238496473,90.4240912814858
0.0004205844492778349,90.4240912814858
0.0004295636490267305,90.4240912814858
0.0004387345487499567,90.4240912814858
0.00044810124111514457,90.4240912814858
0.0004576679061656705,90.4240912814858
0.00046743881318607125,90.4240912814858
0.0004774183226072857,90.4240912814858
0.0004876108879525666,90.4240912814858
0.0004980210578249438,90.4240912814858
0.0005086534779371111,90.4240912814858
0.000519512893184655,90.4240912814858
0.0005306041497635453,90.4240912814858
0.0005419321973328272,90.4240912814858
0.0005535020912234948,90.4240912814858
0.0005653189946945123,90.4240912814858
0.0005773881812370071,90.4240912814858
0.0005897150369276554,90.4240912814858
0.0006023050628323051,90.4240912814858
0.0006151638774609209,90.4240912814858
0.00062829721927494,90.4240912814858
0.000641710949248153,90.4240912814858
0.0006554110534822635,90.4240912814858
0.0006694036458782885,90.4240912814858
0.0006836949708649839,90.4240912814858
0.0006982914061855316,90.4240912814858
0.0007131994657437088,90.4240912814858
0.000728425802510829,90.4240912814858
0.0007439772114947442,90.4240912814858
0.0007598606327722256,90.4240912814858
0.0007760831545860953,90.4240912814858
0.000792652016508468,90.4240912814858
0.0008095746126715335,90.4240912814858
0.0008268584950673148,90.4240912814858
0.0008445113769178658,90.4240912814858
0.0008625411361174284,90.4240912814858
0.0008809558187480778,90.4240912814858
0.0008997636426704155,90.4240912814858
