ma_GeV,cl_TeV-1,ctau_TeV-1
0.001128837891684686,0.005393918141899469,231968.09594917952
0.001455988332319184,0.0038940017610627096,96837.21190599546
0.0019712279215176923,0.0024818185136969064,32078.768391716378
0.0029404991123107493,0.001576294101231827,8587.152522229386
0.004333532971896583,0.0009390094793183429,2223.345142806
0.006703718811765335,0.0005263544232422767,493.24085014120027
0.009412049672680653,0.00034322621919988857,157.877919638013
0.0108853426726064,0.0002811683075308078,95.57369802314132
0.014040042455483117,0.0002024936117727269,40.67094998334106
0.02119902023849603,0.0001162665065442455,10.03194061867355
0.027013381211329998,8.974011904164403e-05,4.722661613958594
0.03319346818441564,7.322426613158491e-05,2.532596305924597
0.04281332398719378,5.6543463778852186e-05,1.1636791671029152
0.04951500669473116,4.977671842676727e-05,0.7606288375647634
0.059386018675902416,4.3990485605708975e-05,0.4623011751583856
0.0695192796177559,3.820464950947855e-05,0.28932919738247254
0.08439481965653974,3.286567078667616e-05,0.1651692522137233
0.09939588868933606,3.0722760249614254e-05,0.10816996288107637
0.1075422076112558,3.0128151979997618e-05,0.0889176595977846
0.12437607347260109,2.8744871694372308e-05,0.0603856722583009
0.1353876180022539,2.940520327180087e-05,0.04998777967867537
0.15469407652461922,3.0797916629125294e-05,0.03613861692437457
0.176753662298767,3.75321727241848e-05,0.027146534733525043
0.19474830399087453,5.8647951372520636e-05,0.022355326208602287
0.2094366253972667,0.00021667256942090637,0.019324753615711412
0.22936456081891665,2.1666517331708517e-05,0.01706105001104192
0.24816289228368188,1.8275699866003506e-05,0.015730873365510295
0.2604890510826417,1.906165014394312e-05,0.016325461555179308
0.27013381211329884,2.1069625313572198e-05,0.017695340721127283
0.2852746346842457,2.3970926919938065e-05,0.019216261291117708
0.2958370965927309,2.8085035864766916e-05,0.021642635085542105
0.32008340465997515,3.750367464290328e-05,0.02609838465449759
0.3299294268871202,4.466950517828726e-05,0.029751786314768106
0.3484217543538385,6.149304206010327e-05,0.03766283117469664
0.3613222756796248,8.898288763641532e-05,0.05138442285397838
0.3635183310337349,0.00013032513246488304,0.07450845648368291
0.3526699214174645,0.00020892711033584444,0.12550613416711473
0.32793628590208634,0.0003360596679437947,0.22583976274266343
0.29944411996093223,0.0005237769753491964,0.3978727823207509
0.27676123707542194,0.0007394573859736668,0.6096391618826099
0.25118864315095724,0.0011676220726606578,1.0066195743061228
0.22523277049873752,0.0022409528514935944,1.670435786546781
0.2094366253972667,0.026250481071955135,2.3412473501617233
0.176753662298767,0.006935381776520374,5.016271870806174
0.16237767391887176,0.007170342747394402,7.202581501819068
0.1404004245548309,0.00864095917367205,13.353430445911103
0.11993539462092309,0.011279388921644274,25.854299096463098
0.10121925999468749,0.015459356076191397,52.2769803878903
0.08040131611167825,0.02448675486021479,136.47293791443133
0.0670371881176532,0.03526802621680424,288.1669000032882
0.06047542754200923,0.04238768967230082,429.0090577693739
