ma_GeV,cl,ctau
4.928425357873209,12050.039546057284,21919.03015446141
5.0920245398773005,9674.307821248856,18176.677917420944
5.255623721881392,8181.285610408282,15806.673209142495
5.419222903885483,39210.370301654824,77623.8710482732
5.582822085889568,8015.713715149531,16212.562967984108
5.746421267893659,6778.959932611287,13974.84110246243
5.91002044989775,5753.235334506178,12064.237212934831
6.073619631901842,4934.172560202607,10506.790590069646
6.237218813905933,4211.394306258078,9093.300252534833
6.4008179959100175,3711.8250101166186,8116.753054497516
6.564417177914109,3428.110769796761,7583.680241091833
6.7280163599182,3148.3014823911017,7039.185784310272
6.891615541922292,2917.705769354457,6587.929571683968
7.055214723926383,2687.863154148036,6124.326095243587
7.2188139059304675,2479.4121271804643,5697.201474387534
7.382413087934559,2307.0117292540667,5342.848299318784
7.54601226993865,2133.0059459891067,4976.224738753426
7.709611451942742,1988.8766918448584,4671.948305705519
7.873210633946833,1710.12118202541,4043.117806254678
8.036809815950917,1720.9876729021505,4093.557746024768
8.200408997955009,1585.0267099978123,3791.777344531713
8.3640081799591,1428.5807511468183,3436.0293471352493
8.527607361963192,1388.133984962463,3355.8598442998045
8.691206543967283,1300.3274207132997,3158.8608402916643
8.854805725971367,1209.7504203859153,2952.3864724689865
9.01840490797546,1134.5320668440618,2780.97116531328
9.18200408997955,1056.643361584554,2600.881244241876
9.34560327198364,1014.3749549752279,2506.800683176783
9.509202453987731,1003.7250516696547,2489.93552453911
9.672801635991815,993.6214257762795,2473.8574060882115
9.836400817995909,984.0264351161145,2458.5222274917783
10.0,967.6682644693896,2425.7459199530545
10.163599182004091,959.0558746796738,2411.8818768582096
10.327198364008185,950.8558813025057,2398.6437184157585
10.490797546012269,943.0428040647545,2385.9997986499866
10.65439672801636,935.5933505714294,2373.920801771482
10.81799591002045,928.4861827616504,2362.379525158189
10.98159509202454,914.8589658752956,2333.894173712442
11.145194274028633,908.4272840873354,2323.43248943333
11.308793456032715,888.9341323494476,2279.2117740679532
11.472392638036808,876.5895226985468,2252.947051276797
11.6359918200409,864.6283381314777,2227.358408761727
11.799591002044991,853.0311642465408,2202.4170686623875
11.963190184049084,835.5305498456244,2161.9257265565293
12.126789366053169,824.689590389895,2138.3756161456627
12.290388548057258,814.1598043969334,2115.3921317031736
12.45398773006135,803.926676213082,2092.9528501081777
12.61758691206544,793.9766346549737,2071.036606216616
12.781186094069533,778.4743255770157,2034.406922980882
12.944785276073617,769.1230817958502,2013.6332213215999
13.108384458077708,760.0172983129111,1993.3222761084821
13.2719836400818,751.1465515194362,1973.457244648114
13.435582822085893,736.9886814663096,1939.515420923876
13.599182004089982,728.6217448903583,1920.6363113668376
13.762781186094069,720.4605623722797,1902.1545975157717
13.926380368098158,712.4969804342714,1884.056682209889
14.08997955010225,715.3047694658203,1894.3527035001966
14.25357873210634,718.2243841555644,1904.9025359850505
14.417177914110432,726.6488348233169,1930.0333846580547
14.580777096114517,729.8107406206309,1941.1694058438056
14.744376278118608,727.6382870802288,1938.0615162072174
14.9079754601227,730.9899590616193,1949.614125696441
15.07157464212679,739.9397953356344,1976.085728721349
15.235173824130882,760.3355582030366,2033.1725000316444
15.398773006134968,764.1094694265062,2045.8409657567172
15.562372188139058,773.7326395722971,2074.162757013861
15.72597137014315,777.7456268530833,2087.4389663802904
15.88957055214724,787.7109170682967,2116.6859293594734
16.053169734151332,786.0838936190222,2114.7606960678977
16.216768916155416,778.7155137210731,2097.3152170537833
16.380368098159508,771.492738145299,2080.172647140912
16.5439672801636,764.4110040636215,2063.324595658858
16.70756646216769,757.4659479753351,2046.762998702336
16.871165644171782,750.6533945098865,2030.4801026314663
17.034764826175866,743.969345995195,2014.4684485936025
17.198364008179958,737.4099727302537,1998.7208579922262
17.36196319018405,730.9716039062537,1983.2304188344672
17.52556237218814,724.6507191255353,1967.9904728945548
17.689161554192232,718.4439404722211,1952.9946036356962
17.852760736196316,717.6760784041609,1952.7337915370688
18.016359918200408,711.6431226744603,1938.0990880080876
18.1799591002045,705.7157058624783,1923.6922428251758
18.34355828220859,699.8909287966006,1909.5076572637001
18.50715746421268,694.1660028837379,1895.5399249906743
18.670756646216773,688.5382446822332,1881.783823498283
18.834355828220858,683.005070799917,1868.234306005854
18.99795501022495,677.5639930944099,1854.8864938000006
19.16155419222904,672.2126141546398,1841.7356689849676
19.32515337423313,666.9486230441513,1828.777267617097
19.488752556237223,661.7697912883915,1816.0068731994456
19.652351738241308,656.6739690895034,1803.4202105141494
19.8159509202454,651.6590817534383,1791.0131397718092
19.97955010224949,646.723126315376,1778.7816510586206
20.14314928425358,641.8641683504759,1766.7218590633108
20.306748466257677,637.0803389579744,1754.8299980671957
20.470347648261765,632.3698319075343,1743.1024171818208
20.633946830265856,627.7309009375404,1731.5355758196947
20.797546012269933,623.1618571958296,1720.126039384623
20.961145194274025,618.6610668139795,1708.8704751690111
21.12474437627812,614.2269486069458,1697.7656484463823
21.288343558282207,609.8579718904197,1686.8084187481047
21.4519427402863,605.552654408773,1675.9957363140413
21.61554192229039,601.3095603670124,1665.3246387074946
21.77914110429448,601.5935509657702,1667.1693736584361
21.942740286298573,597.4399364168066,1656.6951305265638
22.106339468302664,597.7828955361526,1658.6690931668043
22.26993865030676,593.7150271559889,1648.3842030272567
22.433537832310837,594.114400752598,1650.4824506132336
22.597137014314924,594.5426681690525,1652.64913837393
22.760736196319016,590.5821594365068,1642.5976971592224
22.924335378323107,591.0635104463915,1644.882242849919
23.0879345603272,587.1806156130239,1635.0037302509663
23.25153374233129,587.7128735749534,1637.4018763617694
