,ma_GeV,cl_inf,cl_sup
0,0.205,0.17988354026835882,17.98835402683588
1,0.20656565656565656,0.18056916733819478,18.056916733819477
2,0.2081313131313131,0.18125220076204301,18.1252200762043
3,0.2096969696969697,0.18193266975485814,18.193266975485816
4,0.21126262626262626,0.18261060298718879,18.261060298718878
5,0.2128282828282828,13.071759121420662,1307.1759121420662
6,0.2143939393939394,15.628535231697334,1562.8535231697335
7,0.21595959595959593,17.337016955998692,1733.701695599869
8,0.2175252525252525,18.660451294096497,1866.04512940965
9,0.2190909090909091,19.757612141081957,1975.7612141081956
10,0.22065656565656563,20.703792689317613,2070.379268931761
11,0.2222222222222222,21.5411686447405,2154.1168644740505
12,0.22378787878787879,22.295949604585118,2229.5949604585117
13,0.22535353535353533,22.98563112495003,2298.563112495003
14,0.2269191919191919,23.622521388682443,2362.2521388682444
15,0.22848484848484846,24.215634859917085,2421.563485991708
16,0.23005050505050503,24.771787558547494,2477.1787558547494
17,0.2316161616161616,25.296268412888217,2529.6268412888217
18,0.23318181818181816,25.793270426524913,2579.3270426524914
19,0.23474747474747473,26.26617842676064,2626.617842676064
20,0.2363131313131313,26.717767377382945,2671.7767377382943
21,0.23787878787878786,27.15034284466083,2715.034284466083
22,0.23944444444444443,27.565842862915197,2756.5842862915197
23,0.241010101010101,27.96591333872194,2796.5913338721944
24,0.24257575757575756,28.351964883196697,2835.1964883196697
25,0.24414141414141413,28.72521633634509,2872.5216336345084
26,0.2457070707070707,29.086728578142576,2908.6728578142574
27,0.24727272727272726,29.437431132280945,2943.7431132280944
28,0.24883838383838383,29.778143342161712,2977.814334216171
29,0.2504040404040404,30.10959140415016,3010.9591404150156
30,0.25196969696969695,30.432422200111205,3043.2422200111205
31,0.2535353535353535,30.747214629373396,3074.7214629373393
32,0.2551010101010101,31.054488967084065,3105.4488967084067
33,0.25666666666666665,31.354714650180224,3135.4714650180226
34,0.2582323232323232,31.648316799730868,3164.831679973087
35,0.2597979797979798,31.935681719597024,3193.5681719597023
36,0.26136363636363635,32.21716155958895,3221.716155958895
37,0.2629292929292929,32.49307829195855,3249.3078291958545
38,0.26449494949494945,32.76372711988148,3276.3727119881482
39,0.26606060606060605,33.02937941322304,3302.937941322304
40,0.2676262626262626,33.29028524865084,3329.0285248650844
41,0.2691919191919192,33.54667561682082,3354.6675616820826
42,0.27075757575757575,33.79876434800522,3379.8764348005225
43,0.2723232323232323,34.0467497984736,3404.6749798473597
44,0.27388888888888885,34.29081633266613,3429.081633266613
45,0.27545454545454545,34.53113563032632,3453.113563032632
46,0.277020202020202,34.76786784298991,3476.786784298991
47,0.27858585858585855,35.001162620331414,3500.1162620331415
48,0.28015151515151515,35.23116002367118,3523.1160023671177
49,0.2817171717171717,35.45799134130754,3545.799134130754
50,0.28328282828282825,35.681779818152215,3568.1779818152213
51,0.28484848484848485,35.902641310325855,3590.2641310325857
52,0.2864141414141414,36.120684873849015,3612.068487384902
53,0.28797979797979795,36.33601329528595,3633.6013295285948
54,0.28954545454545455,36.548723571121705,3654.87235711217
55,0.2911111111111111,36.75890734174231,3675.8907341742306
56,0.29267676767676765,36.96665128511489,3696.6651285114895
57,0.2942424242424242,37.17203747460573,3717.203747460573
58,0.2958080808080808,37.37514370481196,3737.5143704811967
59,0.29737373737373735,37.57604378880017,3757.604378880017
60,0.29893939393939395,37.774807829730484,3777.480782973049
61,0.3005050505050505,37.97150246948718,3797.1502469487177
62,0.30207070707070705,38.166191116627836,3816.6191116627833
63,0.3036363636363636,38.35893415569494,3835.893415569494
64,0.3052020202020202,38.54978913970081,3854.9789139700815
65,0.30676767676767674,38.73881096739396,3873.8810967393956
66,0.30833333333333335,38.92605204673745,3892.6052046737454
67,0.3098989898989899,39.111562445874874,3911.156244587488
68,0.31146464646464644,39.2953900327229,3929.5390032722903
69,0.313030303030303,39.47758060421019,3947.7580604210193
70,0.3145959595959596,39.65817800607638,3965.817800607638
71,0.31616161616161614,39.837224244051974,3983.722424405197
72,0.3177272727272727,40.01475958715741,4001.4759587157405
73,0.3192929292929293,40.19082266378648,4019.082266378648
74,0.32085858585858584,40.36545055117447,4036.5450551174467
75,0.3224242424242424,40.538678858793475,4053.867885879348
76,0.32398989898989894,40.710541806166134,4071.054180616614
77,0.32555555555555554,40.881072295542815,4088.1072295542817
78,0.3271212121212121,41.050301979846445,4105.0301979846445
79,0.3286868686868687,41.21826132625234,4121.826132625234
80,0.33025252525252524,41.38497967573718,4138.497967573718
81,0.3318181818181818,41.55048529890212,4155.048529890211
82,0.33338383838383834,41.71480544834777,4171.480544834777
83,0.33494949494949494,41.877966407855276,4187.796640785527
84,0.3365151515151515,42.03999353860569,4203.9993538605695
85,0.3380808080808081,42.200911322650676,4220.091132265068
86,0.33964646464646464,42.36074340382915,4236.074340382915
87,0.3412121212121212,42.51951262630944,4251.951262630944
88,0.34277777777777774,42.67724107092111,4267.724107092112
89,0.3443434343434343,42.83395008942779,4283.395008942778
90,0.3459090909090909,42.989660336880384,4298.966033688038
91,0.3474747474747475,43.14439180217906,4314.439180217905
92,0.34904040404040404,43.29816383696228,4329.8163836962285
93,0.3506060606060606,43.450995182932445,4345.099518293245
94,0.35217171717171714,43.60290399771897,4360.290399771897
95,0.3537373737373737,43.75390787937245,4375.3907879372455
96,0.3553030303030303,43.904023889576514,4390.402388957651
97,0.35686868686868684,44.053268575657334,4405.326857565734
98,0.35843434343434344,44.201657991465524,4420.165799146552
99,0.36,44.34920771719907,4434.920771719907
