ma_GeV,cl
0.001,58694.218652301526
0.006,59508.71201102818
0.011,60946.0655653768
0.016,62828.45396868614
0.021,65094.00039585682
0.026,67722.16743797218
0.031,70714.0776745476
0.036,74085.12332911338
0.041,77861.96772185156
0.046,82081.56359578537
0.051,86791.31908517884
0.056,92050.0793125478
0.061,97929.82689890897
0.066,104518.13768187817
0.071,111921.52659005497
0.076,120269.91780012668
0.081,129722.59587819259
0.086,140476.16119751972
0.091,152775.25526429358
0.096,166927.18760977723
0.101,183322.15541644322
0.106,202461.6361615657
0.111,224998.9651290186
0.116,251798.49245389842
0.121,284023.77407693694
0.126,323272.4173274575
0.131,371788.29206626775
0.136,432806.74218053994
0.141,511138.1931116503
0.146,614200.4479094837
0.151,753946.0658010385
0.156,950705.5412018824
0.161,1241504.8990033742
0.166,1700064.865425539
0.171,2492166.7628117916
