ma_GeV,gtau_445pb-1,gtau_20fb-1,gtau_50ab-1
0.15,46.904945523028935,1.7354321162803756,0.23340519966042883
0.15240483892611428,41.31502145082517,1.6195521643691393,0.2261410726836274
0.15484823285396557,36.12968211616471,1.5115623961930842,0.2190849115684076
0.15733079990734708,31.348320312747045,1.4113601325205545,0.21223613570612962
0.15985316811997297,26.968962489946588,1.3188070421423694,0.20559332485569864
0.16241597559435697,22.988147904493196,1.2337261712504337,0.19915414444925175
0.16501987066323792,19.400799944095933,1.1558987841202453,0.19291526604018927
0.16766551205359323,16.20008917552192,1.0850610044076165,0.18687228261521574
0.1703535690532823,13.377287645630098,1.020900245799105,0.18101961847709927
0.17308472168036118,10.921613938605292,0.9630514201553413,0.17535045368156202
0.17585966085511176,8.82006846607326,0.9110929106551203,0.1698579962995313
0.17867908857482928,7.0572584388430375,0.8645422967842981,0.16453663258307513
0.18154371809141173,5.615211939645564,0.8228518173155339,0.15938200426761576
0.18445427409179668,4.473180485343727,0.7854035566909734,0.15439003673740911
0.18741149288129072,3.607429434604976,0.751516409434023,0.14955566875603835
0.19041612256983817,2.9910155628698716,0.7207508375259053,0.14487294830710226
0.19346892326127613,2.593551090536149,0.6929645513719132,0.1403349835041624
0.19657066724562366,2.3809534125181706,0.6680091286553419,0.13593369655411489
0.1997221391944539,2.3151797376433105,0.6457123531252836,0.1316639034598819
0.20292413635939818,2.3539458046120254,0.6258777910900665,0.127527890847361
0.2061774687738328,2.450427797374426,0.608300453232819,0.12352868990545122
0.20948295945779968,2.5529465366554334,0.5927614380606635,0.11966913293455743
0.21284144462621124,2.6095558453720833,0.5790138523732844,0.11595162337124296
0.21625377390039463,2.621652140226598,0.5667804803446026,0.1123702205879535
0.21972081052302653,2.621430980190897,0.5557515983831386,0.10890721621095945
0.22324343157651422,2.618504251821323,0.5455830571972865,0.10554196868062275
0.22682252820487775,2.587851520269725,0.5360190558016931,0.10225139770093097
0.23045900583918938,2.4883684072960137,0.5270858359459029,0.09900980960504538
0.23415378442662724,2.3306062765268116,0.5188569517030919,0.09578871224594525
0.2379077986632014,2.1646389360349048,0.5114110488009617,0.09256620667177992
0.24172199823021087,2.038681047129703,0.50483216370251,0.0893646116487444
0.2455973480344918,1.9087496115770004,0.4992100389571596,0.0862224131660212
0.24953482845251707,1.7933154540530147,0.4946404556713308,0.08318169934291665
0.2535354355784094,1.775656169621985,0.4912255464255047,0.08028839812900611
0.25760018147593144,1.9064714293459883,0.48902358476595265,0.07759253086898504
0.2617300944345143,1.9942289292623294,0.48794118312339735,0.07514848052260828
0.26592621922939214,1.9897534684678244,0.48784318443206776,0.07301527533120557
0.2701896173859071,2.0624780800046754,0.4885780092790185,0.07125688876341417
0.2745213674480508,2.0853064693107606,0.4899764770135854,0.06994219451339527
0.27892256525131204,2.0820124216086695,0.4918505561337004,0.06910359947034393
0.28339432419989874,2.049503541104368,0.4939920400538374,0.06869326268461443
0.28793777554840383,1.8874002240468015,0.496171144154563,0.06864784369110721
0.29255406868798756,1.695028541124538,0.4981350197983938,0.06889658850381974
0.2972443714371475,1.5588618103345042,0.4996108229526164,0.06936080218094047
0.30200987033715027,1.4979420663893765,0.500471157370603,0.06995328986640496
0.30685177095220034,1.4950700699276749,0.5007978875824178,0.07057776457498291
0.31177129817441995,1.5477276896704035,0.5006969499872066,0.07112836769998537
0.31676969653372017,1.6591098786948755,0.5002861400167755,0.07152859144964174
0.32184823051263817,1.7379050891382832,0.49969594638795806,0.0717896551224813
0.32700818486622346,1.824961062869691,0.49907043497882453,0.07193816042087449
0.3322508649470519,1.878278587861299,0.49856011618752644,0.07200370652169273
0.3375775970354506,1.8190948845434485,0.49829237402101334,0.07201910133557349
0.3429897286750171,1.7412044320149065,0.4983955405877926,0.07202058534299505
0.34848862901351746,1.7382726955979306,0.4990097124107322,0.07204806869715333
0.35407568914925014,1.7079618035899393,0.5002875315179491,0.07214536861389195
0.3597523224829625,1.7370414815026716,0.5023950109179348,0.07234657879971448
0.3655199650754095,1.8905323477579445,0.5055124077322907,0.07264795700090565
0.37138007601064466,1.9844996528357781,0.5098057790180066,0.07303761050079376
0.37733413776513586,2.0572485672199914,0.5151322951718195,0.07350220678169411
0.38338365658279827,2.1322427785748195,0.5211317033342894,0.07402687034272891
0.38953016285604053,2.122376906177585,0.5274029764630793,0.07459507333304376
0.3957752115129195,2.0557022363665483,0.5335042934023223,0.07518851965995713
0.402120382410502,1.9334676550330931,0.5389502518555185,0.07578702221368445
0.4085672807345336,1.7851027288372796,0.5433417951786963,0.07636837283146802
0.41511753740551405,1.6727399444721374,0.5467280366396178,0.0769085679110419
0.4217728094912839,1.7028116680189276,0.5492765965212264,0.07739393523808555
0.42853478062622535,1.7915853242396382,0.5511743999510959,0.07782534248323018
0.43540516143718394,1.9787184515204725,0.5526290454012976,0.07820489060314091
0.44238568997621874,2.198051555760358,0.5538702548630133,0.07853505259062984
0.44947813216029026,2.478935490081994,0.5551514101825733,0.0788187022260811
0.4566842822179983,2.775660380534871,0.5567242456134948,0.07905914460550179
0.4640059631434809,3.109866517677724,0.5586425138310193,0.07926082693998687
0.4714450271575915,3.214693968073574,0.5608543995527029,0.07943183885665304
0.4790033561764688,3.188849422867925,0.5633013642088542,0.07958204708263313
0.48668286228761914,2.994347463229117,0.5659183803393434,0.07972237115686794
0.4944854882336323,2.553788163942307,0.5686334768110147,0.07986485655258484
0.5024132079036514,2.201626824631576,0.5713672570326813,0.08002275215747201
0.5104680268327223,1.8720403353097699,0.574034874094867,0.08021059231926762
