,ma_GeV,gtau_20fb-1,gtau_50ab-1
0,0.3,6.564346439731878,6.564346439731878
1,0.3160804020100502,5.912596248397301,5.912596248397301
2,0.3321608040201005,5.35319109799212,5.35319109799212
3,0.34824120603015074,4.869474938409879,4.869474938409879
4,0.364321608040201,4.448384399657227,4.448384399657227
5,0.38040201005025126,4.079557453750544,4.079557453750544
6,0.3964824120603015,3.7546897960284826,3.7546897960284826
7,0.4125628140703518,3.467063278584513,3.467063278584513
8,0.428643216080402,3.211195771559957,3.211195771559957
9,0.44472361809045224,2.9825779894250766,2.9825779894250766
10,0.46080402010050253,2.7774734449965415,2.7774734449965415
11,0.47688442211055276,2.5927648003577466,2.5927648003577466
12,0.49296482412060305,2.4258347119422763,2.4258347119422763
13,0.5090452261306533,2.2744725952812357,2.2744725952812357
14,0.5251256281407035,2.1368010603420657,2.1368010603420657
15,0.5412060301507537,2.0112174136252237,2.0112174136252237
16,0.557286432160804,1.896346800848528,1.896346800848528
17,0.5733668341708542,1.7910044162692733,1.7910044162692733
18,0.5894472361809046,1.6941648277244987,1.6941648277244987
19,0.6055276381909548,1.6049369263393691,1.6049369263393691
20,0.6216080402010051,1.5225433523579779,1.5225433523579779
21,0.6376884422110554,1.4463035058165319,1.4463035058165319
22,0.6537688442211056,1.37561944557588,1.37561944557588
23,0.6698492462311558,1.3099641288454964,1.3099641288454964
24,0.6859296482412061,1.2488715575273461,1.2488715575273461
25,0.7020100502512563,1.1919284860589152,1.1919284860589152
26,0.7180904522613065,1.1387674142278066,1.1387674142278066
27,0.7341708542713568,1.0890606423271552,1.0890606423271552
28,0.750251256281407,1.0425152084933549,1.0425152084933549
29,0.7663316582914573,0.9988685617248658,0.9988685617248658
30,0.7824120603015076,0.9578848508930595,0.9578848508930595
31,0.7984924623115579,0.9193517315251932,0.9193517315251932
32,0.8145728643216081,0.8830776094139009,0.8830776094139009
33,0.8306532663316584,0.8488892540702035,0.8488892540702035
34,0.8467336683417086,0.8166297263748886,0.8166297263748886
35,0.8628140703517588,0.7861565740274132,0.7861565740274132
36,0.8788944723618091,0.7573402559606557,0.7573402559606557
37,0.8949748743718593,0.7300627631114501,0.7300627631114501
38,0.9110552763819095,0.7042164080703798,0.7042164080703798
39,0.9271356783919598,0.6797027603852333,0.6797027603852333
40,0.9432160804020102,0.6564317078251661,0.6564317078251661
41,0.9592964824120604,0.6343206268581435,0.6343206268581435
42,0.9753768844221107,0.6132936480583132,0.6132936480583132
43,0.9914572864321609,0.5932810042275629,0.5932810042275629
44,1.0075376884422111,0.5742184507560019,0.5742184507560019
45,1.0236180904522614,0.5560467492152088,0.5560467492152088
46,1.0396984924623116,0.5387112064219136,0.5387112064219136
47,1.0557788944723618,0.5221612622655052,0.5221612622655052
48,1.071859296482412,0.5063501204913876,0.5063501204913876
49,1.0879396984924623,0.49123441739901663,0.49123441739901663
50,1.1040201005025125,0.47677392406937374,0.47677392406937374
51,1.120100502512563,0.46293127829908876,0.46293127829908876
52,1.1361809045226132,0.44967174290184475,0.44967174290184475
53,1.1522613065326635,0.4369629874541829,0.4369629874541829
54,1.1683417085427137,0.42477489092229587,0.42477489092229587
55,1.184422110552764,0.4130793629175066,0.4130793629175066
56,1.2005025125628142,0.4018501815977555,0.4018501815977555
57,1.2165829145728644,0.39106284646675304,0.39106284646675304
58,1.2326633165829146,0.3806944445262903,0.3806944445262903
59,1.2487437185929648,0.37072352841507794,0.37072352841507794
60,1.264824120603015,0.3611300053228576,0.3611300053228576
61,1.2809045226130653,0.35189503560444335,0.35189503560444335
62,1.2969849246231158,0.3430009401376755,0.3430009401376755
63,1.313065326633166,0.3344311155739155,0.3344311155739155
64,1.3291457286432162,0.3261699567218789,0.3261699567218789
65,1.3452261306532665,0.31820278538677943,0.31820278538677943
66,1.3613065326633167,0.3105157850583833,0.3105157850583833
67,1.377386934673367,0.3030959409049626,0.3030959409049626
68,1.3934673366834172,0.2959309845861436,0.2959309845861436
69,1.4095477386934674,0.2890093434473949,0.2890093434473949
70,1.4256281407035178,0.2823200937030383,0.2823200937030383
71,1.441708542713568,0.2758529172538754,0.2758529172538754
72,1.4577889447236183,0.26959806182048723,0.26959806182048723
73,1.4738693467336685,0.26354630410439844,0.26354630410439844
74,1.4899497487437188,0.2576889157171044,0.2576889157171044
75,1.506030150753769,0.25201763164179714,0.25201763164179714
76,1.5221105527638192,0.24652462101489162,0.24652462101489162
77,1.5381909547738695,0.2412024600343422,0.2412024600343422
78,1.5542713567839197,0.23604410681965415,0.23604410681965415
79,1.57035175879397,0.23104287806452636,0.23104287806452636
80,1.5864321608040204,0.2261924273374903,0.2261924273374903
81,1.6025125628140706,0.22148672489893836,0.22148672489893836
82,1.6185929648241209,0.2169200389145997,0.2169200389145997
83,1.634673366834171,0.21248691795612554,0.21248691795612554
84,1.6507537688442213,0.20818217468896374,0.20818217468896374
85,1.6668341708542715,0.20400087065632477,0.20400087065632477
86,1.6829145728643218,0.19993830207586263,0.19993830207586263
87,1.698994974874372,0.1959899865727448,0.1959899865727448
88,1.7150753768844222,0.19215165077920346,0.19215165077920346
89,1.7311557788944725,0.1884192187364778,0.1884192187364778
90,1.7472361809045227,0.184788801040335,0.184788801040335
91,1.7633165829145732,0.18125668467616737,0.18125668467616737
