,ma_GeV,gtau_BaBar,gtau_20fb-1,gtau_50ab-1,gtau_3m
161,0.03510426368174977,,0.11226847821233295,0.01554601132976135,0.24621726660217147
162,0.036405714309776065,,0.11226847821233295,0.01554601132976135,0.2289278144498939
163,0.03775541473881069,,0.11226847821233295,0.01554601132976135,0.21285241198146526
164,0.03915515377531877,,0.11226847821233295,0.01554601132976135,0.19790580972424252
165,0.040606786543729345,,0.11226847821233295,0.01554601132976135,0.18400874435150671
166,0.042112236945098705,,0.11226847821233295,0.01554601132976135,0.1710875183303377
167,0.043673500206925286,,0.11226847821233295,0.01554601132976135,0.15907360910699728
168,0.04529264552749667,,0.11226847821233295,0.01554601132976135,0.14790330571515756
169,0.04697181881827206,,0.11226847821233295,0.01554601132976135,0.13751737091650268
170,0.048713245547936206,,0.11226847821233295,0.01554601132976135,0.1278607270591374
171,0.05051923369189264,,,0.01554601132976135,0.11888216399209559
172,0.05239217679110654,,,0.01554601132976135,0.11053406749565182
173,0.05433455712435076,,,0.01554601132976135,0.10277216677820615
174,0.05634894899805861,,,0.01554601132976135,0.09555529970182872
175,0.05843802215814517,,,0.01554601132976135,0.08884519449715635
176,0.06060454532831693,,,0.01554601132976135,0.08260626680450815
177,0.06285138987956132,,,0.01554601132976135,0.07680543096438867
178,0.06518153363567729,,,0.01554601132976135,0.07141192456348641
179,0.06759806481989271,,,0.01554601132976135,0.0663971452967348
180,0.07010418614779698,,,0.01554601132976135,0.061734499287048106
181,0.07270321907201567,,,0.01554601132976135,0.057399260055523926
182,0.0753986081842504,,,0.01554601132976135,0.0533684373941535
183,0.07819392578052049,,,0.01554601132976135,0.049620655446184485
184,0.08109287659565476,,,0.01554601132976135,0.0461360393485701
185,0.08409930271331012,,,0.01554601132976135,0.042896109832890945
186,0.08721718865802257,,,0.01554601132976135,0.03988368522819936
187,0.09045066667604129,,,0.01554601132976135,0.03708279034504882
188,0.09380402221194238,,,0.01554601132976135,0.034478571757114405
189,0.09728169958828321,,,0.01554601132976135,0.03205721903229493
190,0.10088830789582204,,,0.01554601132976135,0.029805891494376457
191,0.10462862710211232,,,0.01554601132976135,0.02771265012789497
192,0.10850761438656464,,,0.01554601132976135,0.025766394264086064
193,0.11253041071037546,,,0.01554601132976135,0.023956802713068923
194,0.116702347630027,,,0.01554601132976135,0.022274279029503977
195,0.12102895436339078,,,0.01554601132976135,0.020709900621683982
196,0.1255159651177992,,,0.01554601132976135,0.019255371434163872
197,0.13016932668979553,,,0.01554601132976135,0.01790297795288499
198,0.1349952063466381,,,0.01554601132976135,0.016645548299685165
199,0.14,,,0.01554601132976135,0.015476414199121135
