0.001	1.6412352313000184e-12
0.051000000000000004	1.640011338743828e-12
0.101	1.6364503998370361e-12
0.15100000000000002	1.6305867746344302e-12
0.201	1.6224714394982017e-12
0.251	1.612166242255995e-12
0.30100000000000005	1.5997421807955564e-12
0.35100000000000003	1.5852777161607506e-12
0.401	1.5688574116457451e-12
0.451	1.5505707981545402e-12
0.501	1.5305114060892548e-12
0.551	1.5087759249853838e-12
0.6010000000000001	1.4854634650816172e-12
0.651	1.4606749017861318e-12
0.7010000000000001	1.4345122916158248e-12
0.751	1.4070783461644782e-12
0.801	1.3784759588781282e-12
0.8510000000000001	1.3488077769377585e-12
0.901	1.318175813440404e-12
0.9510000000000001	1.2866810956765797e-12
1.001	1.2544233460123333e-12
1.051	1.2215006924586677e-12
1.101	1.1880094062933427e-12
1.151	1.154043664958484e-12
1.201	1.119695337817937e-12
1.251	1.08505379361272e-12
1.301	1.050205727958744e-12
1.351	1.0152350096532155e-12
1.401	9.802225446462174e-13
1.451	9.452461566475106e-13
1.501	9.103804834349767e-13
1.551	8.756968880132858e-13
1.601	8.412633838417874e-13
1.651	8.071445734112292e-13
1.701	7.734015995012411e-13
1.751	7.400921084958739e-13
1.801	7.072702251752124e-13
1.851	6.749865384258838e-13
1.901	6.432880973738157e-13
1.951	6.122184174140733e-13
2.001	5.818174956949393e-13
2.051	5.521218355945587e-13
2.101	5.231644797605209e-13
2.151	4.949750512959375e-13
2.201	4.675798026891456e-13
2.251	4.4100167209606654e-13
2.301	4.1526034659468083e-13
2.351	3.903723320401449e-13
2.4010000000000002	3.6635102915700716e-13
2.451	3.432068155118301e-13
2.501	3.209471330154704e-13
2.551	2.995765806093157e-13
2.601	2.7909701179413204e-13
2.6510000000000002	2.595076366638118e-13
2.701	2.4080512810931333e-13
2.751	2.2298373186058761e-13
2.801	2.0603538003622136e-13
2.851	1.8994980787208536e-13
2.9010000000000002	1.7471467330108491e-13
2.951	1.6031567905766775e-13
3.001	1.4673669697960003e-13
3.051	1.339598941811755e-13
3.101	1.2196586077072624e-13
3.1510000000000002	1.1073373878516335e-13
3.201	1.0024135201346238e-13
3.251	9.046533638001755e-14
3.301	8.138127055758705e-14
3.351	7.296380647816488e-14
3.4010000000000002	6.518679940858322e-14
3.451	5.802343725585633e-14
3.501	5.144636876546206e-14
3.551	4.5427830273698536e-14
3.601	3.993977067313007e-14
3.6510000000000002	3.4953974247820006e-14
3.701	3.044218103273299e-14
3.751	2.6376204349124346e-14
3.801	2.2728045165211467e-14
3.851	1.947000292869872e-14
3.9010000000000002	1.6574782514992604e-14
3.951	1.401559693208054e-14
4.001	1.1766265420144728e-14
4.051	9.801306581380789e-15
4.101000000000001	8.09602616967067e-15
4.151000000000001	6.626599175002938e-15
4.2010000000000005	5.370145820345917e-15
4.251	4.304801099563269e-15
4.301	3.4097774731530936e-15
4.351000000000001	2.6654203381480742e-15
4.401000000000001	2.0532558847211752e-15
4.4510000000000005	1.556030948618225e-15
4.501	1.1577444651158377e-15
4.551	8.436701266897422e-16
4.601000000000001	6.003698430629626e-16
4.651000000000001	4.156975987502546e-16
4.7010000000000005	2.787932996055426e-16
4.751	1.8006619629320979e-16
4.801000000000001	1.1116746891050815e-16
4.851000000000001	6.495155336184214e-17
4.901000000000001	3.542578633651204e-17
4.9510000000000005	1.768794205415498e-17
5.001	7.851230171820875e-18
5.051000000000001	2.9563204848640555e-18
5.101000000000001	8.699562608272638e-19
5.151000000000001	1.6971423155753533e-19
5.2010000000000005	1.4465447917306746e-20
5.251	8.734361830547785e-23
