0.001	5.077087780482975e-16
0.051000000000000004	4.958350422134549e-16
0.101	4.719572822923203e-16
0.15100000000000002	4.418527276071659e-16
0.201	4.0841111550610265e-16
0.251	3.7346905541240386e-16
0.30100000000000005	3.3828421213353035e-16
0.35100000000000003	3.037432357898102e-16
0.401	2.704743698621394e-16
0.451	2.3891655113739684e-16
0.501	2.093655232906783e-16
0.551	1.820065213284494e-16
0.6010000000000001	1.56938503396174e-16
0.651	1.341927443268906e-16
0.7010000000000001	1.1374748775440297e-16
0.751	9.553973365328653e-17
0.801	7.947487411913547e-17
0.8510000000000001	6.543466617122399e-17
0.901	5.328388695723183e-17
0.9510000000000001	4.2875921811736e-17
1.001	3.4057470929703014e-17
1.051	2.6672515199177867e-17
1.101	2.0565649416930085e-17
1.151	1.558486754480244e-17
1.201	1.1583867173190429e-17
1.251	8.423927165840169e-18
1.301	5.975402364921838e-18
1.351	4.1188714073881724e-18
1.401	2.7459675600713045e-18
1.451	1.7599176056938976e-18
1.501	1.0758099035102454e-18
1.551	6.206095852812186e-19
1.601	3.329362651185474e-19
1.651	1.6261751659600017e-19
1.701	7.002960827570831e-20
1.751	2.5235517141337793e-20
1.801	6.929002323019017e-21
1.851	1.192475118129493e-21
1.901	7.551110610758215e-23
1.951	8.867335505188795e-26
