m [GeV/c^2], xsec [fb], xsec error [fb], xsec_UL_obs [fb], xsec_UL_exp [fb], xsec_UL_exp -1sigma [fb], xsec_UL_exp +1sigma [fb], xsec_UL_exp -2sigma [fb], xsec_UL_exp +2sigma [fb], g'_UL_obs, g'_UL_exp, g'_UL_exp -1sigma, g'_UL_exp +1sigma, g'_UL_exp -2sigma, g'_UL_exp +2sigma, xi_UL_obs, xi_UL_exp, xi_UL_exp -1sigma, xi_UL_exp +1sigma, xi_UL_exp -2sigma, xi_UL_exp +2sigma, {c_{\ell\ell}/\Lambda}_UL_obs [TeV^-1], {c_{\ell\ell}/\Lambda}_UL_exp [TeV^-1], {c_{\ell\ell}/\Lambda}_UL_exp -1sigma [TeV^-1], {c_{\ell\ell}/\Lambda}_UL_exp +1sigma [TeV^-1], {c_{\ell\ell}/\Lambda}_UL_exp -2sigma [TeV^-1], {c_{\ell\ell}/\Lambda}_UL_exp +2sigma [TeV^-1]
9.09767, -5.2696686, 1.9742754, 2.1496255, 4.4127338, 2.960403, 6.770768, 2.1102599, 10.130178, 2.06957555, 2.96519833, 2.42870798, 3.67298241, 2.05053816, 4.49271036, 835.66820383, 1197.30925648, 980.68129817, 1483.10343902, 827.98114808, 1814.09912446, 3401.98082951, 4874.21098334, 3992.32489752, 6037.6707461, 3370.68705025, 7385.14450584
9.09889, -4.6304001, 2.1015992, 2.3961116, 4.4471942, 2.9841972, 6.820509, 2.1275223, 10.201114, 2.19001981, 2.98357919, 2.44403984, 3.69490193, 2.06362881, 4.51875009, 882.33069204, 1202.04551671, 984.67208252, 1488.62825829, 831.40939188, 1820.54603923, 3591.92121571, 4893.46322492, 4008.54756117, 6060.12628993, 3384.62331707, 7411.34588368
9.10011, -1.9395828, 2.4871844, 3.490039, 4.4068957, 2.9567359, 6.7597865, 2.1054232, 10.116676, 2.64911441, 2.97681579, 2.4383264, 3.6868211, 2.05757311, 4.51029029, 1064.92347071, 1196.65688771, 980.1883267, 1482.07352252, 827.12845351, 1813.1017603, 4335.22104467, 4871.49759163, 3990.27083025, 6033.4066262, 3367.17593038, 7380.99696697
9.10133, 0.67390257, 2.5364904, 5.0536356, 4.4644192, 2.997653, 6.8424202, 2.1345066, 10.232736, 3.19448148, 3.00248535, 2.46030581, 3.71709177, 2.07609472, 4.54563225, 1281.53542776, 1204.51202111, 987.00495828, 1491.19186438, 832.87035855, 1823.57882181, 5217.00069804, 4903.44622459, 4017.99704072, 6070.49077915, 3390.53072418, 7423.60435788
9.10254, 3.0461067, 2.5965856, 6.9993434, 4.4891302, 3.0123473, 6.8831611, 2.1475909, 10.29131, 3.76735222, 3.01709285, 2.47149705, 3.73595419, 2.08681213, 4.56817682, 1508.28182094, 1207.91102925, 989.47851029, 1495.71143219, 835.46762148, 1828.89669954, 6140.02622558, 4917.25438494, 4028.04298141, 6088.85374872, 3401.0839588, 7445.20920638
9.10376, 4.8112576, 2.6897587, 8.7257766, 4.5022128, 3.0238983, 6.8981543, 2.1548031, 10.310841, 4.21531629, 3.02789723, 2.48148533, 3.74795678, 2.09474864, 4.58221187, 1684.15202945, 1209.74060281, 991.43178574, 1497.42714043, 836.9182608, 1830.73840808, 6855.9312231, 4924.67320383, 4035.9706348, 6095.80210508, 3406.96916612, 7452.66246383
9.10497, 5.4188971, 2.7646671, 9.4021437, 4.5113125, 3.0279585, 6.9142631, 2.1589364, 10.335404, 4.3848873, 3.03736126, 2.48839862, 3.7602606, 2.10118803, 4.59736221, 1748.30776762, 1211.03278576, 992.15472306, 1499.26152308, 837.76916024, 1833.02409402, 7117.05786046, 4929.90454358, 4038.88989188, 6103.23377002, 3410.4130277, 7461.92334003
9.10618, 5.3102987, 2.8005575, 9.3444009, 4.5179149, 3.0354327, 6.9215414, 2.165508, 10.343419, 4.38067954, 3.0460342, 2.49675574, 3.77022408, 2.1088498, 4.60890559, 1743.03206236, 1211.98897066, 993.43612558, 1500.13745667, 839.09192331, 1833.84110663, 7095.53971108, 4933.76803357, 4044.08251101, 6106.76368252, 3415.77770809, 7465.20541816
9.10739, 4.1585142, 2.7853007, 8.2394177, 4.5240005, 3.0378379, 6.9327056, 2.1646038, 10.361991, 4.12229145, 3.05458177, 2.50306848, 3.7813059, 2.1129034, 4.62287381, 1636.8282325, 1212.87534896, 993.8873093, 1501.43393093, 838.96540992, 1835.59325247, 6663.16573122, 4937.34730435, 4045.89542663, 6112.00547352, 3415.24263698, 7472.29416835
9.1086, 2.261127, 2.6700407, 6.4511838, 4.5645036, 3.0657564, 6.991931, 2.18301, 10.446533, 3.65543256, 3.07479273, 2.51992659, 3.80555177, 2.12640963, 4.65162995, 1448.43750128, 1218.36335952, 998.50185163, 1507.92110505, 842.57373177, 1843.17318285, 5896.23408893, 4959.65864373, 4064.65632813, 6138.37726182, 3429.91116658, 7503.10630799
9.10981, 0.54886667, 2.4853376, 4.9837315, 4.6020878, 3.0933209, 7.0464774, 2.2057946, 10.522453, 3.21980084, 3.09406292, 2.53667121, 3.82857997, 2.1420728, 4.67853829, 1273.15880982, 1223.44010078, 1003.03883768, 1513.87944734, 847.00855314, 1849.96605061, 5182.68703791, 4980.29554763, 4083.101293, 6162.59599994, 3447.94397645, 7530.71415532
9.11101, -0.94910144, 2.3903888, 3.9676393, 4.5562218, 3.060102, 6.9818851, 2.1816507, 10.43252, 2.87903319, 3.08519777, 2.52841601, 3.81915187, 2.13487862, 4.66847667, 1136.04714871, 1217.39830623, 997.69596479, 1507.01166178, 842.40875786, 1842.14952029, 4624.51539203, 4955.6721407, 4061.32822126, 6134.60333382, 3429.19945841, 7498.85145229
9.11222, -2.5202051, 2.2680564, 3.1297278, 4.5468498, 3.0540494, 6.967086, 2.1774761, 10.410852, 2.5625629, 3.08870587, 2.53139127, 3.82337447, 2.13745976, 4.67373825, 1009.04088226, 1216.21619655, 996.76666979, 1505.50105564, 841.65125844, 1840.34232778, 4107.48591199, 4950.83101301, 4057.52147974, 6128.41807036, 3426.09575851, 7491.45085944
9.11342, -3.0070692, 2.0825171, 2.8231668, 4.5675115, 3.0679169, 6.9959019, 2.1839558, 10.452808, 2.43908231, 3.10240158, 2.54261136, 3.83954748, 2.14526086, 4.69326065, 958.40430667, 1219.04661326, 999.08464291, 1508.69809857, 842.95115458, 1844.15310494, 3901.33769637, 4962.32380513, 4066.93349782, 6141.39640589, 3431.36721387, 7506.9195496
9.11463, -2.9428803, 2.0361734, 2.7949138, 4.5748645, 3.0748338, 7.0066849, 2.1949099, 10.465879, 2.43215503, 3.11168884, 2.55104352, 3.85090973, 2.15533804, 4.70646571, 953.65198415, 1220.09830961, 1000.26835826, 1509.94803492, 845.11158733, 1845.4129435, 3881.96977747, 4966.57569239, 4071.72805244, 6146.44832137, 3440.14136724, 7512.00374216
9.11583, -3.2885231, 2.0248397, 2.6619774, 4.5822219, 3.0789896, 7.0182947, 2.1956889, 10.483785, 2.37878041, 3.12097457, 2.55832835, 3.86249537, 2.16041695, 4.72075243, 930.74969873, 1221.14934435, 1001.00174207, 1511.28552424, 845.31023121, 1847.09730758, 3788.72081388, 4970.82507155, 4074.68961855, 6151.85686248, 3440.92989933, 7518.81630905
9.11703, -3.1317568, 1.9690334, 2.6824415, 4.6304252, 3.111314, 7.0900173, 2.2164002, 10.587186, 2.39313149, 3.14421234, 2.57734973, 3.89067612, 2.17533187, 4.75435606, 934.37426748, 1227.6262784, 1006.30043727, 1519.07559746, 849.3365821, 1856.29079597, 3803.45283197, 4997.16099609, 4096.23464726, 6183.53114405, 3457.29943656, 7556.19533909
9.11822, -3.3066558, 1.9799897, 2.6347884, 4.6402382, 3.1171115, 7.1036174, 2.2235578, 10.606748, 2.37694848, 3.15440196, 2.58537214, 3.90289329, 2.18359006, 4.76911749, 926.09048699, 1228.996622, 1007.29509782, 1520.61872062, 850.75549577, 1858.11109727, 3769.71115404, 5002.71014476, 4100.25976835, 6189.77673635, 3463.0552055, 7563.56125801
9.11942, -3.1488127, 1.9418264, 2.6586393, 4.6126357, 3.098059, 7.0653195, 2.2104383, 10.551869, 2.39295319, 3.1519482, 2.58314827, 3.90095011, 2.18194446, 4.76726384, 930.3262712, 1225.40642453, 1004.26983265, 1516.6014883, 848.29083213, 1853.40474425, 3786.93107944, 4988.06689402, 4087.92136604, 6173.38829289, 3453.00247458, 7544.35970053
9.12062, -3.4988537, 1.9255564, 2.5481283, 4.6104611, 3.0969121, 7.0625321, 2.2085972, 10.548329, 2.34788584, 3.15819188, 2.5883963, 3.9088279, 2.18587131, 4.77703216, 910.83822164, 1225.18813434, 1004.14178714, 1516.38967418, 847.98634648, 1853.20061011, 3707.58252852, 4987.14921388, 4087.3762845, 6172.49005238, 3451.74289786, 7543.48471623
9.12181, -4.2712382, 1.9735604, 2.3685647, 4.6045813, 3.0938762, 7.0512748, 2.2053958, 10.532309, 2.26864743, 3.16314757, 2.59284077, 3.91433689, 2.18911034, 4.78394499, 878.20933211, 1224.47661164, 1003.7068482, 1515.26726682, 847.41996779, 1851.89866044, 3574.74537251, 4984.22408091, 4085.58219523, 6167.88555088, 3449.41746534, 7538.14144838
9.12301, -4.9781845, 2.0569064, 2.2317089, 4.6006564, 3.0901602, 7.0466542, 2.1997924, 10.527823, 2.20705702, 3.16887187, 2.5970797, 3.92180739, 2.19121821, 4.79362512, 852.50949763, 1224.02518282, 1003.16171843, 1514.85802985, 846.39151709, 1851.61095129, 3470.11409189, 4982.35743713, 4083.33939416, 6166.18373311, 3445.2110374, 7536.92630129
9.1242, -4.3654911, 1.9824685, 2.3559675, 4.6526461, 3.1285424, 7.1199335, 2.2309827, 10.628392, 2.27272057, 3.19382712, 2.61898142, 3.95093025, 2.21161484, 4.8271987, 875.97140036, 1230.99216646, 1009.4302194, 1522.80133259, 852.41950923, 1860.54021426, 3565.59439618, 5010.68729946, 4108.8313296, 6198.48079027, 3469.72769209, 7573.22871397
9.12539, -2.9146365, 1.9566691, 2.7728889, 4.6364681, 3.1160261, 7.0996413, 2.222097, 10.601384, 2.47114691, 3.19540543, 2.61958729, 3.95412627, 2.21214626, 4.83185189, 950.37793151, 1228.92038012, 1007.46658771, 1520.71668877, 850.768918, 1858.28102072, 3868.439753, 5002.2252139, 4100.81470595, 6189.95948544, 3462.98897931, 7563.98895059
9.12658, -2.4634909, 2.0988753, 3.028166, 4.604506, 3.0928709, 7.0525615, 2.2026101, 10.535737, 2.58819782, 3.1915316, 2.61570356, 3.94985424, 2.20737663, 4.82769793, 993.21845308, 1224.74721875, 1003.77375549, 1515.75280739, 847.07868443, 1852.62449013, 4042.79534212, 4985.20978527, 4085.75963391, 6169.71862587, 3447.94818219, 7540.92076738
9.12777, -2.906931, 2.2128207, 2.9685534, 4.6067102, 3.0940448, 7.0543176, 2.2071871, 10.537626, 2.56838283, 3.19950484, 2.62210829, 3.95926736, 2.21465917, 4.83903447, 983.44982586, 1225.11038455, 1004.02164095, 1516.02819809, 848.00682881, 1852.89651821, 4003.00992232, 4986.65910177, 4086.74493119, 6170.80379688, 3451.70608673, 7541.98430092
9.12895, -2.0761159, 2.2763133, 3.3520741, 4.5893024, 3.0824311, 7.0301106, 2.1940475, 10.504201, 2.73539456, 3.20063767, 2.6230699, 3.96135946, 2.21302432, 4.84222188, 1045.10808849, 1222.86282134, 1002.19237138, 1513.51065416, 845.52687563, 1850.06043464, 4253.95773125, 4977.48205227, 4079.27565907, 6160.52102124, 3441.59195512, 7530.39707176
9.13014, -1.2942828, 2.4171045, 3.8332809, 4.5755758, 3.0739915, 7.0072062, 2.1925162, 10.47084, 2.93181847, 3.20313049, 2.62544597, 3.96391381, 2.21729338, 4.84554372, 1117.67250315, 1221.10250223, 1000.87669071, 1511.12953104, 845.28010925, 1847.22588507, 4549.29404824, 4970.28810323, 4073.89674459, 6150.79333374, 3440.56757171, 7518.81584367
9.13132, -0.29237913, 2.4727823, 4.4444436, 4.5747204, 3.0727027, 7.0102258, 2.1920546, 10.47669, 3.1640635, 3.21010154, 2.63085409, 3.97376788, 2.22209271, 4.85789964, 1203.54567915, 1221.05761462, 1000.72361738, 1511.54082613, 845.23906722, 1847.84664236, 4898.79788556, 4970.07680248, 4073.25025197, 6152.43204415, 3440.38072426, 7521.29925875
9.13251, 1.0523007, 2.6042111, 5.4444919, 4.5365362, 3.045017, 6.9565699, 2.1709046, 10.401601, 3.5100459, 3.20402804, 2.62499801, 3.96763483, 2.21643238, 4.85159134, 1332.16310773, 1216.02055112, 996.26204498, 1505.83123379, 841.19967026, 1841.31808856, 5422.27857026, 4949.54569535, 4055.06675988, 6129.15669413, 3423.91927754, 7494.68256156
9.13369, 2.0543312, 2.684662, 6.3031613, 4.5273255, 3.0392943, 6.9408338, 2.1648764, 10.379072, 3.78535937, 3.20810642, 2.62853814, 3.97222398, 2.21842351, 4.85743691, 1433.45008533, 1214.85438138, 995.38190649, 1504.21247782, 840.07859157, 1839.42729512, 5834.51147878, 4944.77059631, 4051.46103003, 6122.53266311, 3419.33649158, 7486.9434085
9.13487, 3.224023, 2.7676708, 7.39361, 4.5003297, 3.0212214, 6.9008313, 2.1524142, 10.321821, 4.10917401, 3.20588862, 2.62674274, 3.96987625, 2.21711994, 4.85516983, 1552.58818311, 1211.29569315, 992.47433118, 1499.95666607, 837.70466003, 1834.45122363, 6319.39787805, 4930.25743484, 4039.60319337, 6105.1752653, 3409.65434918, 7466.64653005
9.13605, 3.8134947, 2.822396, 7.9885749, 4.4968692, 3.0159978, 6.8965194, 2.149845, 10.318359, 4.28118395, 3.21206526, 2.63053899, 3.97781164, 2.22091945, 4.86557924, 1613.93971419, 1210.8986093, 991.67225538, 1499.57307422, 837.25206483, 1834.24764284, 6569.07516687, 4928.61283108, 4036.31531537, 6103.57881164, 3407.79255826, 7465.77491991
9.13723, 4.0900037, 2.8860294, 8.318716, 4.4774735, 3.0047023, 6.8673299, 2.137724, 10.275036, 4.37889977, 3.21257569, 2.63170727, 3.97860488, 2.219794, 4.86663228, 1647.044943, 1208.35296795, 989.86968884, 1496.48117, 834.9358666, 1830.4968132, 6703.78182381, 4918.22320802, 4028.95528516, 6090.95902925, 3398.34557055, 7450.46534221
9.1384, 3.4622608, 2.8824967, 7.7473909, 4.5139173, 3.0322747, 6.9197574, 2.16233, 10.347688, 4.23563289, 3.23308689, 2.64987171, 4.00300389, 2.23769847, 4.89510758, 1589.56934174, 1213.32890071, 994.45701232, 1502.26717436, 839.77459117, 1837.06027537, 6469.80839317, 4938.44798041, 4047.60343319, 6114.47422784, 3418.02056419, 7477.13715671
9.13958, 3.0703491, 2.839956, 7.3630605, 4.5319896, 3.0447226, 6.9456262, 2.1689374, 10.385212, 4.13891763, 3.24714776, 2.66153061, 4.01988198, 2.24636906, 4.91547264, 1549.72836371, 1215.82438512, 996.55268291, 1505.15803249, 841.10440226, 1840.49262063, 6307.61272335, 4948.57649929, 4056.10978634, 6126.20519742, 3423.4133888, 7491.06420384
9.14075, 2.748926, 2.8109503, 7.060093, 4.5415681, 3.0496018, 6.960419, 2.1736077, 10.40673, 4.0623369, 3.25816927, 2.6698834, 4.03355905, 2.25403839, 4.93205454, 1517.59559042, 1217.17706488, 997.4070019, 1506.8448459, 842.05687687, 1842.50208743, 6176.79251464, 4954.05378799, 4059.56378778, 6133.03572021, 3427.27051055, 7499.20016486
9.14193, 2.2652269, 2.8685961, 6.7104707, 4.5056199, 3.0241249, 6.9098202, 2.1520045, 10.337777, 3.96984743, 3.25292912, 2.66499984, 4.02838247, 2.24811701, 4.92732155, 1479.62614528, 1212.41912997, 993.28840676, 1501.44309828, 837.90945709, 1836.49218403, 6022.21769418, 4934.65998866, 4042.77731758, 6111.0147466, 3410.37036601, 7474.69606509
9.1431, 1.8517815, 2.9245248, 6.4337227, 4.5041609, 3.0216705, 6.9085418, 2.1517948, 10.336144, 3.89628939, 3.26007044, 2.67019875, 4.03750647, 2.2533075, 4.93854837, 1448.87569475, 1212.29106975, 992.94115198, 1501.38873387, 837.91580967, 1836.45052813, 5897.02675463, 4934.11056491, 4041.340855, 6110.75854528, 3410.37672567, 7474.48379263
9.14427, 2.1569812, 2.986277, 6.7492312, 4.5178666, 3.0306602, 6.9276346, 2.1615811, 10.361884, 4.00013584, 3.27276098, 2.68050246, 4.0526591, 2.2637755, 4.95640687, 1484.06036567, 1214.20247996, 994.4730922, 1503.54662544, 839.86634985, 1838.83929996, 6040.1963216, 4941.86188298, 4047.55281683, 6119.50632629, 3418.29601702, 7484.16346972
9.14544, 3.0282424, 2.9861589, 7.4916244, 4.5516581, 3.0547831, 6.9784984, 2.1773829, 10.434404, 4.22442907, 3.29279611, 2.69755441, 4.07719062, 2.27744254, 4.98555886, 1563.64035554, 1218.80348944, 998.47929237, 1509.1411609, 842.9780701, 1845.36677314, 6364.0542713, 4960.55984059, 4063.83500076, 6142.24122381, 3430.94124467, 7510.68764189
9.14661, 4.232772, 2.9662731, 8.5566607, 4.5818708, 3.0747242, 7.022186, 2.1917475, 10.49855, 4.52553105, 3.31160716, 2.71281686, 4.09971397, 2.29040695, 5.01281935, 1671.18869788, 1222.91072472, 1001.78936601, 1513.94291068, 845.80177895, 1851.13458465, 6801.73973184, 4977.24791661, 4077.28375757, 6161.74921502, 3442.41411664, 7534.11967741
9.14778, 5.5170812, 2.9440234, 9.7513187, 4.6054045, 3.0924276, 7.0550054, 2.2056501, 10.542867, 4.84274295, 3.32807904, 2.72715306, 4.11915768, 2.3031809, 5.03545948, 1784.14223423, 1226.1163654, 1004.72583357, 1517.56210726, 848.52786274, 1855.14202017, 7261.41919525, 4990.26632547, 4089.21178699, 6176.44401006, 3453.4895212, 7550.38674426
9.14894, 6.4347153, 2.9639278, 10.671271, 4.5861617, 3.0788238, 7.0288381, 2.1935603, 10.507953, 5.07815812, 3.32906923, 2.72766206, 4.12135396, 2.30235842, 5.03914907, 1866.50918389, 1223.62048259, 1002.56946702, 1514.82975318, 846.24642177, 1852.17115939, 7596.60774565, 4980.07988175, 4080.41227145, 6165.28840879, 3444.1845654, 7538.25263608
9.15011, 7.0813043, 3.0038715, 11.364027, 4.5535435, 3.057078, 6.9784914, 2.1811742, 10.434129, 5.25291443, 3.3251324, 2.72450405, 4.11637538, 2.30133252, 5.0334099, 1926.25001399, 1219.33003406, 999.07889833, 1509.47978129, 843.90139041, 1845.75743835, 7839.70534103, 4962.589545, 4066.18254041, 6143.47910062, 3434.62073441, 7512.10608308
9.15127, 6.5834577, 3.0259367, 10.899269, 4.540463, 3.0489409, 6.9607287, 2.1706928, 10.410864, 5.15475509, 3.32705071, 2.72636409, 4.11942598, 2.30042741, 5.03793705, 1886.55501956, 1217.6454782, 997.80412019, 1507.64170782, 841.91834501, 1843.80155297, 7678.10585531, 4955.70538836, 4060.97122969, 6135.96343839, 3426.53042583, 7504.10316856
9.15243, 5.2935991, 3.0392356, 9.6521759, 4.5128883, 3.027288, 6.9220242, 2.1571361, 10.356327, 4.8607206, 3.3236504, 2.72216793, 4.11627708, 2.29787721, 5.03490084, 1775.44682596, 1214.01023474, 994.31027106, 1503.52831943, 839.33209321, 1839.06861677, 7225.86467589, 4940.88222925, 4046.7286091, 6119.18758348, 3415.98522409, 7484.79805769
9.15359, 4.0384768, 3.0045116, 8.4124848, 4.4574835, 2.9898922, 6.8420624, 2.1260999, 10.245395, 4.54707853, 3.30990234, 2.71080372, 4.100755, 2.28592587, 5.01804627, 1657.60661433, 1206.60243353, 988.20509765, 1494.9024033, 833.31875874, 1829.2947087, 6746.23023855, 4910.7054428, 4021.85841562, 6084.04654618, 3391.49238426, 7444.97709672
9.15475, 2.4260337, 2.8268373, 6.7751942, 4.471308, 2.9989808, 6.8619186, 2.1372942, 10.2724, 4.08899939, 3.32179988, 2.72046419, 4.11508635, 2.29661568, 5.03491488, 1487.662687, 1208.53961173, 989.76123213, 1497.15366313, 835.5563612, 1831.80633822, 6054.5475105, 4918.56155395, 4028.16878877, 6093.17425461, 3400.57980268, 7455.15673796
9.15591, 2.067357, 2.661222, 6.2861051, 4.4307864, 2.9717005, 6.8020608, 2.1135644, 10.188678, 3.94672151, 3.3134931, 2.71361469, 4.10549869, 2.28851312, 5.02463573, 1433.04124266, 1203.1181473, 985.30432519, 1490.69270209, 830.95137953, 1824.42825314, 5832.21389688, 4896.46924972, 4010.00711421, 6066.84471758, 3381.81905663, 7425.08693755
9.15707, 1.6981699, 2.5557681, 5.8622716, 4.4281994, 2.9696489, 6.7996499, 2.1122038, 10.186993, 3.81919455, 3.31934504, 2.71826233, 4.11322143, 2.29248617, 5.03456344, 1383.96502599, 1202.83410043, 985.0192105, 1490.51181751, 830.73031173, 1824.37936479, 5632.45072948, 4895.28541485, 4008.82397065, 6066.07408146, 3380.90014012, 7424.84578081
9.15822, 0.68824896, 2.5867876, 5.1333941, 4.4414058, 2.9785872, 6.8193609, 2.1214778, 10.213088, 3.58121347, 3.33110356, 2.72792902, 4.12762034, 2.30222175, 5.05133816, 1295.1453822, 1204.69316288, 986.55517108, 1492.75335328, 832.59819226, 1826.81578199, 5270.94349437, 4902.82378863, 4015.05238893, 6075.16243682, 3388.48293423, 7434.7196028
9.15938, 0.19705986, 2.5608967, 4.7829652, 4.4675837, 2.9959991, 6.8564826, 2.1338398, 10.265344, 3.4639933, 3.34784068, 2.74156958, 4.14743055, 2.31371221, 5.07475624, 1250.22768233, 1208.30576927, 989.48984057, 1496.89448852, 835.06716188, 1831.58574153, 5088.109874, 4917.49831034, 4026.97292594, 6091.98127268, 3398.5117526, 7454.08986559
9.16053, 0.78498042, 2.5137892, 5.1300323, 4.477016, 3.0018331, 6.8716386, 2.1371526, 10.287568, 3.59488455, 3.35829793, 2.74990803, 4.16059127, 2.32029212, 5.09074399, 1294.86539836, 1209.64768655, 990.50767945, 1498.63106649, 835.76146437, 1833.66896843, 5269.74436265, 4922.93182367, 4031.09254949, 6099.01432556, 3401.31821495, 7462.52600584
9.16168, 1.1254773, 2.4689692, 5.3182606, 4.4971665, 3.0172774, 6.8983102, 2.1514342, 10.324382, 3.66783581, 3.37283086, 2.76269346, 4.17730744, 2.33286235, 5.11042609, 1318.47974241, 1212.43408682, 993.10752866, 1501.6198968, 838.59581043, 1837.048773, 5365.81796473, 4934.24388319, 4041.65043026, 6111.14358399, 3412.83397841, 7476.23872497
9.16284, 1.5613975, 2.4081129, 5.5673572, 4.4829917, 3.0059569, 6.8792295, 2.1429608, 10.299373, 3.76063711, 3.37458873, 2.76330141, 4.18029359, 2.33315718, 5.11496043, 1349.0793292, 1210.58952634, 991.29820427, 1499.62559428, 836.98959326, 1834.92508625, 5490.31789475, 4926.7090495, 4034.26407338, 6102.99265397, 3406.27777932, 7467.55347779
9.16399, 1.8015177, 2.3581479, 5.6989191, 4.4801632, 3.0051233, 6.8767241, 2.1383138, 10.295968, 3.81277231, 3.38058252, 2.76869918, 4.18827727, 2.33550254, 5.12481529, 1365.00195855, 1210.27467502, 991.21570953, 1499.435638, 836.12796293, 1834.72348719, 5555.08652918, 4925.39992468, 4033.90559336, 6102.18517406, 3402.75202862, 7466.69091912
9.16514, 1.0267346, 2.3534334, 5.1133182, 4.479813, 3.0046908, 6.8769432, 2.1386677, 10.296681, 3.61915835, 3.38755315, 2.77431691, 4.19714424, 2.3406034, 5.135761, 1293.04168172, 1210.29449478, 991.19935007, 1499.54268854, 836.24352907, 1834.88877579, 5262.20336855, 4925.45279662, 4033.81625865, 6102.58640417, 3403.20314328, 7467.32145867
9.16628, -0.51602998, 2.332978, 4.1059269, 4.4721793, 2.9997902, 6.8633872, 2.1349722, 10.276914, 3.24989402, 3.39174502, 2.77785155, 4.20177548, 2.34347165, 5.14156054, 1158.7522786, 1209.32936384, 990.44516348, 1498.14636478, 835.56666755, 1833.22746752, 4715.66858341, 4921.49753953, 4030.72445013, 6096.86977642, 3400.42954504, 7460.51881365
9.16743, -2.323654, 2.2256006, 3.1733262, 4.5407425, 3.0468606, 6.9650196, 2.1684689, 10.421164, 2.86312419, 3.42488714, 2.80549255, 4.24173955, 2.36678837, 5.1884895, 1018.74723975, 1218.63184687, 998.24094348, 1509.28153152, 842.14269403, 1846.15092238, 4145.8794322, 4959.32701678, 4062.42729744, 6142.15088372, 3427.17205791, 7513.06981671
9.16858, -3.1050082, 2.117014, 2.798477, 4.5487795, 3.0504155, 6.9776379, 2.1736945, 10.441427, 2.6944296, 3.43521096, 2.81310194, 4.25461419, 2.3746807, 5.20458251, 956.74026458, 1219.77751464, 998.87853419, 1510.7318833, 843.20356495, 1848.04741235, 3893.51473891, 4963.96138767, 4064.99907991, 6148.01850817, 3431.46999196, 7520.74528951
9.16972, -3.2173674, 1.9924957, 2.6739069, 4.5829716, 3.0755028, 7.0275497, 2.1927008, 10.512147, 2.63935687, 3.45540182, 2.83062957, 4.27884878, 2.39009224, 5.23324043, 935.25536738, 1224.42066658, 1003.03279223, 1516.20886358, 846.92851612, 1854.39727733, 3806.05929355, 4982.82909653, 4081.88224709, 6170.27288748, 3446.60962363, 7546.54422469
