,ma_GeV,gtau_20fb-1,gtau_50ab-1,gtau_3m
72,0.0040646392004143545,0.0792663508883319,0.0109761493929732,6890.601111448276
73,0.0042792684232761434,0.0792663508883319,0.0109761493929732,6216.730448973525
74,0.004505230928388804,0.0792663508883319,0.0109761493929732,5608.761367201346
75,0.0047431251584288065,0.0792663508883319,0.0109761493929732,5060.248982000481
76,0.004993581156241842,0.0792663508883319,0.0109761493929732,4565.378690501874
77,0.005257262233458284,0.0792663508883319,0.0109761493929732,4118.9045323691635
78,0.005534866727218212,0.0792663508883319,0.0109761493929732,3716.093579065283
79,0.00582712984965853,0.0792663508883319,0.0109761493929732,3352.6757616037203
80,0.006134825635060454,0.0792663508883319,0.0109761493929732,3024.7986049244782
81,0.006458768989814143,0.0792663508883319,0.0109761493929732,2728.986389048647
82,0.006799817850629707,0.0792663508883319,0.0109761493929732,2462.1033040919833
83,0.007158875456710363,0.0792663508883319,0.0109761493929732,2221.320208555835
84,0.00753689274190543,0.0792663508883319,0.0109761493929732,2004.0846385106718
85,0.007934870853178606,0.0792663508883319,0.0109761493929732,1808.093749749278
86,0.008353863802061434,0.0792663508883319,0.0109761493929732,1631.2699060781056
87,0.008794981256114148,0.0792663508883319,0.0109761493929732,1471.738654966141
88,0.009259391477786798,0.0792663508883319,0.0109761493929732,1327.808857078248
89,0.009748324418464007,0.0792663508883319,0.0109761493929732,1197.9547590525667
90,0.010263074975887711,0.0792663508883319,0.0109761493929732,1080.7998194812612
91,0.01080500642358483,0.0792663508883319,0.0109761493929732,975.1021166390694
92,0.0113755540213825,0.0792663508883319,0.0109761493929732,879.7411832716797
93,0.011976228816572851,0.0792663508883319,0.0109761493929732,793.7061288837943
94,0.012608621645794682,0.0792663508883319,0.0109761493929732,716.0849236150418
95,0.013274407348230306,0.0792663508883319,0.0109761493929732,646.0547301056249
96,0.013975349201276202,0.0792663508883319,0.0109761493929732,582.8731808628726
97,0.01471330359043484,0.0792663508883319,0.0109761493929732,525.870508662904
98,0.015490224925795335,0.0792663508883319,0.0109761493929732,474.44244656433324
99,0.01630817081812419,0.0792663508883319,0.0109761493929732,428.04382226932705
100,0.01716930752827413,0.0792663508883319,0.0109761493929732,386.18277892793105
101,0.018075915704343682,0.0792663508883319,0.0109761493929732,348.4155611222518
102,0.019030396421781774,0.0792663508883319,0.0109761493929732,314.3418107584056
103,0.020035277542433862,0.0792663508883319,0.0109761493929732,283.60032299950905
104,0.02109322040937132,0.0792663508883319,0.0109761493929732,255.86521724970913
105,0.022207026895234638,0.0792663508883319,0.0109761493929732,230.84248259910024
106,0.02337964682275713,0.0792663508883319,0.0109761493929732,208.26686110890785
107,0.024614185777122356,0.0792663508883319,0.0109761493929732,187.89903589763586
108,0.02591391333084494,0.0792663508883319,0.0109761493929732,169.523094220002
109,0.027282271702958237,0.0792663508883319,0.0109761493929732,152.94423864556848
110,0.02872288487544183,0.0792663508883319,0.0109761493929732,137.98672207401432
111,0.03023956819103261,0.0792663508883319,0.0109761493929732,124.49198469681475
112,0.03183633845783899,0.0792663508883319,0.0109761493929732,112.3169731558545
113,0.033517424587519155,0.0792663508883319,0.0109761493929732,101.33262408092143
114,0.0352872787951975,0.0792663508883319,0.0109761493929732,91.42249593054993
115,0.037150588390781884,0.0792663508883319,0.0109761493929732,82.4815346327976
116,0.03911228819290919,0.0792663508883319,0.0109761493929732,74.41495994091568
117,0.0411775735983972,0.0792663508883319,0.0109761493929732,67.13726069852498
118,0.043351914341816,0.0792663508883319,0.0109761493929732,60.571288363428515
119,0.04564106898161922,0.0792663508883319,0.0109761493929732,54.647439180801754
120,0.04805110015120191,0.0792663508883319,0.0109761493929732,49.30291633623771
121,0.05058839061527437,0.0792663508883319,0.0109761493929732,44.48106426697391
122,0.05325966017407749,0.0792663508883319,0.0109761493929732,40.13076807454563
123,0.05607198346020825,0.0792663508883319,0.0109761493929732,36.20591167223467
124,0.0590328086751884,0.0792663508883319,0.0109761493929732,32.6648889233096
125,0.06214997731539944,0.0792663508883319,0.0109761493929732,29.470162587790185
126,0.065431744939626,0.0792663508883319,0.0109761493929732,26.587866402274297
127,0.06888680303320804,0.0792663508883319,0.0109761493929732,23.987446074603636
