ma_GeV,gtau
3.595561035758323,1.8562826981651115
3.6448828606658448,1.9081589317794287
3.694204685573366,1.858844200577928
3.743526510480888,1.7898302951600413
3.792848335388409,1.7715819135779058
3.842170160295931,1.7770625683450372
3.891491985203453,1.8073354843807994
3.940813810110974,1.8783116368851582
3.990135635018496,1.9802092932050481
4.039457459926017,2.134037602443438
4.088779284833539,2.2643815947864767
4.1381011097410605,2.3658745791615705
4.187422934648582,2.585249161707332
4.236744759556103,2.824219452034758
4.286066584463625,3.015756569380788
4.335388409371147,3.1478432292584033
4.384710234278669,3.1878329722118592
4.43403205918619,3.0854633853355313
4.483353884093711,3.100604771631141
4.532675709001233,3.1391459443351435
4.581997533908755,3.3499033789645893
4.631319358816276,3.468717289966242
4.665844636251541,3.2868068648646713
4.710234278668311,3.10334925118023
4.759556103575832,3.0485384218815117
4.808877928483354,3.1805882219409223
4.853267570900123,3.413090338168975
4.897657213316893,3.746355862244842
4.917385943279902,4.071492103450195
4.956843403205919,4.46042618455656
5.00616522811344,4.654650678602765
5.055487053020961,4.821310420134368
5.094944512946979,5.243227640788574
5.129469790382244,5.733831707720414
5.178791615289766,6.214941611600727
5.228113440197287,6.24883260635808
5.262638717632552,5.880023961879634
5.287299630086313,5.510454996510036
5.307028360049322,5.153574910258161
5.336621454993835,4.876587412021993
5.3859432799013565,5.170559169586331
5.435265104808878,5.201737958405092
5.474722564734895,4.907222330331495
5.4993834771886565,4.600273219038446
5.5191122071516645,4.30347462296205
5.548705302096177,4.043292805669079
5.588162762022195,3.8734311248263635
5.637484586929716,3.8995372186727275
5.686806411837238,3.8971448509765616
5.731196054254007,3.8001218505084426
5.780517879161529,3.7708008272101097
5.829839704069051,3.7992778341241547
5.869297163995068,4.140253691411112
5.889025893958077,4.504932399479217
5.903822441430333,4.8906338699745096
5.913686806411837,5.297222968231655
5.923551171393342,5.7376706320006505
5.933415536374846,6.2148015767968765
5.94327990135635,6.731676646756895
5.958076448828606,7.308622542647742
5.992601726263872,8.009954055897722
6.017262638717632,8.738273813374782
6.046855733662145,9.556142965169451
6.0912453760789145,10.369849433659336
6.140567200986437,10.464956554469504
6.189889025893958,10.173952971096131
6.23921085080148,10.2733951508246
6.288532675709002,10.856336506614173
6.3279901356350186,10.353609471983235
6.3477188655980274,9.701909715233601
6.357583230579532,9.045009048504202
6.362515413070284,8.410993066177813
6.372379778051788,7.841661313417956
6.382244143033292,7.3109693547026104
6.387176325524044,6.798620956900093
6.397040690505548,6.338652056080493
6.406905055487053,5.90988717831998
6.436498150431566,5.652740874564843
6.471023427866831,6.115564345955999
6.485819975339087,6.6463582048621435
6.495684340320592,7.204160927035965
6.510480887792848,7.829888465658103
6.520345252774353,8.487348627629292
6.53514180024661,9.225069805410886
6.569667077681874,10.137209006234801
6.609124537607892,9.757335592703818
6.6288532675709,9.151102381714233
6.638717632552405,8.535239830916028
6.653514180024661,7.98331206190974
6.663378545006165,7.446363294190275
6.673242909987669,6.945651036901693
6.688039457459926,6.497112159710344
6.712700369913687,6.112584058409842
6.7570900123304565,6.041463453274181
6.786683107274969,6.628553946608147
6.801479654747226,7.209834458017472
6.81134401972873,7.819281439769252
6.821208384710234,8.480412739964976
6.831072749691739,9.197627093333283
6.840937114673243,9.975699064356299
6.850801479654747,10.819811296075022
6.8705302096177565,11.80645044177658
6.900123304562269,12.865565276889653
6.94944512946979,13.3673664590262
6.998766954377312,13.586265869756241
7.023427866831073,12.802923763907515
7.057953144266338,12.328718766559218
7.082614056720098,11.622072776086648
7.097410604192355,10.8858784891953
7.10727496917386,10.163357355452561
7.122071516646116,9.520470853186438
7.151664611590629,9.07663107018812
7.181257706535142,9.911016625306399
7.20098643649815,10.832070561683306
7.22071516646116,11.840035239314782
7.235511713933416,12.898412404886964
7.245376078914919,14.003412780129942
7.250308261405673,15.150511049291875
7.260172626387176,16.449163351419184
7.265104808877929,17.796996738574467
7.2799013563501855,19.391671073248183
7.319358816276202,21.031575120138935
7.353884093711468,20.159047058519317
7.368680641183724,18.904309024393243
7.388409371146732,17.794731416501286
7.42786683107275,17.925970613636608
7.467324290998767,17.141093907092795
7.477188655980271,16.021619374223544
7.491985203452527,15.034111841474632
7.506781750924784,14.108643367358889
7.556103575832306,14.790361119323503
7.595561035758322,15.626846652107435
7.615289765721332,17.127826185807614
7.620221948212084,18.543049902811273
7.630086313193589,20.15919167832891
7.639950678175092,21.917130441875862
7.669543773119606,22.479677849710846
7.67940813810111,21.028960799815795
7.709001233045623,20.627731541381824
7.723797780517879,22.53307025300445
7.738594327990135,24.617046029241003
7.753390875462392,26.89669957613513
7.773119605425401,29.52331675332313
7.79284833538841,32.41300364221651
7.842170160295931,33.18947702662643
7.881627620221948,32.70558938205043
7.891491985203452,30.62871210062817
7.921085080147965,29.920350996047706
7.935881627620223,32.741016800055185
7.945745992601726,35.65354876790728
7.955610357583231,38.827617516267715
7.970406905055487,42.502059532754714
7.995067817509248,47.01260992590832
8.01972872996301,44.75507202074318
8.024660912453761,41.72982508330283
8.029593094944513,38.90975488928155
8.039457459926016,36.47415073011259
8.04438964241677,34.01107201066797
8.049321824907523,31.714896336196595
8.06905055487053,30.743823801041025
8.078914919852036,33.50976256977009
8.083847102342787,36.32706326527401
8.09371146732429,39.599837320357125
8.103575832305795,40.34395298968224
8.123304562268803,35.49410388701481
8.123304562268803,38.26801668631789
8.133168927250308,30.882890050215885
8.133168927250308,33.29643017675741
8.143033292231813,26.872953873765564
8.143033292231813,28.973111999928857
8.147965474722564,25.068463640953965
