ma_GeV,cl
0.2168674698795178,162.29389216673957
0.2385542168674697,96.23273704082038
0.2602409638554215,96.2968266357489
0.2819277108433733,72.87355134309347
0.3036144578313251,71.04588268262742
0.3253012048192769,85.02441202483028
0.3469879518072287,64.51148987905712
0.3686746987951805,62.41814520849955
0.3903614457831323,63.28290921529161
0.4120481927710842,88.37942093537848
0.433734939759036,81.522257478404
0.4554216867469878,66.02013970628977
0.4771084337349396,79.70962298693321
0.4987951807228914,64.10296284152508
0.5204819277108432,75.25246746143948
0.542168674698795,75.88241519683983
0.5638554216867468,59.95451780854086
0.5855421686746987,59.919691542020196
0.6072289156626505,59.912768245253766
0.6289156626506023,75.7624669038434
0.6506024096385541,89.23545738303582
0.6722891566265059,65.78041430087204
0.6939759036144577,62.57825605482484
0.7156626506024095,102.2012492438691
0.7373493975903613,66.02478898945526
0.7590361445783131,59.7176424670359
0.780722891566265,65.56285242930772
0.8024096385542168,61.153827067396755
0.8240963855421686,64.46852823998694
0.8457831325301204,78.393339609885
0.8674698795180722,68.7980145674567
0.889156626506024,65.51052613742766
0.9108433734939758,64.97918709595854
0.9325301204819276,61.87964993583375
0.9542168674698794,62.01147845613516
0.9759036144578312,62.14566353537356
0.9975903614457832,62.92013863158112
1.0192771084337349,68.41778287405758
1.040963855421687,67.18780044981284
1.0626506024096385,80.9022481195064
1.0843373493975903,64.7983914194304
1.106024096385542,63.637862786720554
1.127710843373494,68.50437456675795
1.1493975903614455,78.39554822687523
1.1710843373493975,82.69094217514942
1.1927710843373494,66.23789121554293
1.2144578313253012,92.94880036569938
1.236144578313253,86.75873464561765
1.2578313253012048,103.42776918135587
1.2795180722891566,84.56177840646346
1.3012048192771084,83.91338432412898
1.3228915662650602,86.7371243131927
1.344578313253012,70.20080677007071
1.3662650602409638,85.4210755599322
1.3879518072289156,79.74397167679767
1.4096385542168677,100.05089146453322
1.4313253012048193,86.9731758093836
1.453012048192771,68.97915061953096
1.4746987951807229,67.08095287735436
1.4963855421686747,66.58023935454611
1.5180722891566265,66.76204343918378
1.5397590361445783,83.77558891969288
1.56144578313253,67.82034912418533
1.583132530120482,67.32137643378024
1.6048192771084338,72.50597378649354
1.6265060240963856,82.17544169796935
1.6481927710843374,84.11131940065653
1.6698795180722892,70.21699492587936
1.691566265060241,89.03226496841972
1.7132530120481928,84.86204180154152
1.7349397590361446,78.45372991417167
1.7566265060240964,83.6576553178127
1.7783132530120482,70.56582793241067
1.8,70.06963295914314
1.821686746987952,71.0126256692704
1.843373493975904,84.72056525062064
1.8650602409638557,122.67918057244196
1.8867469879518075,96.37315843890765
1.908433734939759,74.9432990773671
1.930120481927711,110.77043709077033
1.9518072289156627,95.39114167885779
1.9734939759036143,95.72290637186327
1.9951807228915663,91.28715744669947
2.016867469879518,73.20944379399184
2.03855421686747,72.72963185273872
2.060240963855421,73.7448721109026
2.081927710843374,88.02495786451615
2.103614457831325,73.54642308522351
2.125301204819277,73.82883720919958
2.146987951807229,83.76035180299785
2.168674698795181,76.7205329376491
2.1903614457831324,75.47440366038455
2.2120481927710847,91.04443298324009
2.233734939759036,98.18368152339546
2.2554216867469883,89.0424000866994
2.27710843373494,77.53125438333134
2.298795180722892,84.48504632570094
2.3204819277108437,105.11502033518444
2.3421686746987955,79.37141997444232
2.363855421686747,96.77487225735392
2.385542168674699,79.29520453310631
2.4072289156626505,78.06427159690361
2.4289156626506028,78.44215123154497
2.450602409638554,117.31015064334215
2.4722891566265064,83.36772613473177
2.4939759036144578,79.6311760073546
2.51566265060241,80.04733426274107
2.5373493975903614,98.67215351253625
2.5590361445783136,81.74108360060433
2.580722891566265,80.53659268764953
2.6024096385542173,81.82358942001773
2.6240963855421686,130.1972584894074
2.645783132530121,89.82034376752546
2.667469879518072,83.28885934257514
2.6891566265060245,82.95625581173066
2.710843373493976,83.48393046444033
2.732530120481928,89.32764785241157
2.7542168674698795,97.56498188365471
2.775903614457832,89.62300354934574
2.797590361445783,91.17864264724054
2.819277108433736,127.2577893500223
2.8409638554216867,137.68637239100966
2.862650602409639,94.18458637022349
2.8843373493975903,105.11373772592992
2.9060240963855426,90.94348121647532
2.927710843373494,102.58774411588638
2.949397590361446,137.65644998322563
2.9710843373493976,114.43552634547532
2.99277108433735,95.16178344345545
3.014457831325301,114.25649400693638
3.036144578313253,100.05168459593969
3.1662650602409643,157.97611899006617
3.187951807228916,163.44499222361776
3.209638554216868,143.76651098956276
3.2313253012048198,117.85114989587012
3.253012048192772,121.01258417701736
3.274698795180723,132.24468957013323
3.296385542168675,119.22825525409719
3.3180722891566266,156.97635856803555
3.339759036144579,140.55442081132946
3.36144578313253,166.07897869794758
3.3831325301204824,175.88534635147
3.404819277108434,162.02983732006746
3.426506024096386,146.87387871460348
3.4481927710843374,136.6494210080794
3.4698795180722897,181.2409824964549
3.491566265060241,206.7125610050311
3.5132530120481933,228.83276087335702
3.5349397590361447,237.5021343938637
3.556626506024097,1160.0320307894167
3.5783132530120483,1696.8952028668357
3.6000000000000005,1890.4875546309604
3.621686746987952,1724.9204316098653
3.643373493975904,1316.057125643602
3.665060240963856,1362.2601534795824
3.686746987951808,1730.1385798634885
3.708433734939759,1524.1172308284308
3.7301204819277114,1752.1812879765912
3.751807228915663,1470.3214986056898
3.773493975903614,2395.885858553947
3.7951807228915664,1468.8156713330775
3.8168674698795177,2016.4424079989947
3.83855421686747,1343.53319204389
3.860240963855421,1374.5582784384821
3.8819277108433736,1542.4559012231646
3.903614457831325,1696.9743897392648
3.925301204819277,2111.0798257222245
