ma_GeV,cl
0.2665964172813488,128.76580289723762
0.452054794520548,84.41457560990058
0.5953635405690201,108.78506550580283
0.7302423603793466,110.34525097583365
0.8482613277133826,118.6561953476912
1.008429926238145,115.26947008510052
1.0927291886195996,116.32862694968355
1.227608008429926,138.8903808133597
1.3540569020021074,159.93795929495232
1.4889357218124342,119.8284647917655
1.6153846153846154,121.88150639234726
1.750263435194942,125.38319757769477
1.8598524762908324,124.10956070749756
1.9863013698630136,126.70962687123023
2.070600632244468,169.94649072580998
2.12118018967334,105.53429746301511
2.138040042149631,163.0287213852608
2.247629083245521,129.48045090005562
2.3319283456269755,128.28618303655034
2.407797681770284,132.85108620841854
2.542676501580611,157.1410389335489
2.5848261327713384,193.67601903949245
2.660695468914647,117.42472340383621
2.660695468914647,117.42472340383621
2.6775553213909378,202.4362040680994
2.8040042149631192,216.5223081008033
2.829293993677555,120.64615168313601
2.879873551106428,196.18595301506275
2.964172813487882,124.86221593323326
3.0990516332982083,278.51433958022307
3.2086406743940987,308.76856832883294
3.250790305584826,165.2006065517511
3.3013698630136985,347.8719257899828
3.343519494204425,198.66417299381717
3.461538461538461,451.1379698549197
3.53740779768177,300.2627557828205
3.604847207586933,3644.4138628935016
3.680716543730242,2208.4495874360837
3.748155953635405,3292.2856226066942
3.781875658587987,2363.557399649461
3.857744994731296,3230.364938072388
3.8914646996838775,1915.0393412855092
3.967334035827186,3345.0664000568463
4.009483667017913,2098.6273464627125
4.093782929399367,2462.9947356768753
4.127502634351949,1824.9581596622834
4.194942044257113,2651.728569573124
4.270811380400421,1984.4916683247825
4.371970495258166,1815.3588670552792
4.422550052687039,2677.2481186815235
4.557428872497365,3410.7062309560824
4.608008429926239,1683.1464464129033
4.683877766069546,2781.311384623992
4.7175974710221285,1796.6997989164395
4.793466807165437,2767.6147680640374
4.903055848261328,2126.5464542618365
4.978925184404636,3404.4313518794183
5.029504741833509,1965.7264869063715
5.080084299262381,2867.6417393701986
5.198103266596417,2083.220522134057
5.26554267650158,4375.889290329249
5.316122233930453,3199.461839991624
5.3919915700737615,2229.8320928982484
5.569020021074815,4026.1542041544303
5.594309799789252,2493.055577981047
5.619599578503688,3563.6469166251945
5.788198103266596,2488.4704694792963
5.897787144362487,3992.010936152728
5.931506849315068,2997.1253331377884
5.990516332982086,3961.8764112509893
6.024236037934668,2441.655721451614
6.07481559536354,4257.40477020109
6.108535300316122,2487.0530320441358
6.184404636459431,5009.483845039329
6.201264488935721,3128.187083332161
6.285563751317175,4536.236969493232
6.361433087460484,4149.897354048762
6.471022128556375,4778.682083957497
6.530031612223393,3323.514368568536
6.614330874604847,6287.569248453607
6.68177028451001,3739.2612673053413
6.799789251844046,6466.511314414912
6.858798735511064,4053.7588020290377
6.917808219178082,7219.876470869287
6.968387776606955,4637.909712874227
7.08640674394099,7259.24307193813
7.120126448893572,5158.7669968505315
7.221285563751317,7479.032611951942
7.297154899894625,6301.370612256947
7.432033719704952,8130.6916256943705
7.474183350895679,6735.471372365702
7.58377239199157,12015.417316795008
7.617492096944151,7505.4891318314285
7.651211801896733,7420.978244536196
7.676501580611169,10360.04560435233
7.80295047418335,14582.207570437953
7.836670179135932,9824.796225465745
7.853530031612223,13775.328147263492
7.9462592202318225,9876.49307071123
7.971548998946258,18631.27233061212
8.064278187565858,10001.144960271247
8.106427818756586,19061.745853786073
8.140147523709167,13651.466385087475
8.216016859852477,11731.659547817288
8.325605900948366,23949.44057615103
8.37618545837724,17819.83642807486
8.418335089567965,28247.828482749217
8.452054794520548,17883.110322878383
8.485774499473129,42929.77216745062
8.544783983140146,19784.478994031302
8.59536354056902,41744.239425909414
8.662802950474184,27580.62991687473
8.721812434141201,55270.56722685965
8.747102212855637,37739.70520188748
8.83140147523709,48642.96280719248
8.898840885142254,60531.98051217991
8.949420442571128,107924.96464467047
9.01685985247629,83902.89751041167
9.067439409905164,147749.18179240663
9.084299262381451,223135.1539563703
9.118018967334034,194157.88054320955
9.134878819810329,327934.0565832506
9.193888303477344,266267.6238843807
9.210748155953636,451665.78269551095
