ma_GeV,gagamma_GeV-1
0.18343916442490854,0.0003426009321376042
0.18478497974222927,0.00030214699618441105
0.18614066873551233,0.00030214699618441105
0.18750630384372893,0.00030025466804042074
0.18888195803730426,0.0002566119896887543
0.19026770482201658,0.0002566119896887543
0.19166361824292483,0.00022917313764310893
0.19306977288832516,0.000226311532153744
0.19448624389373634,0.000226311532153744
0.19591310694591466,0.0002152179950203365
0.1973504382868979,0.0002152179950203365
0.19879831471807946,0.0002152179950203365
0.20025681360431188,0.0002152179950203365
0.20172601287804084,0.0002152179950203365
0.2032059910434693,0.0002152179950203365
0.20469682718075222,0.0002152179950203365
0.20619860095022213,0.0002152179950203365
0.20771139259664564,0.0002152179950203365
0.20923528295351113,0.00021657438715148316
0.210770353447348,0.000226311532153744
0.21231668610207757,0.00022917313764310893
0.2138743635433958,0.0002631424996936486
0.21544346900318845,0.00026149445432388345
0.21702408632397815,0.00026149445432388345
0.21861629996340468,0.00025182068744930493
0.22022019499873757,0.00025182068744930493
0.22183585713142231,0.0002486762898599912
0.22346337269165947,0.0002486762898599912
0.22510282864301762,0.00024711884547699945
0.2267543125870802,0.00024711884547699945
0.22841791276812629,0.0002486762898599912
0.2300937180778458,0.0002486762898599912
0.23178181806008924,0.0002486762898599912
0.23348230291565236,0.00025182068744930493
0.23519526350709588,0.00025500484450344496
0.23692079136360086,0.00025500484450344496
0.23865897868585834,0.0002698392044308152
0.24040991835099743,0.0002698392044308152
0.24217370391754714,0.0002698392044308152
0.2439504296304357,0.000290969322797419
0.24574019042602635,0.000290969322797419
0.24754308193719018,0.0002965054921330334
0.2493592004984161,0.00029464849638362507
0.25118864315095824,0.00029464849638362507
0.25303150764802124,0.00029464849638362507
0.25488789245998356,0.00029464849638362507
0.25675789677965905,0.00029464849638362507
0.2586416205275971,0.00029464849638362507
0.26053916435742186,0.0002965054921330334
0.2624506296612103,0.00030214699618441105
0.2643761185749101,0.00030214699618441105
0.26631573398379715,0.0003237665098026361
0.26826957952797276,0.0003258070192227879
0.27023775960790175,0.0003258070192227879
0.27222037938999105,0.00034045524346874975
0.27421754481220856,0.00034045524346874975
0.2762293625897444,0.0003426009321376042
0.2782559402207126,0.00034693296373465284
0.28029738599189524,0.00034693296373465284
0.2823538089845287,0.00032173877996809224
0.28442531908013197,0.00032173877996809224
0.2865120269663782,0.00031972374968139287
0.28861404414300895,0.0003137540632309995
0.2907314829277922,0.0003137540632309995
0.29286445646252374,0.0003040512505569856
0.2950130787190725,0.0003040512505569856
0.2971774645054709,0.0003040512505569856
0.29935772947204903,0.0002631424996936486
0.30155399011761447,0.00026149445432388345
0.30376636379567706,0.00023353353304482506
0.30599496872071963,0.00023353353304482506
0.30823992397451433,0.0002320709268209445
0.31050134951248604,0.000226311532153744
0.3127793661701214,0.0002248941568794168
0.3150740956694263,0.0002248941568794168
0.31738566062542817,0.0002248941568794168
0.31971418455273,0.0002248941568794168
0.3220597918721086,0.0002248941568794168
0.3244226079171633,0.0002248941568794168
0.32680275894101285,0.0002248941568794168
0.32920037212304154,0.0002248941568794168
0.33161557557569477,0.000226311532153744
0.3340484983513248,0.00022917313764310893
0.336499270449086,0.00022917313764310893
0.33896802282188154,0.00025985673056139885
0.34145488738336044,0.00025985673056139885
0.34395999701496616,0.00025985673056139885
0.346483485573037,0.00030025466804042074
0.3490254878959583,0.00030025466804042074
0.35158613981136755,0.0002928031308849363
0.35416557814341193,0.000290969322797419
0.3567639407200593,0.000290969322797419
0.3593813663804629,0.000290969322797419
0.36201799498237996,0.000290969322797419
0.3646739674096446,0.000290969322797419
0.36734942557969597,0.000290969322797419
0.37004451245116116,0.000290969322797419
0.3727593720314942,0.0002698392044308152
0.3754941493846705,0.0002698392044308152
0.37824899063893863,0.0002681492180091573
0.3810240429946277,0.0002681492180091573
0.3838194547320135,0.0002681492180091573
0.3866353752192412,0.0002681492180091573
0.3894719549203066,0.0002681492180091573
0.3923293454030961,0.0002698392044308152
0.39520769934748534,0.0002698392044308152
0.3981071705534973,0.0002698392044308152
0.40102791394952075,0.0003157314701036993
0.40397008560058806,0.00031972374968139287
0.4069338427167146,0.00033409847123670196
0.40991934366129895,0.00041106965271149723
0.4129267479595848,0.00041106965271149723
0.4159562163071847,0.000413660382367902
0.41900791057866693,0.000413660382367902
0.42208199383620504,0.00041889092811009827
0.42517863033828945,0.00041106965271149723
0.42829798554850657,0.00041106965271149723
0.43144022614437855,0.0003580042076495892
0.43460552002626984,0.0003580042076495892
0.43779403632635866,0.00035576204920897075
0.44100594541767413,0.00035576204920897075
0.4442414189232,0.00035576204920897075
0.4475006297250453,0.00035576204920897075
0.45078375197368137,0.00035576204920897075
0.45409096109724795,0.0003580042076495892
0.4574224338109264,0.0003117890407365149
0.4607783481263825,0.00030983632505764266
0.4641588833612782,0.00030983632505764266
0.4675642201488528,0.00030983632505764266
0.4709945404475752,0.00030983632505764266
0.47445002755086635,0.00030983632505764266
0.4779308660968933,0.00030983632505764266
0.48143724207843486,0.00030983632505764266
0.48496934285282006,0.00030983632505764266
0.4885273571519392,0.00030983632505764266
0.49211147509232817,0.00041889092811009827
0.49572188818532753,0.00041889092811009827
0.499358789347315,0.000658497132520212
0.5030223729100141,0.000658497132520212
0.5067128346308776,0.0006626472516998325
0.5104303717035477,0.0007900976389284307
0.5141751827683928,0.0007802319637278195
0.5179474679231213,0.0007802319637278195
0.52,nan
0.56,nan
0.6038824119061963,0.000487063142001092
0.608312840938905,0.00048401269535377096
0.6127757741496239,0.00045453949328323377
0.6172714500077159,0.0004516927402571996
0.6218001087320921,0.0004516927402571996
0.6263619923040482,0.0004516927402571996
0.6309573444801936,0.0004516927402571996
0.635586410805477,0.0004516927402571996
0.6402494386263056,0.0004516927402571996
0.6449466771037627,0.00045453949328323377
0.6496783772269207,0.0004215309506539555
0.6544447918262521,0.0004215309506539555
0.6592461755871397,0.000413660382367902
0.6640827850634845,0.00041106965271149723
0.6689548786914147,0.00041106965271149723
0.6738627168030948,0.00039586247747779404
0.678806561640636,0.00039338321501038317
0.6837866773701085,0.00039338321501038317
0.6888033300956569,0.00039338321501038317
0.6938567878737188,0.00039338321501038317
0.6989473207273487,0.0003694287545211098
0.704075200660645,0.0003694287545211098
0.7092407016732852,0.0003602604970928925
0.7144440997751662,0.0003580042076495892
0.7196856730011522,0.0003580042076495892
0.7249657014259311,0.00035576204920897075
0.7302844671789803,0.00035576204920897075
0.7356422544596414,0.00035576204920897075
0.7410393495523058,0.00035576204920897075
0.7464760408417128,0.0003580042076495892
0.7519526188283562,0.0003580042076495892
0.7574693761440104,0.0003580042076495892
0.7630266075673648,0.00039338321501038317
0.7686246100397746,0.00039338321501038317
0.7742636826811278,0.00039338321501038317
0.779944126805828,0.0004602869366270785
0.7856662459388952,0.0004602869366270785
0.7914303458321831,0.0004602869366270785
0.7972367344807172,0.0004602869366270785
0.8030857221391521,0.0004602869366270785
0.8089776213383488,0.0004516927402571996
0.8149127469020748,0.000448863816271131
0.8208914159638262,0.000448863816271131
0.8269139479837725,0.0003812178788708575
0.8329806647658273,0.0003812178788708575
0.8390918904748429,0.0003812178788708575
0.8452479516539315,0.0003812178788708575
0.8514491772419137,0.0003812178788708575
0.8576958985908946,0.0003812178788708575
0.863988449483969,0.0003812178788708575
0.8703271661530567,0.0003836204703972027
0.8767123872968686,0.0003860382040413831
0.8831444540990042,0.00039338321501038317
0.8896237102461821,0.0004963303183663886
0.896150501946605,0.0004963303183663886
