ma_GeV,cl_pieee,cl_Keee,cl_Kmuee,cl_Kemumu,cl_Kmumumu,cl_Bmumumu
1.1183207660947367,,,,,,116.40546047051288
1.2145960832941733,,,,,,119.82310583117763
1.3191596635598677,,,,,,123.963745400711
1.4327250366588873,,,,,,129.0136944093678
1.5560671595505082,,,,,,135.22240410495863
1.6900277046028036,,,,,,142.93080093709608
1.8355208030674435,,,,,,152.61593393386647
1.9935392830055263,,,,,,164.96367827430862
2.165161444231347,,,,,,180.99172968313496
2.3515584165054966,,,,,,202.2671632463335
2.5540021511887643,,,,,,231.31213527313997
2.773874100890995,,,,,,272.4101274268843
3.0126746463437675,,,,,,333.33851167008334
3.2720333348248114,,,,,,429.4777901950177
3.5537199999999993,,,,,,594.8980306892953
