ma_GeV,gagg_TeV-1
1.021349338436818e-05,1.0063110473668728
1.043154471125328e-05,0.9751491313945377
1.0654251289712624e-05,0.9449521904263117
1.0881712506287626e-05,0.9156903425781847
1.1114029869356516e-05,0.9156903425781847
1.1351307054434312e-05,0.8873346313030633
1.1593649950439669e-05,0.8873346313030633
1.1841166706949628e-05,0.8598569967363345
1.2093967782463078e-05,0.8332302479287638
1.2352165993694855e-05,0.8332302479287638
1.2615876565922026e-05,0.8074280359392356
1.2885217184405017e-05,0.782424827760728
1.3160308046906782e-05,0.782424827760728
1.3441271917332974e-05,0.7581958810536977
1.3728234180517442e-05,0.7347172196618863
1.40213228981772e-05,0.7347172196618863
1.432066886606232e-05,0.7119656098863212
1.4626405672325488e-05,0.68991853749402
1.4938669757138159e-05,0.68991853749402
1.525760047357916e-05,0.6685541854386596
1.5583340149823387e-05,0.647851412271153
1.5916034152658022e-05,0.647851412271153
1.6255830952355104e-05,0.6277897312187812
1.6602882188928633e-05,0.6277897312187812
1.695734273980669e-05,0.6083492899121664
1.731937078894794e-05,0.5895108507400271
1.768912789743393e-05,0.5712557718122855
1.806677907556844e-05,0.5712557718122855
1.8452492856515974e-05,0.5535659885126732
1.884644137151274e-05,0.5364239956225911
1.9248800426682813e-05,0.5364239956225911
1.9659749581494832e-05,0.5198128299985282
2.0079472228893256e-05,0.5037160537859041
2.0508155677140627e-05,0.5037160537859041
2.094599123340685e-05,0.48811773815271653
2.1393174289143522e-05,0.4730024475268989
2.184990440728028e-05,0.4730024475268989
2.2316385411283428e-05,0.4583552243217974
2.2792825476115385e-05,0.4583552243217974
2.3279437221136346e-05,0.44416157413464075
2.3776437804989043e-05,0.4304074514033643
2.4284049022509708e-05,0.4170792455075894
2.48024974037076e-05,0.4170792455075894
2.5332014314857653e-05,0.40416376730001086
2.5872836061751866e-05,0.40416376730001086
2.6425203995154514e-05,0.39164823605485566
2.698936461850908e-05,0.379520266820503
2.756556969794431e-05,0.379520266820503
2.8154076374629475e-05,0.36776785816375185
2.8755147279527463e-05,0.3563793802936025
2.936905065059864e-05,0.3563793802936025
2.999606045250632e-05,0.34534356355280404
3.063645649887819e-05,0.34534356355280404
3.1290524577177595e-05,0.3346494872657772
3.1958556576241395e-05,0.3242865689318803
3.264085061653977e-05,0.3142445537533192
3.3337711183217896e-05,0.3142445537533192
3.40494492619773e-05,0.3045135044873413
3.477638247785852e-05,0.29508379161267356
3.5518835236986624e-05,0.29508379161267356
3.6277138871342626e-05,0.2859460838004689
3.705163178662644e-05,0.2859460838004689
3.784265961327549e-05,0.27709133868033536
3.865057536070862e-05,0.26851079389230775
3.9475739574862124e-05,0.26851079389230775
4.0318520499089626e-05,0.26019595841591
