ma_GeV,gee
0.0010311351205781636,4.927113793630772e-06
0.001037477519650408,4.927113793630772e-06
0.0010438589301239606,4.927113793630772e-06
0.0010502795919536722,4.927113793630772e-06
0.001056739746570333,4.927113793630772e-06
0.001063239636889744,4.927113793630772e-06
0.0010697795073218576,4.927113793630772e-06
0.001076359603779963,4.927113793630772e-06
0.001082980173689934,4.927113793630772e-06
0.0010896414659995384,4.927113793630772e-06
0.001096343731187789,4.927113793630772e-06
0.001103087221274372,4.927113793630772e-06
0.0011098721898291164,4.927113793630772e-06
0.0011166988919815307,4.927113793630772e-06
0.0011235675844303997,4.927113793630772e-06
0.0011304785254534343,4.927113793630772e-06
0.0011374319749169809,4.927113793630772e-06
0.0011444281942857952,4.927113793630772e-06
0.0011514674466328774,4.927113793630772e-06
0.0011585499966493562,4.927113793630772e-06
0.0011656761106544516,4.927113793630772e-06
0.0011728460566054798,4.927113793630772e-06
0.0011800601041079333,4.927113793630772e-06
0.001187318524425622,4.927113793630772e-06
0.0011946215904908648,4.927113793630772e-06
0.0012019695769147627,4.927113793630772e-06
0.001209362759997515,4.927113793630772e-06
0.001216801417738814,4.927113793630772e-06
0.001224285829848301,4.927113793630772e-06
0.0012318162777560755,4.927113793630772e-06
0.001239393044623288,4.927113793630772e-06
0.0012470164153527783,4.927113793630772e-06
0.0012546866765997923,4.927113793630772e-06
0.0012624041167827648,4.927113793630772e-06
0.0012701690260941555,4.927113793630772e-06
0.0012779816965113714,4.927113793630772e-06
0.0012858424218077365,4.927113793630772e-06
0.0012937514975635423,4.927113793630772e-06
0.001301709221177165,4.927113793630772e-06
0.0013097158918762457,4.927113793630772e-06
0.001317771810728939,4.927113793630772e-06
0.0013258772806552367,4.927113793630772e-06
0.0013340326064383628,4.927113793630772e-06
0.0013422380947362234,4.927113793630772e-06
0.0013504940540929496,4.927113793630772e-06
0.0013588007949504894,4.927113793630772e-06
0.0013671586296602851,4.927113793630772e-06
0.0013755678724950231,4.927113793630772e-06
0.0013840288396604402,4.927113793630772e-06
0.0013925418493072265,4.927113793630772e-06
0.0014011072215429773,4.927113793630772e-06
0.001409725278444235,4.927113793630772e-06
0.0014183963440686034,4.927113793630772e-06
0.001427120744466924,4.927113793630772e-06
0.0014358988076955458,4.927113793630772e-06
0.0014447308638286538,4.927113793630772e-06
0.0014536172449706815,4.927113793630772e-06
0.0014625582852688058,4.927113793630772e-06
0.0014715543209255,4.927113793630772e-06
0.001480605690211188,4.927113793630772e-06
0.0014897127334769532,4.927113793630772e-06
0.0014988757931673415,4.927113793630772e-06
0.0015080952138332422,4.927113793630772e-06
0.001517371342144833,4.927113793630772e-06
0.0015267045269046283,4.927113793630772e-06
0.0015360951190605838,4.927113793630772e-06
0.0015455434717192972,4.927113793630772e-06
0.00155504994015929,4.927113793630772e-06
0.0015646148818443623,4.927113793630772e-06
0.001574238656437032,4.927113793630772e-06
0.001583921625812062,4.927113793630772e-06
0.001593664154070071,4.927113793630772e-06
0.0016034666075512155,4.927113793630772e-06
0.0016133293548489757,4.927113793630772e-06
0.0016232527668240053,4.927113793630772e-06
0.0016332372166180814,4.927113793630772e-06
0.0016432830796681396,4.927113793630772e-06
0.0016533907337203814,4.927113793630772e-06
0.0016635605588444893,4.927113793630772e-06
0.0016737929374479083,4.927113793630772e-06
0.0016840882542902295,4.927113793630772e-06
0.0016944468964976633,4.927113793630772e-06
0.0017048692535775838,4.927113793630772e-06
0.0017153557174331897,4.927113793630772e-06
0.0017259066823782274,4.927113793630772e-06
0.0017365225451518246,4.927113793630772e-06
0.001747203704933413,4.927113793630772e-06
0.0017579505633577256,4.927113793630772e-06
0.0017687635245299143,4.927113793630772e-06
0.0017796429950407318,4.927113793630772e-06
0.0017905893839818261,4.927113793630772e-06
0.001801603102961127,4.927113793630772e-06
