,ma_GeV,ctau_ATLAS,ctau_BelleII
0,0.001,377.45524014731285,6.9176259903406185
1,0.0010233717986325203,377.45527246187294,6.917626582569887
2,0.0010472898382363584,377.455306173981,6.9176272004120305
3,0.0010717668854455034,377.45534134355756,6.9176278449652155
4,0.001096816005273138,377.4553780330656,6.917628517374198
5,0.001122450568085307,377.45541630761653,6.917629218832279
6,0.0011486842567375536,377.45545623508184,6.917629950583339
7,0.0011755310738783698,377.45549788620826,6.917630713923952
8,0.0012030053494233243,377.45554133473837,6.917631510205601
9,0.0012311217482038907,377.4555866575334,6.9176323408369225
10,0.0012598952777950272,377.4556339347072,6.917633207286163
11,0.0012893412965257157,377.45568324975983,6.91763411108363
12,0.001319475521676706,377.4557346897184,6.917635053824268
13,0.0013503140378698735,377.4557883452845,6.917636037170369
14,0.0013818733056536322,377.4558443109878,6.917637062854379
15,0.001414170170289024,377.45590268534465,6.917638132681804
16,0.0014472218707411344,377.4559635710238,6.91763924853426
17,0.0014810460488806755,377.45602707501894,6.917640412372619
18,0.0015156607589006028,377.45609330882854,6.917641626240314
19,0.0015510844769528406,377.45616238864227,6.917642892266757
20,0.0015873361110102086,377.45623443553666,6.917644212670917
21,0.001624435010958867,377.45630957567494,6.917645589764989
22,0.001662400978926612,377.45638794052115,6.917647025958315
23,0.0017012542798525892,377.45646966705596,6.917648523761342
24,0.0017410156523040153,377.4565548980062,6.917650085789826
25,0.0017817063195457307,377.45664378208346,6.917651714769206
26,0.0018233480008684403,377.4567364742281,6.917653413539075
27,0.001865962923181746,377.456833135869,6.917655185057941
28,0.0019095738328780967,377.45693393518695,6.917657032408059
29,0.0019542040079740535,377.4570390473983,6.917658958800615
30,0.001999877270535287,377.45714865503874,6.917660967580946
31,0.00204661799939199,377.45726294826704,6.917663062234093
32,0.0020944511431514688,377.4573821251776,6.917665246390534
33,0.0021434022335148567,377.4575063921251,6.917667523832132
34,0.00219349739890506,377.4576359640644,6.91766989849837
35,0.002244763378413224,377.45777106490084,6.917672374492762
36,0.0022972275360711512,377.4579119278594,6.9176749560896225
37,0.0023509178754572866,377.4580587958622,6.91767764774099
38,0.002405863054644067,377.458211921927,6.917680454083923
39,0.0024620924014946257,377.45837156957816,6.917683379948034
40,0.0025196359293170162,377.45853801327473,6.917686430363339
41,0.002578524352884274,377.4587115388564,6.917689610568423
42,0.0026387891048289345,377.4588924440067,6.917692926018936
43,0.0027004623524206823,377.45908103873325,6.9176963823963895
44,0.0027635770147361603,377.45927764586946,6.917699985617357
45,0.0028281667802300325,377.4594826015948,6.917703741843001
46,0.0028942661247167516,377.4596962559744,6.917707657488969
47,0.0029619103297725533,377.45991897352235,6.917711739235715
48,0.003031135501567579,377.460151133787,6.917715994039225
49,0.003101978590138097,377.4603931319562,6.917720429142111
50,0.0031744774091091933,377.4606453794904,6.9177250520852125
51,0.003248670655878375,377.4609083047781,6.91772987071961
52,0.0033245979322709418,377.46118235381795,6.917734893219126
53,0.003402299765678068,377.461467990926,6.917740128093284
