ma_GeV,c_g2e
0.001,34.576433661390375
0.0010233717986325203,34.75147681204665
0.0010472898382363584,34.928028797198465
0.0010717668854455034,35.10604594100572
0.001096816005273138,35.28548262086098
0.001122450568085307,35.46629128237971
0.0011486842567375536,35.64842245889608
0.0011755310738783698,35.83182479566414
0.0012030053494233243,36.01644507907583
0.0012311217482038907,36.20222827071721
0.0012598952777950272,36.38911754635133
0.0012893412965257157,36.57705434036134
0.001319475521676706,36.765978394941946
0.0013503140378698735,36.95582781475833
0.0013818733056536322,37.14653912668548
0.001414170170289024,37.33804734471222
0.0014472218707411344,37.53028604002512
0.0014810460488806755,37.72318741609572
0.0015156607589006028,37.91668238885141
0.0015510844769528406,38.11070067153996
0.0015873361110102086,38.305170864456706
0.001624435010958867,38.50002054917845
0.001662400978926612,38.69517638707745
0.0017012542798525892,38.89056422201721
0.0017410156523040153,39.08610918695452
0.0017817063195457307,39.281735814041426
0.0018233480008684403,39.47736814811736
0.001865962923181746,39.67292986315342
0.0019095738328780967,39.86834438124262
0.0019542040079740535,40.06353499403857
0.001999877270535287,40.25842498587259
0.00204661799939199,40.45293775840627
0.0020944511431514688,40.646996956419464
0.0021434022335148567,40.84052659410312
0.00219349739890506,41.03345118165724
0.002244763378413224,41.22569585145653
0.0022972275360711512,41.417186483597945
0.0023509178754572866,41.607849830273786
0.002405863054644067,41.79761363847856
0.0024620924014946257,41.98640677057482
0.0025196359293170162,42.17415932232265
0.002578524352884274,42.36080273804117
0.0026387891048289345,42.54626992228924
0.0027004623524206823,42.73049534768698
0.0027635770147361603,42.91341515844393
0.0028281667802300325,43.09496726965143
0.0028942661247167516,43.27509146120599
0.0029619103297725533,43.45372946693743
0.003031135501567579,43.63082505729165
0.003101978590138097,43.80632411799892
0.0031744774091091933,43.98017471962385
0.003248670655878375,44.15232718495092
0.0033245979322709418,44.322734145698384
0.003402299765678068,44.49135059591814
0.0034818176306889667,44.65813393642268
0.003563193971228584,44.82304401414755
0.0036464722232127486,44.98604315355513
0.0037316968377327556,45.14709618170945
0.003818913304781854,45.30617044620118
0.003908168177536264,45.463235827327324
0.003999509097203665,45.61826474185975
0.004092984818452442,45.77123214203503
0.004188645235435271,45.92211550699465
0.004286541408420925,46.07089483050682
0.0043867255910484985,46.217552596328
0.004489251258218608,46.36207375717939
0.0045941731346364765,46.5044456998454
0.004701547224022129,46.64465820938041
0.0048114308390032594,46.78270342774374
0.004923882631706742,46.918575808613866
0.00503896262506515,47.05227206216884
0.005156732244854963,47.18379110258918
0.0052772543524835375,47.31313399768515
0.005400593278542374,47.44030388705462
0.005526814857144603,47.56530593876224
0.005655986461065008,47.68814726795733
0.005788177037701274,47.80883687180379
0.005923457145875806,47.927385559426895
0.006061898993497572,48.04380586765952
0.006203576476104275,48.158111997159935
0.006348565216305217,48.270319729789605
0.006496942604146125,48.380446354440856
0.006648787838417263,48.48851058842315
0.006804181968927101,48.59453249575227
0.006963207939763883,48.69853341152095
0.007125950633568411,48.80053587456035
0.007292496916841445,48.9005635239119
0.007462935686310138,48.99864104591976
0.007637357916378027,49.09479409104795
0.007815856707684091,49.18904919359334
0.007998527336796709,49.28143372001237
0.008185467307069028,49.37197575369394
0.008376776400682925,49.46070409054917
0.008572556731909325,49.547648091088774
0.008772912801613356,49.6328376835737
0.008977951553033322,49.71630325507096
0.00918778242886334,49.79807562415199
0.009402517429670132,49.87818593397966
0.009622271173675135,49.956665629770974
0.009847160957933775,50.03354641869133
0.010077306820944612,50.10886019334739
0.010312831606721848,50.18263887092757
0.010553861030365236,50.25491463326206
0.010800523745162528,50.325719608313555
0.011052951411260215,50.39508584654452
0.011311278765939214,50.46304543510703
0.011575643695533041,50.52963040425115
0.011846187309026836,50.59487255541833
0.012123054013376522,50.65880361608297
0.012406391590588319,50.72145507798639
0.012696351276599734,50.78285823559692
0.012993087842004158,50.84304408164482
0.013296759674662127,50.902043275938055
0.013607528864243339,50.95988646053409
0.013925561288744634,51.016603535539865
0.014251026703029985,51.072224419816344
0.014584098829439862,51.126778402859486
0.014924955450518298,51.18029461366386
0.01527377850390714,51.23280147639543
0.015630754179458167,51.28432747085738
0.01599607301861488,51.334900105902925
0.016369930016117026,51.38454679214843
0.016752524724082157,51.43329425544234
0.017144061358519713,51.48116941720873
0.017544748908334597,51.52819777201668
0.017954801246878312,51.57440517530047
0.018374437246107267,51.61981665804779
0.018803880893409158,51.6644562752422
0.0192433614111598,51.70834889065082
0.01969311337907423,51.75151770670821
0.02015337685941733,51.79398558149803
0.020624397525140916,51.83577620590986
0.02110642679101555,51.87691005449213
0.021599721947827184,51.91741043064749
0.022104546299710218,51.957298663981454
0.022621169304690252,51.996593210910014
0.02314986671851161,52.03531716004802
0.023690920741826334,52.07348995908947
0.024244620170823284,52.111130576530556
0.02481126055137769,52.14825611533852
0.02539114433680347,52.18488804977375
0.025984581049292486,52.221042199981646
0.026591887445126937,52.25673875105534
0.027213387683753074,52.29199223056186
0.02784941350080644,52.32682063143728
0.028500304385181082,52.36124222215317
0.029166407760237052,52.395271055241
0.029848079169243275,52.428920839949036
0.030545682465154336,52.46221229490801
0.03125959000482281,52.495150380527534
0.03199018284775065,52.52776282664936
0.03273785095948577,52.560055901248354
0.033502993419772316,52.592042222955946
0.034286018635565865,52.623743569034005
0.03508734455902713,52.65516224718947
0.03590739891061055,52.68631769367183
0.0367466194073669,52.71721943941471
0.03760545399658172,52.74788674889847
0.03848436109487431,52.77831731349604
0.03938380983288489,52.80852793925656
0.04030428030568053,52.83794292401743
