ma_GeV,c_g2mu
0.001,
0.0010718913192051276,
0.0011489510001873086,
0.0012315506032928262,
0.001320088400831418,
0.0014149912974345759,
0.0015167168884709225,
0.0016257556664437934,
0.0017426333860096508,
0.0018679135990207828,
0.0020022003718155844,
0.0021461411978584036,
0.002300430119772917,
0.002465811075822604,
0.0026430814869741054,
0.002833096101839324,
0.0030367711180354575,
0.0032550885998350564,
0.0034891012134067737,
0.0037399373024787977,
0.004008806328898464,
0.00429700470432084,
0.004605922041145104,
0.004937047852839003,
0.005291978735958442,
0.005672426068491977,
0.006080224261649421,
0.00651733960488242,
0.0069858797467852495,
0.007488103857590023,
0.008026433522257174,
0.008603464416684501,
0.009221978823334321,
0.009884959046625586,
0.010595601792776159,
0.01135733358343105,
0.012173827277396614,
0.013049019780144023,
0.01398713102647238,
0.014992684327860457,
0.016070528182616384,
0.017225859653987867,
0.018464249428955436,
0.019791668678535563,
0.021214517849106298,
0.022739657523579274,
0.024374441501222206,
0.026126752255633278,
0.02800503894183631,
0.03001835813575589,
0.032176417502507354,
0.03448962260405758,
0.03696912707195026,
0.03962688638701478,
0.04247571552536898,
0.04552935074866948,
0.04880251583654431,
0.052310993080562605,
0.05607169938205458,
0.06010276782070382,
0.0644236350872137,
0.06905513520162328,
0.07401959996915641,
0.07934096665797492,
0.08504489341802678,
0.09115888299750818,
0.09771241535346496,
0.10473708979594497,
0.11226677735108136,
0.12033778407775893,
0.1289890261253308,
0.1382622173764655,
0.14820207057988585,
0.15885651294280528,
0.17027691722258995,
0.18251834943190426,
0.1956398343517063,
0.2097046401323233,
0.22478058335487253,
0.24094035602395245,
0.2582618760682675,
0.2768286630392064,
0.29673024081888694,
0.3180625692794119,
0.3409285069746811,
0.36543830709572545,
0.39171014908092566,
0.419870708444391,
0.4500557675700497,
0.48241087041653685,
0.5170920242896755,
0.5542664520663102,
0.5941133984965034,
0.6368249944718586,
0.6826071834272386,
0.7316807143427192,
0.7842822061337682,
0.8406652885618325,
0.9011018251665018,
0.9658832241158698,
1.0353218432956617,
1.1097524964120722,
1.1895340673703196,
1.2750512407130128,
1.366716356462006,
1.464971398307285,
1.5702901247293775,
1.6831803533309566,
1.8041864093920719,
1.9338917504552302,
2.07292177959537,
2.2219468609395236,
2.381685551976158,
2.5529080682395167,
2.7364399970746693,
2.9331662783900425,
3.1440354715915,
3.370064329271928,
3.6123426997094303,
3.8720387818125532,
4.150404757850472,
4.448782831127585,
4.768611697714469,
5.111433483440165,
5.478901179593939,
5.872786613189477,2.196894717611014
6.294988990221888,0.9227688217848672
6.747544053110693,0.716007666922232
7.2326338964835335,0.6247794118248718
7.752597488629457,0.5743606891768451
8.309941949353387,0.5439471347915225
8.907354638610439,0.5251905361352442
9.547716114208056,0.5140292166214865
10.234114021054527,0.5082341466907841
10.96985797892384,0.5064779729595673
11.758495540521558,0.5079235000640954
12.603829296797274,0.5120208273101846
13.50993521198025,0.5183987832144579
14.481182276745331,0.5268029736965395
15.52225357427048,0.5370585632989329
16.638168860761272,0.5490469568466722
17.834308769319094,0.5626906760520977
19.116440753857,0.5779432671081393
20.49074689815846,0.5947824065456507
21.96385372416547,0.6132051033327864
23.542864143224154,0.6332243127677923
25.23539170434766,0.6548665248730047
27.049597304631316,0.6781700408746707
28.99422853882875,0.703183746014357
31.07866187782014,0.7299662478013835
33.3129478793467,0.7585852888211624
35.707859649004625,0.7891173700396865
38.27494478516307,0.8216475388613427
41.0265810582719,0.8562693089130152
43.97603609302721,0.8930846874885667
47.13753134116719,0.9322042929893422
50.526310653356795,0.9737475493242933
54.15871378079465,1.0178429476127078
58.05225516094896,1.0646283680183533
62.22570836730231,1.1142514563782728
66.69919663030115,1.1668700516393429
71.49428986597577,1.2226526610950395
76.63410868007446,1.2817789811017326
82.14343584919422,1.344440461399596
88.04883581643465,1.4108409113994915
94.37878277775371,1.4811971468407867
101.1637979766207,1.555739675079524
108.43659686896086,1.63471341692487
116.23224686798518,1.71837846238692
124.58833642950081,1.8070108569028829
133.54515629298973,1.9009034135334668
143.14589375234786,2.0003665452164343
153.436840893001,2.1057291093668553
164.46761779946627,2.217339254845685
176.2914118095948,2.335565258484452
188.96523396912076,2.4607963348406936
202.55019392306664,2.593443398529501
217.1117945694501,2.7339397531716183
232.72024789604072,2.8827416745313137
249.45081352303166,3.0403288475730137
267.3841615839944,3.207204607703074
286.606761694825,3.38389592511355
307.2112998861753,3.5709530576216797
329.2971255097148,3.768948781406791
352.970730273065,3.9784770903017543
378.3462617131925,4.200151232559957
405.54607358408276,4.4346009291427615
434.7013158125018,4.682468589571564
465.95256686646775,4.9444043105411914
499.450511585514,5.221059409475817
535.3566677410719,5.513078211292429
573.8441648302393,5.821087773912058
615.0985788580505,6.145685209744737
659.3188271333541,6.487422241168482
706.7181273927491,6.846786624489397
757.5250258771905,7.224180097821149
811.9844993184009,7.619892565099754
870.3591361485165,8.034072334977388
932.9304026284676,8.466692405737156
1000.0,8.91751304282581
