ma_GeV,c_g2tau_ATLAS,c_g2tau_BelleII,c_g2tau_CMS24
0.001,0.3107663972999575,0.007324834229857091,0.41435519639994334
0.0010718913192051276,0.31075948785281027,0.007324671372626023,0.41434598380374704
0.0011489510001873086,0.31075315230352246,0.007324522042297225,0.4143375364046966
0.0012315506032928262,0.31074739217087655,0.007324386274668742,0.4143298562278354
0.001320088400831418,0.31074222904173726,0.007324264578547858,0.4143229720556497
0.0014149912974345759,0.3107377078979816,0.007324158014167581,0.41431694386397555
0.0015167168884709225,0.3107338995018172,0.007324068249409137,0.4143118660024229
0.0016257556664437934,0.3107309017357514,0.007323997591385352,0.41430786898100186
0.0017426333860096508,0.31071113950488394,0.0073235317911367614,0.4142815193398453
0.0018679135990207828,0.3107110255366917,0.007323529104880709,0.4142813673822556
0.0020022003718155844,0.3107127504952894,0.007323569762544765,0.4142836673270526
0.0021461411978584036,0.310716424974857,0.007323656370858751,0.41428856663314273
0.002300430119772917,0.3107221555396885,0.0073237914415671635,0.4142962073862514
0.002465811075822604,0.3107300467668472,0.007323977439575022,0.4143067290224629
0.0026430814869741054,0.3107402042864603,0.007324216854608307,0.41432027238194713
0.002833096101839324,0.3107542633941775,0.007324548230955114,0.4143390178589033
0.0030367711180354575,0.3107688699534196,0.007324892510858111,0.4143584932712262
0.0032550885998350564,0.3107861158207,0.007325298999848157,0.41438148776093325
0.0034891012134067737,0.31080618614880484,0.007325772062018276,0.4144082481984065
0.0037399373024787977,0.31082927896503243,0.007326316364916651,0.4144390386200433
0.004008806328898464,0.3108556059390197,0.0073269368976444675,0.41447414125202625
0.00429700470432084,0.31088539324904746,0.007327638991274933,0.41451385766539667
0.004605922041145104,0.3109188825470052,0.007328428341597704,0.4145585100626737
0.004937047852839003,0.31095631701103066,0.007329310680376452,0.4146084226813742
0.005291978735958442,0.31099416181955447,0.007330202691067782,0.41465888242607263
0.005672426068491977,0.3110442286317082,0.007331382777147326,0.41472563817561103
0.006080224261649421,0.3110952952431253,0.0073325864287215,0.4147937269908337
0.00651733960488242,0.3111515385670954,0.007333912096580691,0.4148687180894606
0.0069858797467852495,0.3112133226667132,0.007335368361774332,0.4149510968889509
0.007488103857590023,0.3112810309491366,0.007336964261295802,0.4150413745988488
0.008026433522257174,0.31135507274013424,0.00733870944304599,0.4151400969868457
0.008603464416684501,0.311435884966448,0.007340614205486965,0.4152478466219307
0.009221978823334321,0.31152393394168637,0.007342689539735883,0.4153652452555818
0.009884959046625586,0.3116197172854366,0.0073449471747989,0.4154929563805821
0.010595601792776159,0.3117159823345915,0.007347216163767191,0.4156213097794554
0.01135733358343105,0.31183664584866366,0.007350060230068598,0.4157821944648849
0.012173827277396614,0.31195896145789703,0.007352943236626394,0.41594528194386277
0.013049019780144023,0.3120913566255549,0.007356063820654635,0.41612180883407324
0.01398713102647238,0.31223451798563107,0.007359438166271759,0.4163126906475081
0.014992684327860457,0.3123891774540137,0.0073630835249006935,0.41651890327201824
0.016070528182616384,0.3125561150593584,0.00736701828199317,0.4167414867458112
0.017225859653987867,0.3127361619413784,0.007371262027700097,0.41698154925517117
0.018464249428955436,0.31293020352469064,0.007375835631679839,0.4172402713662542
0.019791668678535563,0.31313918287633835,0.007380761322235775,0.41751891050178447
0.021214517849106298,0.31334816796248116,0.007385687147955056,0.4177975572833082
0.022739657523579274,0.3136060367793706,0.007391765174257693,0.41814138237249415
0.024374441501222206,0.31386611877366616,0.007397895365652056,0.41848815836488823
0.026126752255633278,0.31414556136695193,0.0074044818907408804,0.4188607484892693
0.02800503894183631,0.3144456532274777,0.0074115551237261025,0.4192608709699703
0.03001835813575589,0.3147677653805585,0.007419147379984304,0.41969035384074466
0.032176417502507354,0.31511335595101714,0.007427293027847151,0.4201511412680229
0.03448962260405758,0.315483975438386,0.007436028612939099,0.4206453005845147
0.03696912707195026,0.3158812722429943,0.007445392988428508,0.4211750296573258
0.03962688638701478,0.31630699848888455,0.00745542745227511,0.4217426646518461
0.04247571552536898,0.31676301618157926,0.007466175892369959,0.42235068824210575
0.04552935074866948,0.31725130371407234,0.007477684939883116,0.42300173828542975
0.04880251583654431,0.31777396274130054,0.007490004131296498,0.4236986169884008
0.052310993080562605,0.31833322544543546,0.007503186079648449,0.42444430059391397
0.05607169938205458,0.3189314622159289,0.007517286655554149,0.4252419496212385
0.06010276782070382,0.319571189770016,0.007532365178607711,0.42609491969335467
0.0644236350872137,0.32025507974137213,0.007548484619818758,0.4270067729884962
0.06905513520162328,0.3209859677668437,0.007565711815788724,0.4279812903557916
0.07401959996915641,0.32176686310358465,0.0075841176953889405,0.4290224841381129
0.07934096665797492,0.32260095881216533,0.007603777519778808,0.4301346117495538
0.08504489341802678,0.32349164253943424,0.007624771136560286,0.431322190052579
0.09115888299750818,0.32444250795321,0.007647183249296172,0.43259001060428
0.09771241535346496,0.3254573668561591,0.007671103703036934,0.43394315580821213
0.10473708979594497,0.3265402620411574,0.007696627787324484,0.4353870160548765
0.11226677735108136,0.3276954809329285,0.00772385655772869,0.4369273079105713
0.12033778407775893,0.3289275700731666,0.0077528971772649795,0.4385700934308888
0.1289890261253308,0.3302413505092807,0.00778386327911053,0.440321800679041
0.1382622173764655,0.331641934151603,0.007816875352147364,0.4421892455354707
0.14820207057988585,0.3331347411688932,0.007852061150978324,0.4441796548918576
0.15885651294280528,0.33472551849723603,0.007889556132185957,0.446300691329648
0.17027691722258995,0.33642035954296345,0.007929503918734863,0.44856047939061794
0.18251834943190426,0.33822572369516113,0.007972056759885868,0.4509676315935482
0.1956398343517063,0.34014846603653187,0.00801737623148779,0.4535312880487091
0.2097046401323233,0.34219584646279555,0.008065633450923778,0.45626112861706075
0.22478058335487253,0.34437556979726697,0.008117010022620956,0.45916742639635594
0.24094035602395245,0.34669580553170165,0.008171698503346626,0.4622610740422689
0.2582618760682675,0.3491652182015486,0.008229903118159852,0.46555362426873154
